"Date","Cardholder origin","Cardholder origin detail","Amount CHF","Number of transactions"
"2019-07-19","Foreign","LIE",299227.51,3901
"2019-07-19","Foreign","NLD",765637.570000001,14427
"2019-07-19","Foreign","RUS",563305.3,4681
"2019-07-19","Foreign","RoW",9531044.27000003,88817
"2019-07-19","Foreign","USA",2704190.63,29279
"2019-07-20","Domestic","CHE",160356802.92,2594762
"2019-07-20","Foreign","AUT",276416.84,4157
"2019-07-20","Foreign","CHN",5693184.11,8807
"2019-07-20","Foreign","DEU",2548547.98,37977
"2019-07-20","Foreign","FRA",1945375.72,37590
"2019-07-20","Foreign","GBR",1998703.29,23883
"2019-07-20","Foreign","ITA",1203111.17,19392
"2019-07-20","Foreign","LIE",365863.14,4495
"2019-07-20","Foreign","NLD",901361.690000001,17133
"2019-07-20","Foreign","RUS",466255.57,4767
"2019-07-20","Foreign","RoW",8151885.76000002,87503
"2019-07-20","Foreign","USA",2448054.26,29409
"2019-07-21","Domestic","CHE",40861414.1,932041
"2019-07-21","Foreign","AUT",205735.31,3151
"2019-07-21","Foreign","CHN",3959068.91,6922
"2019-07-21","Foreign","DEU",1932049.06,27140
"2019-07-21","Foreign","FRA",1223594.52,26003
"2019-07-21","Foreign","GBR",1541248.77,19169
"2019-07-21","Foreign","ITA",958686.32,16366
"2019-07-21","Foreign","LIE",63001.78,1159
"2019-07-21","Foreign","NLD",663328.770000001,12731
"2019-07-21","Foreign","RUS",333749.17,3746
"2019-07-21","Foreign","RoW",5570517.21,66270
"2019-07-21","Foreign","USA",1800585.68,23847
"2019-07-22","Domestic","CHE",116288196.67,2294007
"2019-07-22","Foreign","AUT",282429.71,4106
"2019-07-22","Foreign","CHN",5496234.61,8682
"2019-07-22","Foreign","DEU",2278129.03,33899
"2019-07-22","Foreign","FRA",1955072.94,43678
"2019-07-22","Foreign","GBR",2045382.79,26185
"2019-07-22","Foreign","ITA",852365.429999999,14566
"2019-07-22","Foreign","LIE",225420.29,3210
"2019-07-22","Foreign","NLD",979711.54,17304
"2019-07-22","Foreign","RUS",516905.21,4588
"2019-07-22","Foreign","RoW",9313461.17000005,88509
"2019-07-22","Foreign","USA",2587289.83,28478
"2019-07-23","Domestic","CHE",112599260.32,2250341
"2019-07-23","Foreign","AUT",242209.2,3855
"2019-07-23","Foreign","CHN",5430152.59,8190
"2019-07-23","Foreign","DEU",2018955.27,32664
"2019-07-23","Foreign","FRA",1923134.39,43669
"2019-07-23","Foreign","GBR",2031158.64,24483
"2019-07-23","Foreign","ITA",886870.11,14643
"2019-07-23","Foreign","LIE",214579.4,3116
"2019-07-23","Foreign","NLD",833446.64,15693
"2019-07-23","Foreign","RUS",429313.89,4685
"2019-07-23","Foreign","RoW",8679974.48000008,84747
"2019-07-23","Foreign","USA",2532040.58,26708
"2019-07-24","Domestic","CHE",115921260.87,2308902
"2019-07-24","Foreign","AUT",245902.23,4002
"2019-07-24","Foreign","CHN",5730047.61,8191
"2019-07-24","Foreign","DEU",2165384.98,33188
"2019-07-24","Foreign","FRA",2012158.7,45148
"2019-07-24","Foreign","GBR",2139956.55,25516
"2019-07-24","Foreign","ITA",834755.640000001,14968
"2019-07-24","Foreign","LIE",235167.56,3272
"2019-07-24","Foreign","NLD",810044.67,15803
"2019-07-24","Foreign","RUS",410129.75,4300
"2019-07-24","Foreign","RoW",8565934.18000007,84145
"2019-07-24","Foreign","USA",2440293.76,26760
"2019-07-25","Domestic","CHE",131593981.84,2505481
"2019-07-25","Foreign","AUT",285021.57,4074
"2019-07-25","Foreign","CHN",9028487.67,8810
"2019-07-25","Foreign","DEU",2243578.5,33033
"2019-07-25","Foreign","FRA",2015263.07,45062
"2019-07-25","Foreign","GBR",2169189.24,25871
"2019-07-25","Foreign","ITA",823711.84,15168
"2019-07-25","Foreign","LIE",238849.6,3441
"2019-07-25","Foreign","NLD",872406.47,16659
"2019-07-25","Foreign","RUS",459126.7,4752
"2019-07-25","Foreign","RoW",8915147.81000004,84593
"2019-07-25","Foreign","USA",2567509.15,26548
"2019-07-26","Domestic","CHE",149399780.07,2665293
"2019-07-26","Foreign","AUT",300838.64,4009
"2019-07-26","Foreign","CHN",9308000.39,9231
"2019-07-26","Foreign","DEU",2472446.25,34873
"2019-07-26","Foreign","FRA",2209871.91,45728
"2019-07-26","Foreign","GBR",2759001.02,26597
"2019-07-26","Foreign","ITA",929858.41,14728
"2019-07-26","Foreign","LIE",288113.91,3868
"2019-07-26","Foreign","NLD",1032248.04,19052
"2019-07-26","Foreign","RUS",498388.31,4485
"2019-07-26","Foreign","RoW",8455468.88000006,83833
"2019-07-26","Foreign","USA",2668904.14,26789
"2019-07-27","Domestic","CHE",177263228.23,2713628
"2019-07-27","Foreign","AUT",251724.32,3878
"2019-07-27","Foreign","CHN",5606107.29,8882
"2019-07-27","Foreign","DEU",2601079.84,37926
"2019-07-27","Foreign","FRA",2066403.83,39225
"2019-07-27","Foreign","GBR",2040235.47,24108
"2019-07-27","Foreign","ITA",1134034.04,17453
"2019-07-27","Foreign","LIE",379808.38,4495
"2019-07-27","Foreign","NLD",1247381.79,22178
"2019-07-27","Foreign","RUS",456320.06,4465
"2019-07-27","Foreign","RoW",8907192.5000001,83297
"2019-07-27","Foreign","USA",2339615.67,26584
"2019-07-28","Domestic","CHE",41717692.17,870271
"2019-07-28","Foreign","AUT",179832.88,2904
"2019-07-28","Foreign","CHN",5170502.37,7499
"2019-07-28","Foreign","DEU",2012069.66,26358
"2019-07-28","Foreign","FRA",1291647.05,26515
"2019-07-28","Foreign","GBR",1789617.92,18752
"2019-07-28","Foreign","ITA",1005776.79,15061
"2019-07-28","Foreign","LIE",62494.84,1153
"2019-07-28","Foreign","NLD",768367.22,14005
"2019-07-28","Foreign","RUS",296420.24,3390
"2019-07-28","Foreign","RoW",5757262.10000001,59719
"2019-07-28","Foreign","USA",1669737.48,20477
"2019-07-29","Domestic","CHE",130437199.71,2411953
"2019-07-29","Foreign","AUT",336571.89,4144
"2019-07-29","Foreign","CHN",6059567.8,9020
"2019-07-29","Foreign","DEU",2331483.55,34400
"2019-07-29","Foreign","FRA",2084162.7,43706
"2019-07-29","Foreign","GBR",2217276.56,25657
"2019-07-29","Foreign","ITA",850362.1,14309
"2019-07-29","Foreign","LIE",246383.42,3403
"2019-07-29","Foreign","NLD",1023532.62,19508
"2019-07-29","Foreign","RUS",551511.53,4257
"2019-07-29","Foreign","RoW",8988481.52000006,80805
"2019-07-29","Foreign","USA",2355016.68,25377
"2019-07-30","Domestic","CHE",127233569.78,2385571
"2019-07-30","Foreign","AUT",240190.6,3884
"2019-07-30","Foreign","CHN",5934928.57,9087
"2019-07-30","Foreign","DEU",2208478.35,32856
"2019-07-30","Foreign","FRA",2050396.99,43613
"2019-07-30","Foreign","GBR",2064627.07,24889
"2019-07-30","Foreign","ITA",834207.82,14179
"2019-07-30","Foreign","LIE",227920.61,3132
"2019-07-30","Foreign","NLD",1024520.35,20392
"2019-07-30","Foreign","RUS",398965.15,4067
"2019-07-30","Foreign","RoW",8273742.66000002,76950
"2019-07-30","Foreign","USA",2300107.39,24365
"2019-07-31","Domestic","CHE",160084548.97,2820014
"2019-07-31","Foreign","AUT",330519.85,4438
"2019-07-31","Foreign","CHN",8214563.91,10073
"2019-07-31","Foreign","DEU",2697899.40999999,36328
"2019-07-31","Foreign","FRA",2276357.99,47075
"2019-07-31","Foreign","GBR",2219027.48,25922
"2019-07-31","Foreign","ITA",924887.3,14915
"2019-07-31","Foreign","LIE",301931.04,3995
"2019-07-31","Foreign","NLD",1069063.47,20095
"2019-07-31","Foreign","RUS",515023.03,4344
"2019-07-31","Foreign","RoW",9402335.55999999,80373
"2019-07-31","Foreign","USA",2443401.3,25446
"2019-08-01","Domestic","CHE",43710357.89,1030129
"2019-08-01","Foreign","AUT",167844.55,2389
"2019-08-01","Foreign","CHN",5193857.1,7742
"2019-08-01","Foreign","DEU",1587533.77,21888
"2019-08-01","Foreign","FRA",1292298.42,25649
"2019-08-01","Foreign","GBR",1726603.27,18545
"2019-08-01","Foreign","ITA",685962.47,9739
"2019-08-01","Foreign","LIE",49988.15,970
"2019-08-01","Foreign","NLD",739125.4,13442
"2019-08-01","Foreign","RUS",261392.62,2907
"2019-08-01","Foreign","RoW",5383201.04,55744
"2019-08-01","Foreign","USA",1660100.15,18685
"2019-08-02","Domestic","CHE",163599360.57,2594252
"2019-08-02","Foreign","AUT",325211.33,4250
"2019-08-02","Foreign","CHN",6994645.2,9973
"2019-08-02","Foreign","DEU",2880953.46,38407
"2019-08-02","Foreign","FRA",2315431.48,45390
"2019-08-02","Foreign","GBR",2404294.08,26573
"2019-08-02","Foreign","ITA",1099477.19,15736
"2019-08-02","Foreign","LIE",366849.98,4321
"2019-08-02","Foreign","NLD",1201167.48,22220
"2019-08-02","Foreign","RUS",521311.93,4472
"2019-08-02","Foreign","RoW",9807746.60000003,85542
"2019-08-02","Foreign","USA",2341362.17,25350
"2019-08-03","Domestic","CHE",150726346.280001,2447816
"2019-08-03","Foreign","AUT",259822.46,4188
"2019-08-03","Foreign","CHN",6380064.05,9570
"2019-08-03","Foreign","DEU",2700092.12,40806
"2019-08-03","Foreign","FRA",2197521.57,42055
"2019-08-03","Foreign","GBR",1970759.27,24531
"2019-08-03","Foreign","ITA",1256457.36,19581
"2019-08-03","Foreign","LIE",341796.56,4302
"2019-08-03","Foreign","NLD",1146378.99,21124
"2019-08-03","Foreign","RUS",564117.62,4309
"2019-08-03","Foreign","RoW",7944179.95000003,79927
"2019-08-03","Foreign","USA",1982399.67,24525
"2019-08-04","Domestic","CHE",44682653.72,983965
"2019-08-04","Foreign","AUT",234033.9,3143
"2019-08-04","Foreign","CHN",4660474.19,7483
"2019-08-04","Foreign","DEU",2166783.42,29650
"2019-08-04","Foreign","FRA",1485357.79,30236
"2019-08-04","Foreign","GBR",1729195.76,20122
"2019-08-04","Foreign","ITA",948700.420000001,16161
"2019-08-04","Foreign","LIE",69305.17,1265
"2019-08-04","Foreign","NLD",761275.710000001,14253
"2019-08-04","Foreign","RUS",256599.62,3386
"2019-08-04","Foreign","RoW",5429021.57000001,60250
"2019-08-04","Foreign","USA",1413250.25,19772
"2019-08-05","Domestic","CHE",123260876.29,2382958
"2019-08-05","Foreign","AUT",271029.36,4279
"2019-08-05","Foreign","CHN",6211762.83,9381
"2019-08-05","Foreign","DEU",2506827.79,35623
"2019-08-05","Foreign","FRA",2400999.72,49530
"2019-08-05","Foreign","GBR",2261856.43,26949
"2019-08-05","Foreign","ITA",1131944.68,17814
"2019-08-05","Foreign","LIE",248873.22,3534
"2019-08-05","Foreign","NLD",1019882.03,18684
"2019-08-05","Foreign","RUS",437676.79,4454
"2019-08-05","Foreign","RoW",9380201.65000002,82817
"2019-08-05","Foreign","USA",2297217.45,24770
"2019-08-06","Domestic","CHE",123868827.98,2335321
"2019-08-06","Foreign","AUT",502392.220000001,4873
"2019-08-06","Foreign","CHN",6231297.32,8961
"2019-08-06","Foreign","DEU",4027862.68,37587
"2019-08-06","Foreign","FRA",2588332.62,48153
"2019-08-06","Foreign","GBR",8305532.28,36753
"2019-08-06","Foreign","ITA",1271297.97,17387
"2019-08-06","Foreign","LIE",259585.25,3602
"2019-08-06","Foreign","NLD",1487514.33,19135
"2019-08-06","Foreign","RUS",1396902.23,6748
"2019-08-06","Foreign","RoW",13125685.4800001,85413
"2019-08-06","Foreign","USA",2985865.09,23818
"2019-08-07","Domestic","CHE",131841379.46,2438818
"2019-08-07","Foreign","AUT",530752.64,5494
"2019-08-07","Foreign","CHN",7250205.09,9636
"2019-08-07","Foreign","DEU",4567866.95,40057
"2019-08-07","Foreign","FRA",2739411.69,50460
"2019-08-07","Foreign","GBR",5490844.11,31861
"2019-08-07","Foreign","ITA",1307274.17,17849
"2019-08-07","Foreign","LIE",283493.24,3821
"2019-08-07","Foreign","NLD",1453746.2,20543
"2019-08-07","Foreign","RUS",1413644.06,6677
"2019-08-07","Foreign","RoW",12681662.76,87154
"2019-08-07","Foreign","USA",2700088.34,23912
"2019-08-08","Domestic","CHE",127938841.75,2484272
"2019-08-08","Foreign","AUT",419753.71,5068
"2019-08-08","Foreign","CHN",8285412.03999999,10239
"2019-08-08","Foreign","DEU",3856980.52,37941
"2019-08-08","Foreign","FRA",2618926.79,50051
"2019-08-08","Foreign","GBR",4081533.72,30007
"2019-08-08","Foreign","ITA",1227416.69,18721
"2019-08-08","Foreign","LIE",249418.46,3549
"2019-08-08","Foreign","NLD",1193805.29,17607
"2019-08-08","Foreign","RUS",1037256.51,6508
"2019-08-08","Foreign","RoW",11338494.5900001,85877
"2019-08-08","Foreign","USA",2788318.62,24300
"2019-08-09","Domestic","CHE",143389331.72,2683828
"2019-08-09","Foreign","AUT",407751.930000001,4738
"2019-08-09","Foreign","CHN",6255689.94,9467
"2019-08-09","Foreign","DEU",4040718.42,41236
"2019-08-09","Foreign","FRA",2618778.78,51214
"2019-08-09","Foreign","GBR",5304857.78,33776
"2019-08-09","Foreign","ITA",1302122.95,20432
"2019-08-09","Foreign","LIE",286500.64,3987
"2019-08-09","Foreign","NLD",1364541.32,19723
"2019-08-09","Foreign","RUS",1124981.79,6525
"2019-08-09","Foreign","RoW",11344171.2200001,90467
"2019-08-09","Foreign","USA",2726374.11,25979
"2019-08-10","Domestic","CHE",172169995.51,2775594
"2019-08-10","Foreign","AUT",368256.95,5036
"2019-08-10","Foreign","CHN",6622418.02,9162
"2019-08-10","Foreign","DEU",3614031.7,44777
"2019-08-10","Foreign","FRA",2650384.67,49238
"2019-08-10","Foreign","GBR",3460033.16,28389
"2019-08-10","Foreign","ITA",1375964.79,23672
"2019-08-10","Foreign","LIE",432682.04,5297
"2019-08-10","Foreign","NLD",1258501.63,21095
"2019-08-10","Foreign","RUS",830760.350000001,5604
"2019-08-10","Foreign","RoW",9364140.63000004,83734
"2019-08-10","Foreign","USA",2151701.08,24258
"2019-08-11","Domestic","CHE",43356511.94,985883
"2019-08-11","Foreign","AUT",308547.49,3549
"2019-08-11","Foreign","CHN",5752483.68,7892
"2019-08-11","Foreign","DEU",2986460.08,32015
"2019-08-11","Foreign","FRA",1658033.47,31933
"2019-08-11","Foreign","GBR",3101367.85,22944
"2019-08-11","Foreign","ITA",1129683.17,19149
"2019-08-11","Foreign","LIE",63070.93,1233
"2019-08-11","Foreign","NLD",828899.46,12953
"2019-08-11","Foreign","RUS",621651.410000001,4246
"2019-08-11","Foreign","RoW",7290739.78000002,65615
"2019-08-11","Foreign","USA",1585753.52,19487
"2019-08-12","Domestic","CHE",121587069.06,2410135
"2019-08-12","Foreign","AUT",489285.72,5104
"2019-08-12","Foreign","CHN",5914723.17,9771
"2019-08-12","Foreign","DEU",3941875.72,38226
"2019-08-12","Foreign","FRA",2724398.47,52993
"2019-08-12","Foreign","GBR",5201737.61000001,31789
"2019-08-12","Foreign","ITA",1456084.47,22475
"2019-08-12","Foreign","LIE",250954,3631
"2019-08-12","Foreign","NLD",1180660.37,17505
"2019-08-12","Foreign","RUS",1298415.77,6279
"2019-08-12","Foreign","RoW",13372649.27,92201
"2019-08-12","Foreign","USA",2487957.42,25105
"2019-08-13","Domestic","CHE",121332827.34,2411666
"2019-08-13","Foreign","AUT",366405.069999999,4678
"2019-08-13","Foreign","CHN",6840156.97,9207
"2019-08-13","Foreign","DEU",3442774.79,35795
"2019-08-13","Foreign","FRA",2580279.86,50689
"2019-08-13","Foreign","GBR",4508208.37,28683
"2019-08-13","Foreign","ITA",1427172.21,21974
"2019-08-13","Foreign","LIE",252954.2,3622
"2019-08-13","Foreign","NLD",937292.700000001,14680
"2019-08-13","Foreign","RUS",1134646.33,5737
"2019-08-13","Foreign","RoW",12041145.36,87566
"2019-08-13","Foreign","USA",2517658.75,24040
"2019-08-14","Domestic","CHE",124589632.17,2509356
"2019-08-14","Foreign","AUT",400328.84,4779
"2019-08-14","Foreign","CHN",5742159.32,8785
"2019-08-14","Foreign","DEU",3648933.27,37273
"2019-08-14","Foreign","FRA",2924106.17,52358
"2019-08-14","Foreign","GBR",5035138.04999999,30135
"2019-08-14","Foreign","ITA",1429863.24,22813
"2019-08-14","Foreign","LIE",252221.04,3701
"2019-08-14","Foreign","NLD",992717.19,14286
"2019-08-14","Foreign","RUS",1278372.86,5940
"2019-08-14","Foreign","RoW",12619813.96,88711
"2019-08-14","Foreign","USA",2849263.14,23786
"2019-08-15","Domestic","CHE",115020771.94,2291122
"2019-08-15","Foreign","AUT",445623.570000001,6291
"2019-08-15","Foreign","CHN",7230348.28,9017
"2019-08-15","Foreign","DEU",3455155.84,37592
"2019-08-15","Foreign","FRA",2889944.28,58058
"2019-08-15","Foreign","GBR",4780984.17,29464
"2019-08-15","Foreign","ITA",1211021,20375
"2019-08-15","Foreign","LIE",416695.6,5336
"2019-08-15","Foreign","NLD",965348.120000001,13912
"2019-08-15","Foreign","RUS",1570763.32,6101
"2019-08-15","Foreign","RoW",13135769.9800001,90022
"2019-08-15","Foreign","USA",2525345.15,24009
"2019-08-16","Domestic","CHE",154720542.67,2825027
"2019-08-16","Foreign","AUT",534223.98,5425
"2019-08-16","Foreign","CHN",5473290.24,8993
"2019-08-16","Foreign","DEU",4642509.58999999,43869
"2019-08-16","Foreign","FRA",3049655.52,57892
"2019-08-16","Foreign","GBR",7115601.99000001,34656
"2019-08-16","Foreign","ITA",1807140.53,25903
"2019-08-16","Foreign","LIE",329115.93,4343
"2019-08-16","Foreign","NLD",1096206.36,15836
"2019-08-16","Foreign","RUS",1864236.21,7039
"2019-08-16","Foreign","RoW",14714959.0900001,97019
"2019-08-16","Foreign","USA",2939741.05,25811
"2019-08-17","Domestic","CHE",165450319.14,2713193
"2019-08-17","Foreign","AUT",404110.77,5171
"2019-08-17","Foreign","CHN",5322892.22,8397
"2019-08-17","Foreign","DEU",3895127.62,44527
"2019-08-17","Foreign","FRA",2786203.58,48337
"2019-08-17","Foreign","GBR",6317906.25000001,31825
"2019-08-17","Foreign","ITA",1666883.98,24605
"2019-08-17","Foreign","LIE",388580.35,4608
"2019-08-17","Foreign","NLD",1092765.01,15474
"2019-08-17","Foreign","RUS",1769556.57,7281
"2019-08-17","Foreign","RoW",13601610.4800001,91030
"2019-08-17","Foreign","USA",2552593.51,24543
"2019-08-18","Domestic","CHE",42982942.43,991877
"2019-08-18","Foreign","AUT",301660.23,3780
"2019-08-18","Foreign","CHN",4151101.63,6736
"2019-08-18","Foreign","DEU",2901487.05,31517
"2019-08-18","Foreign","FRA",1844870.54,31858
"2019-08-18","Foreign","GBR",5685750.53,26088
"2019-08-18","Foreign","ITA",1216093.44,17826
"2019-08-18","Foreign","LIE",62320.05,1221
"2019-08-18","Foreign","NLD",689117.159999999,9588
"2019-08-18","Foreign","RUS",1175488.99,5158
"2019-08-18","Foreign","RoW",8983584.21000007,67084
"2019-08-18","Foreign","USA",1928748.59,19826
"2019-08-19","Domestic","CHE",115416348.88,2402305
"2019-08-19","Foreign","AUT",341147.93,4558
"2019-08-19","Foreign","CHN",6189233.08,8168
"2019-08-19","Foreign","DEU",2506947.04,35714
"2019-08-19","Foreign","FRA",2288717.72,48918
"2019-08-19","Foreign","GBR",2202559.5,27505
"2019-08-19","Foreign","ITA",1284545.91,20869
"2019-08-19","Foreign","LIE",209854.01,3341
"2019-08-19","Foreign","NLD",660929.779999999,12284
"2019-08-19","Foreign","RUS",625410.81,4688
"2019-08-19","Foreign","RoW",9337356.13000004,80933
"2019-08-19","Foreign","USA",2148768.03,23537
"2019-08-20","Domestic","CHE",117150559.04,2360401
"2019-08-20","Foreign","AUT",314135.76,4565
"2019-08-20","Foreign","CHN",5209059.15,7747
"2019-08-20","Foreign","DEU",2429480.05,34330
"2019-08-20","Foreign","FRA",2147774.26,46339
"2019-08-20","Foreign","GBR",2211142.18,26378
"2019-08-20","Foreign","ITA",1149413.04,18979
"2019-08-20","Foreign","LIE",219255.07,3268
"2019-08-20","Foreign","NLD",589464.29,11141
"2019-08-20","Foreign","RUS",488038.66,4288
"2019-08-20","Foreign","RoW",8486260.19,75103
"2019-08-20","Foreign","USA",2197687.91,22515
"2019-08-21","Domestic","CHE",123940909.17,2518730
"2019-08-21","Foreign","AUT",322775.68,4840
"2019-08-21","Foreign","CHN",4601281.7,7381
"2019-08-21","Foreign","DEU",2414753.61,35128
"2019-08-21","Foreign","FRA",2243197,48052
"2019-08-21","Foreign","GBR",2512764.51,26993
"2019-08-21","Foreign","ITA",1153887.88,19716
"2019-08-21","Foreign","LIE",236120.29,3614
"2019-08-21","Foreign","NLD",560889.7,10338
"2019-08-21","Foreign","RUS",633838.99,4750
"2019-08-21","Foreign","RoW",9395864.77000005,77247
"2019-08-21","Foreign","USA",2086874.26,22908
"2019-08-22","Domestic","CHE",126812736.97,2546624
"2019-08-22","Foreign","AUT",632625.24,5520
"2019-08-22","Foreign","CHN",4212652.99,7093
"2019-08-22","Foreign","DEU",5603110.55999999,41855
"2019-08-22","Foreign","FRA",3063401.83,50163
"2019-08-22","Foreign","GBR",11675294.85,42609
"2019-08-22","Foreign","ITA",1530738.61,21191
"2019-08-22","Foreign","LIE",215380.33,3484
"2019-08-22","Foreign","NLD",1764855.51,12934
"2019-08-22","Foreign","RUS",3030591.92,10882
"2019-08-22","Foreign","RoW",15855709.8600001,91251
"2019-08-22","Foreign","USA",3307228.13,24715
"2019-08-23","Domestic","CHE",163124494.21,2971742
"2019-08-23","Foreign","AUT",347053.39,4929
"2019-08-23","Foreign","CHN",5031299.61,6914
"2019-08-23","Foreign","DEU",3043483.32,39738
"2019-08-23","Foreign","FRA",2386985.93,49457
"2019-08-23","Foreign","GBR",3416386.65,31287
"2019-08-23","Foreign","ITA",1300720.73,20630
"2019-08-23","Foreign","LIE",324985.22,4445
"2019-08-23","Foreign","NLD",659717.87,11967
"2019-08-23","Foreign","RUS",883555.77,6054
"2019-08-23","Foreign","RoW",10756547.54,81634
"2019-08-23","Foreign","USA",2405432.84,24601
"2019-08-24","Domestic","CHE",178344156.03,2925389
"2019-08-24","Foreign","AUT",271706.97,4449
"2019-08-24","Foreign","CHN",3169833.17,6279
"2019-08-24","Foreign","DEU",2741764.01,41806
"2019-08-24","Foreign","FRA",2043741.44,39909
"2019-08-24","Foreign","GBR",1961453.57,26809
