"X","FINALPROCESSINGDATE","TYPE","KANTON","GROSSREGION","COUNTRY","NTRX","ISSUINGBASEAMOUNT","ATV"
1453,"02-MAR-21","ATM Withdraws","FR",2,"CHE",6317,3183205,503.91
1454,"02-MAR-21","ATM Withdraws","GE",1,"CHE",16394,14370559,876.57
1455,"02-MAR-21","ATM Withdraws","GL",5,"CHE",431,170908,396.54
1456,"02-MAR-21","ATM Withdraws","GR",5,"CHE",2689,1369050,509.13
1457,"02-MAR-21","ATM Withdraws","JU",2,"CHE",1873,993836,530.61
1458,"02-MAR-21","ATM Withdraws","LU",6,"CHE",12586,5960284,473.56
1459,"02-MAR-21","ATM Withdraws","NE",2,"CHE",6052,4315744,713.11
1460,"02-MAR-21","ATM Withdraws","NW",6,"CHE",638,240305,376.65
1461,"02-MAR-21","ATM Withdraws","OW",6,"CHE",451,168152,372.84
1462,"02-MAR-21","ATM Withdraws","SG",5,"CHE",17983,7472673,415.54
1463,"02-MAR-21","ATM Withdraws","SH",5,"CHE",2694,1168047,433.57
1464,"02-MAR-21","ATM Withdraws","SO",2,"CHE",6338,3098515,488.88
1465,"02-MAR-21","ATM Withdraws","SZ",6,"CHE",4996,2369477,474.27
1466,"02-MAR-21","ATM Withdraws","TG",5,"CHE",9487,4224073,445.25
1467,"02-MAR-21","ATM Withdraws","TI",7,"CHE",13489,12461968,923.86
1468,"02-MAR-21","ATM Withdraws","UR",6,"CHE",1076,439713,408.66
1469,"02-MAR-21","ATM Withdraws","VD",1,"CHE",30153,19978986,662.59
1470,"02-MAR-21","ATM Withdraws","VS",1,"CHE",12039,6195693,514.64
1471,"02-MAR-21","ATM Withdraws","ZG",6,"CHE",1363,681148,499.74
1472,"02-MAR-21","ATM Withdraws","ZH",4,"CHE",33926,19601200,577.76
1473,"02-MAY-20","ATM Deposits","99",99,"CHE",146,218919,1499.45
1474,"02-MAY-20","ATM Deposits","AG",3,"CHE",1210,1658292,1370.49
1475,"02-MAY-20","ATM Deposits","AR",5,"CHE",91,202366,2223.8
1476,"02-MAY-20","ATM Deposits","BE",2,"CHE",1510,2145305,1420.73
1477,"02-MAY-20","ATM Deposits","BL",3,"CHE",303,487846,1610.05
1478,"02-MAY-20","ATM Deposits","BS",3,"CHE",448,445012,993.33
1479,"02-MAY-20","ATM Deposits","FR",2,"CHE",451,620791,1376.48
1480,"02-MAY-20","ATM Deposits","GE",1,"CHE",1120,1619577,1446.05
1481,"02-MAY-20","ATM Deposits","GR",5,"CHE",156,196680,1260.77
1482,"02-MAY-20","ATM Deposits","JU",2,"CHE",97,89552,923.22
1483,"02-MAY-20","ATM Deposits","LU",6,"CHE",1187,1642969,1384.14
1484,"02-MAY-20","ATM Deposits","NE",2,"CHE",418,524461,1254.69
1485,"02-MAY-20","ATM Deposits","OW",6,"CHE",26,48860,1879.23
1486,"02-MAY-20","ATM Deposits","SG",5,"CHE",956,1519261,1589.19
1487,"02-MAY-20","ATM Deposits","SH",5,"CHE",200,239962,1199.81
1488,"02-MAY-20","ATM Deposits","SO",2,"CHE",452,732632,1620.87
1489,"02-MAY-20","ATM Deposits","SZ",6,"CHE",441,739032,1675.81
1490,"02-MAY-20","ATM Deposits","TG",5,"CHE",716,1141949,1594.9
1491,"02-MAY-20","ATM Deposits","TI",7,"CHE",813,977308,1202.1
1492,"02-MAY-20","ATM Deposits","VD",1,"CHE",2189,2803722,1280.82
1493,"02-MAY-20","ATM Deposits","VS",1,"CHE",682,877045,1285.99
1494,"02-MAY-20","ATM Deposits","ZG",6,"CHE",125,168778,1350.22
1495,"02-MAY-20","ATM Deposits","ZH",4,"CHE",2340,3335228,1425.31
1496,"02-MAY-20","ATM Withdraws","99",99,"CHE",363,188066,518.09
1497,"02-MAY-20","ATM Withdraws","AG",3,"CHE",13564,5745447,423.58
1498,"02-MAY-20","ATM Withdraws","AI",5,"CHE",152,57436,377.87
1499,"02-MAY-20","ATM Withdraws","AR",5,"CHE",1288,503095,390.6
1500,"02-MAY-20","ATM Withdraws","BE",2,"CHE",16184,6293860,388.89
1501,"02-MAY-20","ATM Withdraws","BL",3,"CHE",6912,3014695,436.15
1502,"02-MAY-20","ATM Withdraws","BS",3,"CHE",2819,1368716,485.53
1503,"02-MAY-20","ATM Withdraws","FR",2,"CHE",5248,2185915,416.52
1504,"02-MAY-20","ATM Withdraws","GE",1,"CHE",7666,5060460,660.12
1505,"02-MAY-20","ATM Withdraws","GL",5,"CHE",417,146378,351.03
1506,"02-MAY-20","ATM Withdraws","GR",5,"CHE",1819,681408,374.61
1507,"02-MAY-20","ATM Withdraws","JU",2,"CHE",1595,588016,368.66
1508,"02-MAY-20","ATM Withdraws","LU",6,"CHE",11827,4473958,378.28
1509,"02-MAY-20","ATM Withdraws","NE",2,"CHE",4028,1959833,486.55
1510,"02-MAY-20","ATM Withdraws","NW",6,"CHE",636,206402,324.53
1511,"02-MAY-20","ATM Withdraws","OW",6,"CHE",429,154451,360.03
1512,"02-MAY-20","ATM Withdraws","SG",5,"CHE",17441,5789047,331.92
1513,"02-MAY-20","ATM Withdraws","SH",5,"CHE",2589,1016612,392.67
1514,"02-MAY-20","ATM Withdraws","SO",2,"CHE",6419,2462801,383.67
1515,"02-MAY-20","ATM Withdraws","SZ",6,"CHE",4659,1804746,387.37
1516,"02-MAY-20","ATM Withdraws","TG",5,"CHE",10723,4136181,385.73
1517,"02-MAY-20","ATM Withdraws","TI",7,"CHE",8543,4984998,583.52
1518,"02-MAY-20","ATM Withdraws","UR",6,"CHE",913,319350,349.78
1519,"02-MAY-20","ATM Withdraws","VD",1,"CHE",18512,9396149,507.57
1520,"02-MAY-20","ATM Withdraws","VS",1,"CHE",8893,3728222,419.23
1521,"02-MAY-20","ATM Withdraws","ZG",6,"CHE",1071,440616,411.41
1522,"02-MAY-20","ATM Withdraws","ZH",4,"CHE",31839,16257044,510.6
1523,"02-MAY-21","ATM Deposits","99",99,"CHE",82,123547,1506.67
1524,"02-MAY-21","ATM Deposits","AG",3,"CHE",815,1259019,1544.81
1525,"02-MAY-21","ATM Deposits","AR",5,"CHE",73,125755,1722.67
1526,"02-MAY-21","ATM Deposits","BE",2,"CHE",1143,1780533,1557.77
1527,"02-MAY-21","ATM Deposits","BL",3,"CHE",300,504453,1681.51
1528,"02-MAY-21","ATM Deposits","BS",3,"CHE",229,239778,1047.07
1529,"02-MAY-21","ATM Deposits","FR",2,"CHE",359,451918,1258.82
1530,"02-MAY-21","ATM Deposits","GE",1,"CHE",1201,1776994,1479.6
1531,"02-MAY-21","ATM Deposits","GR",5,"CHE",119,156162,1312.29
1532,"02-MAY-21","ATM Deposits","JU",2,"CHE",100,160064,1600.64
1533,"02-MAY-21","ATM Deposits","LU",6,"CHE",882,1268940,1438.71
1534,"02-MAY-21","ATM Deposits","NE",2,"CHE",314,451998,1439.48
1535,"02-MAY-21","ATM Deposits","SG",5,"CHE",711,1269525,1785.55
1536,"02-MAY-21","ATM Deposits","SH",5,"CHE",138,182046,1319.17
1537,"02-MAY-21","ATM Deposits","SO",2,"CHE",394,667631,1694.49
1538,"02-MAY-21","ATM Deposits","SZ",6,"CHE",365,618767,1695.25
1539,"02-MAY-21","ATM Deposits","TG",5,"CHE",545,732983,1344.92
1540,"02-MAY-21","ATM Deposits","TI",7,"CHE",920,1035051,1125.06
1541,"02-MAY-21","ATM Deposits","VD",1,"CHE",1692,2635142,1557.41
1542,"02-MAY-21","ATM Deposits","VS",1,"CHE",608,807753,1328.54
1543,"02-MAY-21","ATM Deposits","ZG",6,"CHE",133,197683,1486.34
1544,"02-MAY-21","ATM Deposits","ZH",4,"CHE",1928,2782309,1443.11
1545,"02-MAY-21","ATM Withdraws","AG",3,"CHE",5497,2173600,395.42
1546,"02-MAY-21","ATM Withdraws","AI",5,"CHE",77,21090,273.9
1547,"02-MAY-21","ATM Withdraws","AR",5,"CHE",551,211265,383.42
1548,"02-MAY-21","ATM Withdraws","BE",2,"CHE",8649,3361403,388.65
1549,"02-MAY-21","ATM Withdraws","BL",3,"CHE",2588,1258638,486.34
1550,"02-MAY-21","ATM Withdraws","BS",3,"CHE",1456,673844,462.8
1551,"02-MAY-21","ATM Withdraws","FR",2,"CHE",3100,1154473,372.41
1552,"02-MAY-21","ATM Withdraws","GE",1,"CHE",6259,3651754,583.44
1553,"02-MAY-21","ATM Withdraws","GL",5,"CHE",151,53321,353.12
1554,"02-MAY-21","ATM Withdraws","GR",5,"CHE",990,331470,334.82
1555,"02-MAY-21","ATM Withdraws","JU",2,"CHE",970,329152,339.33
1556,"02-MAY-21","ATM Withdraws","LU",6,"CHE",5973,2133798,357.24
1557,"02-MAY-21","ATM Withdraws","NE",2,"CHE",2264,909235,401.61
1558,"02-MAY-21","ATM Withdraws","NW",6,"CHE",364,126687,348.04
1559,"02-MAY-21","ATM Withdraws","OW",6,"CHE",197,58741,298.18
1560,"02-MAY-21","ATM Withdraws","SG",5,"CHE",8517,2811786,330.14
1561,"02-MAY-21","ATM Withdraws","SH",5,"CHE",1240,425196,342.9
1562,"02-MAY-21","ATM Withdraws","SO",2,"CHE",2838,1118625,394.16
1563,"02-MAY-21","ATM Withdraws","SZ",6,"CHE",2393,898682,375.55
1564,"02-MAY-21","ATM Withdraws","TG",5,"CHE",5009,1733491,346.08
1565,"02-MAY-21","ATM Withdraws","TI",7,"CHE",6586,3018874,458.38
1566,"02-MAY-21","ATM Withdraws","UR",6,"CHE",508,165833,326.44
1567,"02-MAY-21","ATM Withdraws","VD",1,"CHE",11301,4647282,411.23
1568,"02-MAY-21","ATM Withdraws","VS",1,"CHE",5657,2104677,372.05
1569,"02-MAY-21","ATM Withdraws","ZG",6,"CHE",694,324217,467.17
1570,"02-MAY-21","ATM Withdraws","ZH",4,"CHE",15878,7634486,480.82
1571,"02-NOV-20","ATM Deposits","99",99,"CHE",169,225395,1333.7
1572,"02-NOV-20","ATM Deposits","AG",3,"CHE",2037,3397200,1667.75
1573,"02-NOV-20","ATM Deposits","AR",5,"CHE",113,175077,1549.35
1574,"02-NOV-20","ATM Deposits","BE",2,"CHE",2456,3822187,1556.27
1575,"02-NOV-20","ATM Deposits","BL",3,"CHE",513,869164,1694.28
1576,"02-NOV-20","ATM Deposits","BS",3,"CHE",744,862877,1159.78
1577,"02-NOV-20","ATM Deposits","FR",2,"CHE",716,959584,1340.2
1578,"02-NOV-20","ATM Deposits","GE",1,"CHE",2817,4143423,1470.86
1579,"02-NOV-20","ATM Deposits","GR",5,"CHE",340,520875,1531.99
1580,"02-NOV-20","ATM Deposits","JU",2,"CHE",208,414711,1993.8
1581,"02-NOV-20","ATM Deposits","LU",6,"CHE",1780,2576128,1447.26
1582,"02-NOV-20","ATM Deposits","NE",2,"CHE",758,1077716,1421.79
1583,"02-NOV-20","ATM Deposits","NW",6,"CHE",47,47018,1000.38
1584,"02-NOV-20","ATM Deposits","OW",6,"CHE",27,47710,1767.04
1585,"02-NOV-20","ATM Deposits","SG",5,"CHE",1530,2467341,1612.64
1586,"02-NOV-20","ATM Deposits","SH",5,"CHE",294,303056,1030.8
1587,"02-NOV-20","ATM Deposits","SO",2,"CHE",718,1048696,1460.58
1588,"02-NOV-20","ATM Deposits","SZ",6,"CHE",808,1202699,1488.49
1589,"02-NOV-20","ATM Deposits","TG",5,"CHE",909,1276494,1404.28
1590,"02-NOV-20","ATM Deposits","TI",7,"CHE",1797,2578116,1434.68
1591,"02-NOV-20","ATM Deposits","UR",6,"CHE",43,47785,1111.28
1592,"02-NOV-20","ATM Deposits","VD",1,"CHE",4381,6471369,1477.14
1593,"02-NOV-20","ATM Deposits","VS",1,"CHE",1067,1511453,1416.54
1594,"02-NOV-20","ATM Deposits","ZG",6,"CHE",265,348518,1315.16
1595,"02-NOV-20","ATM Deposits","ZH",4,"CHE",4004,5744885,1434.79
1596,"02-NOV-20","ATM Withdraws","99",99,"CHE",452,355181,785.8
1597,"02-NOV-20","ATM Withdraws","AG",3,"CHE",15714,8815283,560.98
1598,"02-NOV-20","ATM Withdraws","AI",5,"CHE",169,77952,461.25
1599,"02-NOV-20","ATM Withdraws","AR",5,"CHE",1278,611692,478.63
1600,"02-NOV-20","ATM Withdraws","BE",2,"CHE",18822,9720890,516.46
1601,"02-NOV-20","ATM Withdraws","BL",3,"CHE",7514,4111467,547.17
1602,"02-NOV-20","ATM Withdraws","BS",3,"CHE",4482,2888824,644.54
1603,"02-NOV-20","ATM Withdraws","FR",2,"CHE",6790,3593488,529.23
1604,"02-NOV-20","ATM Withdraws","GE",1,"CHE",19642,16982172,864.58
1605,"02-NOV-20","ATM Withdraws","GL",5,"CHE",385,170204,442.09
1606,"02-NOV-20","ATM Withdraws","GR",5,"CHE",2419,1200145,496.13
1607,"02-NOV-20","ATM Withdraws","JU",2,"CHE",1716,880815,513.3
1608,"02-NOV-20","ATM Withdraws","LU",6,"CHE",13179,6177538,468.74
1609,"02-NOV-20","ATM Withdraws","NE",2,"CHE",4639,2664633,574.4
1610,"02-NOV-20","ATM Withdraws","NW",6,"CHE",673,263753,391.91
1611,"02-NOV-20","ATM Withdraws","OW",6,"CHE",456,185188,406.11
1612,"02-NOV-20","ATM Withdraws","SG",5,"CHE",20116,8347151,414.95
1613,"02-NOV-20","ATM Withdraws","SH",5,"CHE",2879,1165224,404.73
1614,"02-NOV-20","ATM Withdraws","SO",2,"CHE",6317,3189595,504.92
1615,"02-NOV-20","ATM Withdraws","SZ",6,"CHE",5171,2386222,461.46
1616,"02-NOV-20","ATM Withdraws","TG",5,"CHE",10001,4442771,444.23
1617,"02-NOV-20","ATM Withdraws","TI",7,"CHE",14001,11636740,831.14
1618,"02-NOV-20","ATM Withdraws","UR",6,"CHE",1140,494625,433.88
1619,"02-NOV-20","ATM Withdraws","VD",1,"CHE",28823,17660660,612.73
1620,"02-NOV-20","ATM Withdraws","VS",1,"CHE",12355,6303839,510.23
1621,"02-NOV-20","ATM Withdraws","ZG",6,"CHE",1465,797520,544.38
1622,"02-NOV-20","ATM Withdraws","ZH",4,"CHE",37593,21906622,582.73
1623,"02-OCT-20","ATM Deposits","99",99,"CHE",184,236113,1283.22
1624,"02-OCT-20","ATM Deposits","AG",3,"CHE",1857,2739329,1475.14
1625,"02-OCT-20","ATM Deposits","AR",5,"CHE",136,216223,1589.88
1626,"02-OCT-20","ATM Deposits","BE",2,"CHE",2554,3850001,1507.44
1627,"02-OCT-20","ATM Deposits","BL",3,"CHE",512,711346,1389.35
1628,"02-OCT-20","ATM Deposits","BS",3,"CHE",682,844647,1238.49
1629,"02-OCT-20","ATM Deposits","FR",2,"CHE",652,911830,1398.51
1630,"02-OCT-20","ATM Deposits","GE",1,"CHE",2254,3266879,1449.37
1631,"02-OCT-20","ATM Deposits","GR",5,"CHE",387,548954,1418.49
1632,"02-OCT-20","ATM Deposits","JU",2,"CHE",201,325949,1621.64
1633,"02-OCT-20","ATM Deposits","LU",6,"CHE",1675,2479760,1480.45
1634,"02-OCT-20","ATM Deposits","NE",2,"CHE",918,1227147,1336.76
1635,"02-OCT-20","ATM Deposits","OW",6,"CHE",36,65193,1810.92
1636,"02-OCT-20","ATM Deposits","SG",5,"CHE",1533,2129962,1389.41
1637,"02-OCT-20","ATM Deposits","SH",5,"CHE",281,290040,1032.17
1638,"02-OCT-20","ATM Deposits","SO",2,"CHE",724,1082342,1494.95
1639,"02-OCT-20","ATM Deposits","SZ",6,"CHE",840,1124040,1338.14
1640,"02-OCT-20","ATM Deposits","TG",5,"CHE",888,1397815,1574.12
1641,"02-OCT-20","ATM Deposits","TI",7,"CHE",1444,2178668,1508.77
1642,"02-OCT-20","ATM Deposits","UR",6,"CHE",43,80093,1862.63
1643,"02-OCT-20","ATM Deposits","VD",1,"CHE",4398,6456940,1468.15
1644,"02-OCT-20","ATM Deposits","VS",1,"CHE",1165,1922055,1649.83
1645,"02-OCT-20","ATM Deposits","ZG",6,"CHE",219,282480,1289.86
1646,"02-OCT-20","ATM Deposits","ZH",4,"CHE",4065,6101394,1500.96
1647,"02-OCT-20","ATM Withdraws","99",99,"CHE",572,392792,686.7
1648,"02-OCT-20","ATM Withdraws","AG",3,"CHE",23007,10444434,453.97
1649,"02-OCT-20","ATM Withdraws","AI",5,"CHE",339,126492,373.13
1650,"02-OCT-20","ATM Withdraws","AR",5,"CHE",2074,1014511,489.16
1651,"02-OCT-20","ATM Withdraws","BE",2,"CHE",28157,11850222,420.86
1652,"02-OCT-20","ATM Withdraws","BL",3,"CHE",10859,5153869,474.62
1653,"02-OCT-20","ATM Withdraws","BS",3,"CHE",5876,3104862,528.4
1654,"02-OCT-20","ATM Withdraws","FR",2,"CHE",10200,4127979,404.7
1655,"02-OCT-20","ATM Withdraws","GE",1,"CHE",19026,14814034,778.62
1656,"02-OCT-20","ATM Withdraws","GL",5,"CHE",642,237763,370.35
1657,"02-OCT-20","ATM Withdraws","GR",5,"CHE",3871,1650766,426.44
1658,"02-OCT-20","ATM Withdraws","JU",2,"CHE",3182,1243366,390.75
1659,"02-OCT-20","ATM Withdraws","LU",6,"CHE",19326,7406727,383.25
1660,"02-OCT-20","ATM Withdraws","NE",2,"CHE",7646,3730188,487.86
1661,"02-OCT-20","ATM Withdraws","NW",6,"CHE",1113,369958,332.4
1662,"02-OCT-20","ATM Withdraws","OW",6,"CHE",773,281437,364.08
1663,"02-OCT-20","ATM Withdraws","SG",5,"CHE",32855,11140932,339.09
1664,"02-OCT-20","ATM Withdraws","SH",5,"CHE",4414,1459489,330.65
1665,"02-OCT-20","ATM Withdraws","SO",2,"CHE",9396,3860338,410.85
1666,"02-OCT-20","ATM Withdraws","SZ",6,"CHE",8521,3324631,390.17
1667,"02-OCT-20","ATM Withdraws","TG",5,"CHE",17008,6178648,363.28
1668,"02-OCT-20","ATM Withdraws","TI",7,"CHE",16617,13171237,792.64
1669,"02-OCT-20","ATM Withdraws","UR",6,"CHE",1746,623604,357.16
1670,"02-OCT-20","ATM Withdraws","VD",1,"CHE",40885,23585102,576.86
1671,"02-OCT-20","ATM Withdraws","VS",1,"CHE",19075,8138300,426.65
1672,"02-OCT-20","ATM Withdraws","ZG",6,"CHE",2070,886577,428.3
1673,"02-OCT-20","ATM Withdraws","ZH",4,"CHE",54040,25974346,480.65
1674,"02-SEP-20","ATM Deposits","99",99,"CHE",192,299940,1562.19
1675,"02-SEP-20","ATM Deposits","AG",3,"CHE",1764,2409383,1365.86
1676,"02-SEP-20","ATM Deposits","AR",5,"CHE",122,253987,2081.86
1677,"02-SEP-20","ATM Deposits","BE",2,"CHE",2402,3780544,1573.92
1678,"02-SEP-20","ATM Deposits","BL",3,"CHE",465,703043,1511.92
1679,"02-SEP-20","ATM Deposits","BS",3,"CHE",745,926590,1243.74
1680,"02-SEP-20","ATM Deposits","FR",2,"CHE",602,725539,1205.21
1681,"02-SEP-20","ATM Deposits","GE",1,"CHE",2230,3059851,1372.13
1682,"02-SEP-20","ATM Deposits","GR",5,"CHE",361,406764,1126.77
1683,"02-SEP-20","ATM Deposits","JU",2,"CHE",169,281227,1664.07
1684,"02-SEP-20","ATM Deposits","LU",6,"CHE",1675,2392695,1428.47
1685,"02-SEP-20","ATM Deposits","NE",2,"CHE",785,1065322,1357.1
1686,"02-SEP-20","ATM Deposits","SG",5,"CHE",1395,1992023,1427.97
1687,"02-SEP-20","ATM Deposits","SH",5,"CHE",269,304013,1130.16
1688,"02-SEP-20","ATM Deposits","SO",2,"CHE",617,1047865,1698.32
1689,"02-SEP-20","ATM Deposits","SZ",6,"CHE",772,992081,1285.08
1690,"02-SEP-20","ATM Deposits","TG",5,"CHE",834,1094130,1311.91
1691,"02-SEP-20","ATM Deposits","TI",7,"CHE",1479,2099317,1419.42
1692,"02-SEP-20","ATM Deposits","UR",6,"CHE",50,55014,1100.28
1693,"02-SEP-20","ATM Deposits","VD",1,"CHE",4018,5774099,1437.06
1694,"02-SEP-20","ATM Deposits","VS",1,"CHE",1134,1731541,1526.93
1695,"02-SEP-20","ATM Deposits","ZG",6,"CHE",230,318426,1384.46
1696,"02-SEP-20","ATM Deposits","ZH",4,"CHE",3843,5156914,1341.9
1697,"02-SEP-20","ATM Withdraws","99",99,"CHE",498,286156,574.61
1698,"02-SEP-20","ATM Withdraws","AG",3,"CHE",18301,8326405,454.97
1699,"02-SEP-20","ATM Withdraws","AI",5,"CHE",304,119841,394.21
1700,"02-SEP-20","ATM Withdraws","AR",5,"CHE",1654,830421,502.07
1701,"02-SEP-20","ATM Withdraws","BE",2,"CHE",23398,9953074,425.38
1702,"02-SEP-20","ATM Withdraws","BL",3,"CHE",8853,4051297,457.62
1703,"02-SEP-20","ATM Withdraws","BS",3,"CHE",4804,2589768,539.09
1704,"02-SEP-20","ATM Withdraws","FR",2,"CHE",7745,3045940,393.28
1705,"02-SEP-20","ATM Withdraws","GE",1,"CHE",17381,12784701,735.56
1706,"02-SEP-20","ATM Withdraws","GL",5,"CHE",505,180342,357.11
1707,"02-SEP-20","ATM Withdraws","GR",5,"CHE",3110,1262596,405.98
1708,"02-SEP-20","ATM Withdraws","JU",2,"CHE",2221,1005460,452.71
1709,"02-SEP-20","ATM Withdraws","LU",6,"CHE",16119,6202009,384.76
1710,"02-SEP-20","ATM Withdraws","NE",2,"CHE",6099,3162555,518.54
1711,"02-SEP-20","ATM Withdraws","NW",6,"CHE",892,277344,310.92
1712,"02-SEP-20","ATM Withdraws","OW",6,"CHE",552,201628,365.27
1713,"02-SEP-20","ATM Withdraws","SG",5,"CHE",25036,8522158,340.4
1714,"02-SEP-20","ATM Withdraws","SH",5,"CHE",3428,1241885,362.28
1715,"02-SEP-20","ATM Withdraws","SO",2,"CHE",7711,3253193,421.89
1716,"02-SEP-20","ATM Withdraws","SZ",6,"CHE",6504,2508451,385.68
1717,"02-SEP-20","ATM Withdraws","TG",5,"CHE",12415,4450275,358.46
1718,"02-SEP-20","ATM Withdraws","TI",7,"CHE",16372,11418261,697.43
1719,"02-SEP-20","ATM Withdraws","UR",6,"CHE",1354,521958,385.49
1720,"02-SEP-20","ATM Withdraws","VD",1,"CHE",35262,19550833,554.44
1721,"02-SEP-20","ATM Withdraws","VS",1,"CHE",15164,6609011,435.84
1722,"02-SEP-20","ATM Withdraws","ZG",6,"CHE",1560,671569,430.49
1723,"02-SEP-20","ATM Withdraws","ZH",4,"CHE",41589,20506306,493.07
1724,"03-APR-20","ATM Deposits","99",99,"CHE",155,220758,1424.25
1725,"03-APR-20","ATM Deposits","AG",3,"CHE",1205,1666879,1383.3
1726,"03-APR-20","ATM Deposits","AR",5,"CHE",74,127268,1719.84
1727,"03-APR-20","ATM Deposits","BE",2,"CHE",1533,2136757,1393.84
1728,"03-APR-20","ATM Deposits","BL",3,"CHE",386,619748,1605.56
1729,"03-APR-20","ATM Deposits","BS",3,"CHE",376,406198,1080.31
1730,"03-APR-20","ATM Deposits","FR",2,"CHE",456,545647,1196.59
1731,"03-APR-20","ATM Deposits","GE",1,"CHE",1290,1555160,1205.55
1732,"03-APR-20","ATM Deposits","GR",5,"CHE",178,197728,1110.83
1733,"03-APR-20","ATM Deposits","JU",2,"CHE",102,151035,1480.74
1734,"03-APR-20","ATM Deposits","LU",6,"CHE",1097,1583554,1443.53
1735,"03-APR-20","ATM Deposits","NE",2,"CHE",442,560238,1267.51
1736,"03-APR-20","ATM Deposits","NW",6,"CHE",43,53894,1253.35
1737,"03-APR-20","ATM Deposits","SG",5,"CHE",947,1350820,1426.42
1738,"03-APR-20","ATM Deposits","SH",5,"CHE",152,175960,1157.63
1739,"03-APR-20","ATM Deposits","SO",2,"CHE",478,688646,1440.68
1740,"03-APR-20","ATM Deposits","SZ",6,"CHE",501,729438,1455.96
1741,"03-APR-20","ATM Deposits","TG",5,"CHE",648,754997,1165.12
1742,"03-APR-20","ATM Deposits","TI",7,"CHE",952,1163268,1221.92
1743,"03-APR-20","ATM Deposits","VD",1,"CHE",2218,3031165,1366.62
1744,"03-APR-20","ATM Deposits","VS",1,"CHE",824,1180414,1432.54
1745,"03-APR-20","ATM Deposits","ZG",6,"CHE",148,252531,1706.29
1746,"03-APR-20","ATM Deposits","ZH",4,"CHE",2172,3559281,1638.71
1747,"03-APR-20","ATM Withdraws","99",99,"CHE",377,352346,934.6
1748,"03-APR-20","ATM Withdraws","AG",3,"CHE",13436,7641978,568.77
1749,"03-APR-20","ATM Withdraws","AI",5,"CHE",137,75191,548.84
1750,"03-APR-20","ATM Withdraws","AR",5,"CHE",1232,560179,454.69
1751,"03-APR-20","ATM Withdraws","BE",2,"CHE",15524,7940591,511.5
1752,"03-APR-20","ATM Withdraws","BL",3,"CHE",6546,3683619,562.73
1753,"03-APR-20","ATM Withdraws","BS",3,"CHE",2811,2041585,726.28
1754,"03-APR-20","ATM Withdraws","FR",2,"CHE",5169,2862216,553.73
1755,"03-APR-20","ATM Withdraws","GE",1,"CHE",9346,9245073,989.2
1756,"03-APR-20","ATM Withdraws","GL",5,"CHE",401,178374,444.82
1757,"03-APR-20","ATM Withdraws","GR",5,"CHE",1840,974826,529.8
1758,"03-APR-20","ATM Withdraws","JU",2,"CHE",1488,774410,520.44
1759,"03-APR-20","ATM Withdraws","LU",6,"CHE",12146,6023744,495.94
1760,"03-APR-20","ATM Withdraws","NE",2,"CHE",3782,2451398,648.18
1761,"03-APR-20","ATM Withdraws","NW",6,"CHE",678,302089,445.56
1762,"03-APR-20","ATM Withdraws","OW",6,"CHE",435,162612,373.82
1763,"03-APR-20","ATM Withdraws","SG",5,"CHE",16507,6747242,408.75
1764,"03-APR-20","ATM Withdraws","SH",5,"CHE",2192,892927,407.36
1765,"03-APR-20","ATM Withdraws","SO",2,"CHE",5644,2710339,480.22
1766,"03-APR-20","ATM Withdraws","SZ",6,"CHE",4280,1872743,437.56
1767,"03-APR-20","ATM Withdraws","TG",5,"CHE",8861,3727400,420.65
1768,"03-APR-20","ATM Withdraws","TI",7,"CHE",8605,7898839,917.94
1769,"03-APR-20","ATM Withdraws","UR",6,"CHE",920,412655,448.54
1770,"03-APR-20","ATM Withdraws","VD",1,"CHE",20311,14416585,709.79
1771,"03-APR-20","ATM Withdraws","VS",1,"CHE",9985,6647485,665.75
1772,"03-APR-20","ATM Withdraws","ZG",6,"CHE",977,510471,522.49
1773,"03-APR-20","ATM Withdraws","ZH",4,"CHE",27701,16253203,586.74
1774,"03-APR-21","ATM Deposits","99",99,"CHE",68,199618,2935.56
1775,"03-APR-21","ATM Deposits","AG",3,"CHE",883,1287240,1457.8
1776,"03-APR-21","ATM Deposits","AR",5,"CHE",81,165846,2047.48
1777,"03-APR-21","ATM Deposits","BE",2,"CHE",1547,2123959,1372.95
1778,"03-APR-21","ATM Deposits","BL",3,"CHE",334,410904,1230.25
1779,"03-APR-21","ATM Deposits","BS",3,"CHE",488,548870,1124.73
1780,"03-APR-21","ATM Deposits","FR",2,"CHE",422,592793,1404.72
1781,"03-APR-21","ATM Deposits","GE",1,"CHE",1531,1608170,1050.4
1782,"03-APR-21","ATM Deposits","GR",5,"CHE",238,316541,1330
1783,"03-APR-21","ATM Deposits","JU",2,"CHE",141,170688,1210.55
1784,"03-APR-21","ATM Deposits","LU",6,"CHE",1230,1880756,1529.07
1785,"03-APR-21","ATM Deposits","NE",2,"CHE",510,648330,1271.24
1786,"03-APR-21","ATM Deposits","OW",6,"CHE",26,54935,2112.88
1787,"03-APR-21","ATM Deposits","SG",5,"CHE",898,1567649,1745.71
1788,"03-APR-21","ATM Deposits","SH",5,"CHE",161,179441,1114.54
1789,"03-APR-21","ATM Deposits","SO",2,"CHE",493,725497,1471.6
1790,"03-APR-21","ATM Deposits","SZ",6,"CHE",545,903395,1657.61
1791,"03-APR-21","ATM Deposits","TG",5,"CHE",600,1049789,1749.65
1792,"03-APR-21","ATM Deposits","TI",7,"CHE",1048,1510868,1441.67
