"X","FINALPROCESSINGDATE","TYPE","KANTON","GROSSREGION","COUNTRY","NTRX","ISSUINGBASEAMOUNT","ATV"
16285,"19-NOV-20","ATM Deposits","BL",3,"CHE",335,585234,1746.97
16286,"19-NOV-20","ATM Deposits","BS",3,"CHE",499,472515,946.92
16287,"19-NOV-20","ATM Deposits","FR",2,"CHE",497,623969,1255.47
16288,"19-NOV-20","ATM Deposits","GE",1,"CHE",1324,2000712,1511.11
16289,"19-NOV-20","ATM Deposits","GR",5,"CHE",224,288514,1288.01
16290,"19-NOV-20","ATM Deposits","JU",2,"CHE",128,165921,1296.26
16291,"19-NOV-20","ATM Deposits","LU",6,"CHE",1303,1749293,1342.51
16292,"19-NOV-20","ATM Deposits","NE",2,"CHE",453,543132,1198.97
16293,"19-NOV-20","ATM Deposits","OW",6,"CHE",20,34952,1747.6
16294,"19-NOV-20","ATM Deposits","SG",5,"CHE",1129,1504133,1332.27
16295,"19-NOV-20","ATM Deposits","SH",5,"CHE",199,249440,1253.47
16296,"19-NOV-20","ATM Deposits","SO",2,"CHE",462,734588,1590.02
16297,"19-NOV-20","ATM Deposits","SZ",6,"CHE",601,982426,1634.65
16298,"19-NOV-20","ATM Deposits","TG",5,"CHE",597,814053,1363.57
16299,"19-NOV-20","ATM Deposits","TI",7,"CHE",1088,1370282,1259.45
16300,"19-NOV-20","ATM Deposits","VD",1,"CHE",2531,3541212,1399.14
16301,"19-NOV-20","ATM Deposits","VS",1,"CHE",746,922712,1236.88
16302,"19-NOV-20","ATM Deposits","ZG",6,"CHE",139,177890,1279.78
16303,"19-NOV-20","ATM Deposits","ZH",4,"CHE",2910,4111531,1412.9
16304,"19-NOV-20","ATM Withdraws","99",99,"CHE",352,164018,465.96
16305,"19-NOV-20","ATM Withdraws","AG",3,"CHE",13448,5213009,387.64
16306,"19-NOV-20","ATM Withdraws","AI",5,"CHE",144,65270,453.26
16307,"19-NOV-20","ATM Withdraws","AR",5,"CHE",1265,567982,449
16308,"19-NOV-20","ATM Withdraws","BE",2,"CHE",17447,6465915,370.6
16309,"19-NOV-20","ATM Withdraws","BL",3,"CHE",6375,2314670,363.09
16310,"19-NOV-20","ATM Withdraws","BS",3,"CHE",3501,1315301,375.69
16311,"19-NOV-20","ATM Withdraws","FR",2,"CHE",5242,1701507,324.59
16312,"19-NOV-20","ATM Withdraws","GE",1,"CHE",10001,5897769,589.72
16313,"19-NOV-20","ATM Withdraws","GL",5,"CHE",378,144579,382.48
16314,"19-NOV-20","ATM Withdraws","GR",5,"CHE",2230,878563,393.97
16315,"19-NOV-20","ATM Withdraws","JU",2,"CHE",1545,557498,360.84
16316,"19-NOV-20","ATM Withdraws","LU",6,"CHE",12153,4257148,350.3
16317,"19-NOV-20","ATM Withdraws","NE",2,"CHE",3671,1264425,344.44
16318,"19-NOV-20","ATM Withdraws","NW",6,"CHE",662,193624,292.48
16319,"19-NOV-20","ATM Withdraws","OW",6,"CHE",462,126106,272.96
16320,"19-NOV-20","ATM Withdraws","SG",5,"CHE",16663,5117933,307.14
16321,"19-NOV-20","ATM Withdraws","SH",5,"CHE",2580,721934,279.82
16322,"19-NOV-20","ATM Withdraws","SO",2,"CHE",5791,2171478,374.97
16323,"19-NOV-20","ATM Withdraws","SZ",6,"CHE",4492,1639431,364.97
16324,"19-NOV-20","ATM Withdraws","TG",5,"CHE",9410,2865311,304.5
16325,"19-NOV-20","ATM Withdraws","TI",7,"CHE",10671,4782554,448.18
16326,"19-NOV-20","ATM Withdraws","UR",6,"CHE",1073,369611,344.47
16327,"19-NOV-20","ATM Withdraws","VD",1,"CHE",19175,7030740,366.66
16328,"19-NOV-20","ATM Withdraws","VS",1,"CHE",9160,3183898,347.59
16329,"19-NOV-20","ATM Withdraws","ZG",6,"CHE",1213,461384,380.37
16330,"19-NOV-20","ATM Withdraws","ZH",4,"CHE",31101,12357203,397.32
16331,"19-OCT-20","ATM Deposits","99",99,"CHE",210,309699,1474.76
16332,"19-OCT-20","ATM Deposits","AG",3,"CHE",1673,2673878,1598.25
16333,"19-OCT-20","ATM Deposits","AR",5,"CHE",144,209993,1458.28
16334,"19-OCT-20","ATM Deposits","BE",2,"CHE",2206,3195212,1448.42
16335,"19-OCT-20","ATM Deposits","BL",3,"CHE",442,507792,1148.85
16336,"19-OCT-20","ATM Deposits","BS",3,"CHE",636,731389,1149.98
16337,"19-OCT-20","ATM Deposits","FR",2,"CHE",684,1025319,1499
16338,"19-OCT-20","ATM Deposits","GE",1,"CHE",1989,2723318,1369.19
16339,"19-OCT-20","ATM Deposits","GR",5,"CHE",311,393704,1265.93
16340,"19-OCT-20","ATM Deposits","JU",2,"CHE",160,162495,1015.59
16341,"19-OCT-20","ATM Deposits","LU",6,"CHE",1535,2498408,1627.63
16342,"19-OCT-20","ATM Deposits","NE",2,"CHE",665,948766,1426.72
16343,"19-OCT-20","ATM Deposits","OW",6,"CHE",28,41420,1479.29
16344,"19-OCT-20","ATM Deposits","SG",5,"CHE",1319,2095734,1588.88
16345,"19-OCT-20","ATM Deposits","SH",5,"CHE",233,200680,861.29
16346,"19-OCT-20","ATM Deposits","SO",2,"CHE",583,936586,1606.49
16347,"19-OCT-20","ATM Deposits","SZ",6,"CHE",787,1201363,1526.51
16348,"19-OCT-20","ATM Deposits","TG",5,"CHE",759,1061052,1397.96
16349,"19-OCT-20","ATM Deposits","TI",7,"CHE",1427,2043127,1431.76
16350,"19-OCT-20","ATM Deposits","VD",1,"CHE",3881,5451042,1404.55
16351,"19-OCT-20","ATM Deposits","VS",1,"CHE",1054,1468948,1393.69
16352,"19-OCT-20","ATM Deposits","ZG",6,"CHE",213,253410,1189.72
16353,"19-OCT-20","ATM Deposits","ZH",4,"CHE",3710,5327333,1435.94
16354,"19-OCT-20","ATM Withdraws","99",99,"CHE",365,165994,454.78
16355,"19-OCT-20","ATM Withdraws","AG",3,"CHE",13131,5226441,398.02
16356,"19-OCT-20","ATM Withdraws","AI",5,"CHE",172,71386,415.03
16357,"19-OCT-20","ATM Withdraws","AR",5,"CHE",1153,404097,350.47
16358,"19-OCT-20","ATM Withdraws","BE",2,"CHE",16488,5778737,350.48
16359,"19-OCT-20","ATM Withdraws","BL",3,"CHE",6148,2166900,352.46
16360,"19-OCT-20","ATM Withdraws","BS",3,"CHE",3393,1301923,383.71
16361,"19-OCT-20","ATM Withdraws","FR",2,"CHE",5491,1639979,298.67
16362,"19-OCT-20","ATM Withdraws","GE",1,"CHE",12014,6570579,546.91
16363,"19-OCT-20","ATM Withdraws","GL",5,"CHE",346,97295,281.2
16364,"19-OCT-20","ATM Withdraws","GR",5,"CHE",2093,713453,340.88
16365,"19-OCT-20","ATM Withdraws","JU",2,"CHE",1455,433361,297.84
16366,"19-OCT-20","ATM Withdraws","LU",6,"CHE",11410,3790654,332.22
16367,"19-OCT-20","ATM Withdraws","NE",2,"CHE",3552,1202510,338.54
16368,"19-OCT-20","ATM Withdraws","NW",6,"CHE",564,181204,321.28
16369,"19-OCT-20","ATM Withdraws","OW",6,"CHE",356,106532,299.25
16370,"19-OCT-20","ATM Withdraws","SG",5,"CHE",17551,5248907,299.07
16371,"19-OCT-20","ATM Withdraws","SH",5,"CHE",2469,708222,286.85
16372,"19-OCT-20","ATM Withdraws","SO",2,"CHE",5219,1793020,343.56
16373,"19-OCT-20","ATM Withdraws","SZ",6,"CHE",4408,1497368,339.69
16374,"19-OCT-20","ATM Withdraws","TG",5,"CHE",8771,2654961,302.7
16375,"19-OCT-20","ATM Withdraws","TI",7,"CHE",10793,5018329,464.96
16376,"19-OCT-20","ATM Withdraws","UR",6,"CHE",925,342997,370.81
16377,"19-OCT-20","ATM Withdraws","VD",1,"CHE",21079,7183934,340.81
16378,"19-OCT-20","ATM Withdraws","VS",1,"CHE",10685,3406135,318.78
16379,"19-OCT-20","ATM Withdraws","ZG",6,"CHE",1214,433706,357.25
16380,"19-OCT-20","ATM Withdraws","ZH",4,"CHE",30634,12205527,398.43
16381,"19-SEP-20","ATM Deposits","99",99,"CHE",131,164805,1258.05
16382,"19-SEP-20","ATM Deposits","AG",3,"CHE",1479,2059912,1392.77
16383,"19-SEP-20","ATM Deposits","AR",5,"CHE",90,140443,1560.48
16384,"19-SEP-20","ATM Deposits","BE",2,"CHE",1857,3177223,1710.94
16385,"19-SEP-20","ATM Deposits","BL",3,"CHE",373,561117,1504.34
16386,"19-SEP-20","ATM Deposits","BS",3,"CHE",526,605221,1150.61
16387,"19-SEP-20","ATM Deposits","FR",2,"CHE",516,679968,1317.77
16388,"19-SEP-20","ATM Deposits","GE",1,"CHE",1399,1582112,1130.89
16389,"19-SEP-20","ATM Deposits","GR",5,"CHE",233,254317,1091.49
16390,"19-SEP-20","ATM Deposits","JU",2,"CHE",151,173886,1151.56
16391,"19-SEP-20","ATM Deposits","LU",6,"CHE",1319,1893239,1435.36
16392,"19-SEP-20","ATM Deposits","NE",2,"CHE",514,537658,1046.03
16393,"19-SEP-20","ATM Deposits","NW",6,"CHE",27,38472,1424.89
16394,"19-SEP-20","ATM Deposits","OW",6,"CHE",22,35621,1619.14
16395,"19-SEP-20","ATM Deposits","SG",5,"CHE",1127,1558847,1383.18
16396,"19-SEP-20","ATM Deposits","SH",5,"CHE",215,242939,1129.95
16397,"19-SEP-20","ATM Deposits","SO",2,"CHE",519,722853,1392.78
16398,"19-SEP-20","ATM Deposits","SZ",6,"CHE",669,945644,1413.52
16399,"19-SEP-20","ATM Deposits","TG",5,"CHE",729,996624,1367.11
16400,"19-SEP-20","ATM Deposits","TI",7,"CHE",1053,1320073,1253.63
16401,"19-SEP-20","ATM Deposits","VD",1,"CHE",2687,3081897,1146.97
16402,"19-SEP-20","ATM Deposits","VS",1,"CHE",880,1141355,1296.99
16403,"19-SEP-20","ATM Deposits","ZG",6,"CHE",168,221404,1317.88
16404,"19-SEP-20","ATM Deposits","ZH",4,"CHE",2753,3528134,1281.56
16405,"19-SEP-20","ATM Withdraws","99",99,"CHE",435,152693,351.02
16406,"19-SEP-20","ATM Withdraws","AG",3,"CHE",21329,6117777,286.83
16407,"19-SEP-20","ATM Withdraws","AI",5,"CHE",435,128123,294.54
16408,"19-SEP-20","ATM Withdraws","AR",5,"CHE",1846,540918,293.02
16409,"19-SEP-20","ATM Withdraws","BE",2,"CHE",26145,7236722,276.79
16410,"19-SEP-20","ATM Withdraws","BL",3,"CHE",8696,2451959,281.96
16411,"19-SEP-20","ATM Withdraws","BS",3,"CHE",4419,1203467,272.34
16412,"19-SEP-20","ATM Withdraws","FR",2,"CHE",8243,1970294,239.03
16413,"19-SEP-20","ATM Withdraws","GE",1,"CHE",12295,4567398,371.48
16414,"19-SEP-20","ATM Withdraws","GL",5,"CHE",604,159001,263.25
16415,"19-SEP-20","ATM Withdraws","GR",5,"CHE",3747,975393,260.31
16416,"19-SEP-20","ATM Withdraws","JU",2,"CHE",2639,548474,207.83
16417,"19-SEP-20","ATM Withdraws","LU",6,"CHE",19638,5158118,262.66
16418,"19-SEP-20","ATM Withdraws","NE",2,"CHE",5623,1335858,237.57
16419,"19-SEP-20","ATM Withdraws","NW",6,"CHE",1125,289280,257.14
16420,"19-SEP-20","ATM Withdraws","OW",6,"CHE",670,165105,246.43
16421,"19-SEP-20","ATM Withdraws","SG",5,"CHE",30642,7135007,232.85
16422,"19-SEP-20","ATM Withdraws","SH",5,"CHE",4121,957612,232.37
16423,"19-SEP-20","ATM Withdraws","SO",2,"CHE",8773,2302653,262.47
16424,"19-SEP-20","ATM Withdraws","SZ",6,"CHE",7975,2186757,274.2
16425,"19-SEP-20","ATM Withdraws","TG",5,"CHE",15858,3965456,250.06
16426,"19-SEP-20","ATM Withdraws","TI",7,"CHE",13779,4323807,313.8
16427,"19-SEP-20","ATM Withdraws","UR",6,"CHE",1911,475924,249.04
16428,"19-SEP-20","ATM Withdraws","VD",1,"CHE",27716,7448200,268.73
16429,"19-SEP-20","ATM Withdraws","VS",1,"CHE",15962,3982400,249.49
16430,"19-SEP-20","ATM Withdraws","ZG",6,"CHE",1800,547411,304.12
16431,"19-SEP-20","ATM Withdraws","ZH",4,"CHE",43311,13043257,301.15
16432,"20-APR-20","ATM Deposits","99",99,"CHE",101,112487,1113.73
16433,"20-APR-20","ATM Deposits","AG",3,"CHE",1185,1665747,1405.69
16434,"20-APR-20","ATM Deposits","AR",5,"CHE",103,178572,1733.71
16435,"20-APR-20","ATM Deposits","BE",2,"CHE",1444,2171081,1503.52
16436,"20-APR-20","ATM Deposits","BL",3,"CHE",355,517431,1457.55
16437,"20-APR-20","ATM Deposits","BS",3,"CHE",378,476859,1261.53
16438,"20-APR-20","ATM Deposits","FR",2,"CHE",396,589339,1488.23
16439,"20-APR-20","ATM Deposits","GE",1,"CHE",1277,2025783,1586.36
16440,"20-APR-20","ATM Deposits","GR",5,"CHE",164,229753,1400.93
16441,"20-APR-20","ATM Deposits","JU",2,"CHE",104,162418,1561.71
16442,"20-APR-20","ATM Deposits","LU",6,"CHE",1095,1472106,1344.39
16443,"20-APR-20","ATM Deposits","NE",2,"CHE",449,557203,1240.99
16444,"20-APR-20","ATM Deposits","NW",6,"CHE",33,27641,837.61
16445,"20-APR-20","ATM Deposits","OW",6,"CHE",29,53847,1856.79
16446,"20-APR-20","ATM Deposits","SG",5,"CHE",981,1395329,1422.35
16447,"20-APR-20","ATM Deposits","SH",5,"CHE",179,202338,1130.38
16448,"20-APR-20","ATM Deposits","SO",2,"CHE",437,734695,1681.22
16449,"20-APR-20","ATM Deposits","SZ",6,"CHE",527,766290,1454.06
16450,"20-APR-20","ATM Deposits","TG",5,"CHE",588,784103,1333.51
16451,"20-APR-20","ATM Deposits","TI",7,"CHE",758,1024190,1351.17
16452,"20-APR-20","ATM Deposits","UR",6,"CHE",33,115217,3491.42
16453,"20-APR-20","ATM Deposits","VD",1,"CHE",2030,2892237,1424.75
16454,"20-APR-20","ATM Deposits","VS",1,"CHE",657,892442,1358.36
16455,"20-APR-20","ATM Deposits","ZG",6,"CHE",136,235718,1733.22
16456,"20-APR-20","ATM Deposits","ZH",4,"CHE",2211,3274018,1480.79
16457,"20-APR-20","ATM Withdraws","99",99,"CHE",252,157740,625.95
16458,"20-APR-20","ATM Withdraws","AG",3,"CHE",10048,4294434,427.39
16459,"20-APR-20","ATM Withdraws","AI",5,"CHE",114,62481,548.08
16460,"20-APR-20","ATM Withdraws","AR",5,"CHE",990,431526,435.88
16461,"20-APR-20","ATM Withdraws","BE",2,"CHE",12403,5060377,408
16462,"20-APR-20","ATM Withdraws","BL",3,"CHE",5119,2039374,398.39
16463,"20-APR-20","ATM Withdraws","BS",3,"CHE",2257,1027732,455.35
16464,"20-APR-20","ATM Withdraws","FR",2,"CHE",3805,1357488,356.76
16465,"20-APR-20","ATM Withdraws","GE",1,"CHE",6871,4468756,650.38
16466,"20-APR-20","ATM Withdraws","GL",5,"CHE",259,78394,302.68
16467,"20-APR-20","ATM Withdraws","GR",5,"CHE",1525,572357,375.32
16468,"20-APR-20","ATM Withdraws","JU",2,"CHE",1113,446626,401.28
16469,"20-APR-20","ATM Withdraws","LU",6,"CHE",9140,3351745,366.71
16470,"20-APR-20","ATM Withdraws","NE",2,"CHE",2707,1124327,415.34
16471,"20-APR-20","ATM Withdraws","NW",6,"CHE",516,152422,295.39
16472,"20-APR-20","ATM Withdraws","OW",6,"CHE",313,88752,283.55
16473,"20-APR-20","ATM Withdraws","SG",5,"CHE",13158,4237355,322.04
16474,"20-APR-20","ATM Withdraws","SH",5,"CHE",1806,564864,312.77
16475,"20-APR-20","ATM Withdraws","SO",2,"CHE",4391,1667712,379.8
16476,"20-APR-20","ATM Withdraws","SZ",6,"CHE",3602,1240684,344.44
16477,"20-APR-20","ATM Withdraws","TG",5,"CHE",6854,2245101,327.56
16478,"20-APR-20","ATM Withdraws","TI",7,"CHE",7122,5690308,798.98
16479,"20-APR-20","ATM Withdraws","UR",6,"CHE",732,260510,355.89
16480,"20-APR-20","ATM Withdraws","VD",1,"CHE",13996,5941248,424.5
16481,"20-APR-20","ATM Withdraws","VS",1,"CHE",6945,2672360,384.79
16482,"20-APR-20","ATM Withdraws","ZG",6,"CHE",836,365592,437.31
16483,"20-APR-20","ATM Withdraws","ZH",4,"CHE",22612,10185985,450.47
16484,"20-APR-21","ATM Deposits","99",99,"CHE",34,28502,838.29
16485,"20-APR-21","ATM Deposits","AG",3,"CHE",1034,1768307,1710.16
16486,"20-APR-21","ATM Deposits","AR",5,"CHE",89,120216,1350.74
16487,"20-APR-21","ATM Deposits","BE",2,"CHE",1883,2682637,1424.66
16488,"20-APR-21","ATM Deposits","BL",3,"CHE",376,529476,1408.18
16489,"20-APR-21","ATM Deposits","BS",3,"CHE",489,447949,916.05
16490,"20-APR-21","ATM Deposits","FR",2,"CHE",512,678120,1324.45
16491,"20-APR-21","ATM Deposits","GE",1,"CHE",1740,2297881,1320.62
16492,"20-APR-21","ATM Deposits","GR",5,"CHE",292,296807,1016.46
16493,"20-APR-21","ATM Deposits","JU",2,"CHE",169,179651,1063.02
16494,"20-APR-21","ATM Deposits","LU",6,"CHE",1245,1780046,1429.76
16495,"20-APR-21","ATM Deposits","NE",2,"CHE",518,808202,1560.24
16496,"20-APR-21","ATM Deposits","NW",6,"CHE",27,35215,1304.26
16497,"20-APR-21","ATM Deposits","OW",6,"CHE",32,48739,1523.09
16498,"20-APR-21","ATM Deposits","SG",5,"CHE",1176,1837038,1562.11
16499,"20-APR-21","ATM Deposits","SH",5,"CHE",210,300413,1430.54
16500,"20-APR-21","ATM Deposits","SO",2,"CHE",464,692553,1492.57
16501,"20-APR-21","ATM Deposits","SZ",6,"CHE",628,653231,1040.18
16502,"20-APR-21","ATM Deposits","TG",5,"CHE",665,1036859,1559.19
16503,"20-APR-21","ATM Deposits","TI",7,"CHE",1189,1520268,1278.61
16504,"20-APR-21","ATM Deposits","UR",6,"CHE",42,38021,905.26
16505,"20-APR-21","ATM Deposits","VD",1,"CHE",3047,4440921,1457.47
16506,"20-APR-21","ATM Deposits","VS",1,"CHE",910,1135832,1248.17
16507,"20-APR-21","ATM Deposits","ZG",6,"CHE",187,236912,1266.91
16508,"20-APR-21","ATM Deposits","ZH",4,"CHE",3106,4997674,1609.04
16509,"20-APR-21","ATM Withdraws","AG",3,"CHE",9095,3646313,400.91
16510,"20-APR-21","ATM Withdraws","AI",5,"CHE",152,57470,378.09
16511,"20-APR-21","ATM Withdraws","AR",5,"CHE",1068,449318,420.71
16512,"20-APR-21","ATM Withdraws","BE",2,"CHE",16632,5815865,349.68
16513,"20-APR-21","ATM Withdraws","BL",3,"CHE",5112,1908409,373.32
16514,"20-APR-21","ATM Withdraws","BS",3,"CHE",2797,1033258,369.42
16515,"20-APR-21","ATM Withdraws","FR",2,"CHE",5518,1765075,319.88
16516,"20-APR-21","ATM Withdraws","GE",1,"CHE",11730,6627720,565.02
16517,"20-APR-21","ATM Withdraws","GL",5,"CHE",355,135915,382.86
16518,"20-APR-21","ATM Withdraws","GR",5,"CHE",1946,752530,386.71
16519,"20-APR-21","ATM Withdraws","JU",2,"CHE",1551,449226,289.64
16520,"20-APR-21","ATM Withdraws","LU",6,"CHE",11257,3852734,342.25
16521,"20-APR-21","ATM Withdraws","NE",2,"CHE",3984,1257288,315.58
16522,"20-APR-21","ATM Withdraws","NW",6,"CHE",591,187382,317.06
16523,"20-APR-21","ATM Withdraws","OW",6,"CHE",415,135963,327.62
16524,"20-APR-21","ATM Withdraws","SG",5,"CHE",14944,4709116,315.12
16525,"20-APR-21","ATM Withdraws","SH",5,"CHE",2261,648146,286.66
16526,"20-APR-21","ATM Withdraws","SO",2,"CHE",5303,1774989,334.71
16527,"20-APR-21","ATM Withdraws","SZ",6,"CHE",4256,1479152,347.55
16528,"20-APR-21","ATM Withdraws","TG",5,"CHE",8368,2536299,303.1
16529,"20-APR-21","ATM Withdraws","TI",7,"CHE",10869,5167180,475.41
16530,"20-APR-21","ATM Withdraws","UR",6,"CHE",852,305801,358.92
16531,"20-APR-21","ATM Withdraws","VD",1,"CHE",20648,7328329,354.92
16532,"20-APR-21","ATM Withdraws","VS",1,"CHE",9939,3084537,310.35
16533,"20-APR-21","ATM Withdraws","ZG",6,"CHE",1234,465909,377.56
16534,"20-APR-21","ATM Withdraws","ZH",4,"CHE",28491,11881159,417.01
16535,"20-AUG-20","ATM Deposits","99",99,"CHE",122,170993,1401.58
16536,"20-AUG-20","ATM Deposits","AG",3,"CHE",1554,2247716,1446.41
16537,"20-AUG-20","ATM Deposits","AR",5,"CHE",90,144032,1600.36
16538,"20-AUG-20","ATM Deposits","BE",2,"CHE",1985,3073943,1548.59
16539,"20-AUG-20","ATM Deposits","BL",3,"CHE",409,613440,1499.85
16540,"20-AUG-20","ATM Deposits","BS",3,"CHE",544,534510,982.56
16541,"20-AUG-20","ATM Deposits","FR",2,"CHE",549,714644,1301.72
16542,"20-AUG-20","ATM Deposits","GE",1,"CHE",1703,2097184,1231.46
16543,"20-AUG-20","ATM Deposits","GR",5,"CHE",276,337653,1223.38
16544,"20-AUG-20","ATM Deposits","JU",2,"CHE",176,228336,1297.36
16545,"20-AUG-20","ATM Deposits","LU",6,"CHE",1348,2071321,1536.59
16546,"20-AUG-20","ATM Deposits","NE",2,"CHE",637,675335,1060.18
16547,"20-AUG-20","ATM Deposits","NW",6,"CHE",34,51620,1518.24
16548,"20-AUG-20","ATM Deposits","OW",6,"CHE",25,30268,1210.72
16549,"20-AUG-20","ATM Deposits","SG",5,"CHE",1109,1751353,1579.22
16550,"20-AUG-20","ATM Deposits","SH",5,"CHE",235,352415,1499.64
16551,"20-AUG-20","ATM Deposits","SO",2,"CHE",524,838294,1599.8
16552,"20-AUG-20","ATM Deposits","SZ",6,"CHE",641,955341,1490.39
16553,"20-AUG-20","ATM Deposits","TG",5,"CHE",669,979715,1464.45
16554,"20-AUG-20","ATM Deposits","TI",7,"CHE",1228,1518725,1236.75
16555,"20-AUG-20","ATM Deposits","UR",6,"CHE",46,70088,1523.65
16556,"20-AUG-20","ATM Deposits","VD",1,"CHE",3311,4232050,1278.18
16557,"20-AUG-20","ATM Deposits","VS",1,"CHE",986,1443350,1463.84
16558,"20-AUG-20","ATM Deposits","ZG",6,"CHE",178,197569,1109.94
16559,"20-AUG-20","ATM Deposits","ZH",4,"CHE",3183,4466508,1403.24
16560,"20-AUG-20","ATM Withdraws","99",99,"CHE",429,186093,433.78
16561,"20-AUG-20","ATM Withdraws","AG",3,"CHE",16365,5938270,362.86
16562,"20-AUG-20","ATM Withdraws","AI",5,"CHE",270,78854,292.05
16563,"20-AUG-20","ATM Withdraws","AR",5,"CHE",1497,481701,321.78
16564,"20-AUG-20","ATM Withdraws","BE",2,"CHE",21644,7143891,330.06
16565,"20-AUG-20","ATM Withdraws","BL",3,"CHE",7423,2435347,328.08
16566,"20-AUG-20","ATM Withdraws","BS",3,"CHE",4092,1428043,348.98
16567,"20-AUG-20","ATM Withdraws","FR",2,"CHE",7219,2061666,285.59
16568,"20-AUG-20","ATM Withdraws","GE",1,"CHE",13332,6828746,512.21
16569,"20-AUG-20","ATM Withdraws","GL",5,"CHE",439,148598,338.49
16570,"20-AUG-20","ATM Withdraws","GR",5,"CHE",3004,964829,321.18
16571,"20-AUG-20","ATM Withdraws","JU",2,"CHE",2092,624534,298.53
16572,"20-AUG-20","ATM Withdraws","LU",6,"CHE",14803,4860755,328.36
16573,"20-AUG-20","ATM Withdraws","NE",2,"CHE",4890,1589266,325
16574,"20-AUG-20","ATM Withdraws","NW",6,"CHE",922,243712,264.33
16575,"20-AUG-20","ATM Withdraws","OW",6,"CHE",578,156050,269.98
16576,"20-AUG-20","ATM Withdraws","SG",5,"CHE",22729,6213364,273.37
16577,"20-AUG-20","ATM Withdraws","SH",5,"CHE",3144,874176,278.05
16578,"20-AUG-20","ATM Withdraws","SO",2,"CHE",7101,2290511,322.56
16579,"20-AUG-20","ATM Withdraws","SZ",6,"CHE",5884,1933463,328.6
16580,"20-AUG-20","ATM Withdraws","TG",5,"CHE",11464,3345516,291.83
16581,"20-AUG-20","ATM Withdraws","TI",7,"CHE",13328,5721457,429.28
16582,"20-AUG-20","ATM Withdraws","UR",6,"CHE",1226,391180,319.07
16583,"20-AUG-20","ATM Withdraws","VD",1,"CHE",25549,8326865,325.92
16584,"20-AUG-20","ATM Withdraws","VS",1,"CHE",13827,4149089,300.07
16585,"20-AUG-20","ATM Withdraws","ZG",6,"CHE",1473,523552,355.43
16586,"20-AUG-20","ATM Withdraws","ZH",4,"CHE",37882,13808066,364.5
16587,"20-DEC-20","ATM Deposits","99",99,"CHE",64,77345,1208.52
16588,"20-DEC-20","ATM Deposits","AG",3,"CHE",691,1193449,1727.13
16589,"20-DEC-20","ATM Deposits","AR",5,"CHE",45,131115,2913.67
16590,"20-DEC-20","ATM Deposits","BE",2,"CHE",906,1407017,1553
16591,"20-DEC-20","ATM Deposits","BL",3,"CHE",209,349500,1672.25
16592,"20-DEC-20","ATM Deposits","BS",3,"CHE",167,184930,1107.37
16593,"20-DEC-20","ATM Deposits","FR",2,"CHE",326,494593,1517.16
16594,"20-DEC-20","ATM Deposits","GE",1,"CHE",1077,1483538,1377.47
16595,"20-DEC-20","ATM Deposits","GR",5,"CHE",104,151568,1457.38
16596,"20-DEC-20","ATM Deposits","JU",2,"CHE",56,42951,766.98
16597,"20-DEC-20","ATM Deposits","LU",6,"CHE",735,1066942,1451.62
16598,"20-DEC-20","ATM Deposits","NE",2,"CHE",411,592057,1440.53
16599,"20-DEC-20","ATM Deposits","OW",6,"CHE",19,21500,1131.58
16600,"20-DEC-20","ATM Deposits","SG",5,"CHE",547,759256,1388.04
16601,"20-DEC-20","ATM Deposits","SH",5,"CHE",117,145199,1241.02
16602,"20-DEC-20","ATM Deposits","SO",2,"CHE",235,342749,1458.51
16603,"20-DEC-20","ATM Deposits","SZ",6,"CHE",252,459275,1822.52
16604,"20-DEC-20","ATM Deposits","TG",5,"CHE",401,575569,1435.33
16605,"20-DEC-20","ATM Deposits","TI",7,"CHE",610,779743,1278.27
16606,"20-DEC-20","ATM Deposits","VD",1,"CHE",1357,2109473,1554.51
16607,"20-DEC-20","ATM Deposits","VS",1,"CHE",647,1041017,1608.99
16608,"20-DEC-20","ATM Deposits","ZG",6,"CHE",89,191425,2150.84
16609,"20-DEC-20","ATM Deposits","ZH",4,"CHE",1347,2315858,1719.27
16610,"20-DEC-20","ATM Withdraws","99",99,"CHE",208,126106,606.28
16611,"20-DEC-20","ATM Withdraws","AG",3,"CHE",6430,3267976,508.24
16612,"20-DEC-20","ATM Withdraws","AI",5,"CHE",133,37703,283.48
16613,"20-DEC-20","ATM Withdraws","AR",5,"CHE",613,268228,437.57
16614,"20-DEC-20","ATM Withdraws","BE",2,"CHE",8405,3670808,436.74
16615,"20-DEC-20","ATM Withdraws","BL",3,"CHE",2725,1285692,471.81
16616,"20-DEC-20","ATM Withdraws","BS",3,"CHE",1131,527542,466.44
16617,"20-DEC-20","ATM Withdraws","FR",2,"CHE",3523,1467674,416.6
16618,"20-DEC-20","ATM Withdraws","GE",1,"CHE",6533,4047301,619.52
16619,"20-DEC-20","ATM Withdraws","GL",5,"CHE",128,50680,395.94
16620,"20-DEC-20","ATM Withdraws","GR",5,"CHE",1130,417241,369.24
16621,"20-DEC-20","ATM Withdraws","JU",2,"CHE",858,349627,407.49
16622,"20-DEC-20","ATM Withdraws","LU",6,"CHE",6072,2339248,385.25
16623,"20-DEC-20","ATM Withdraws","NE",2,"CHE",2399,1204672,502.16
16624,"20-DEC-20","ATM Withdraws","NW",6,"CHE",356,98542,276.8
16625,"20-DEC-20","ATM Withdraws","OW",6,"CHE",325,99050,304.77
