"X","FINALPROCESSINGDATE","TYPE","OURCODE","OURCATEGORY","STADTCHARAKTER","COUNTRY","NTRX","ISSUINGBASEAMOUNT","ATV"
3302,"13-FEB-21","ATM Withdraws",999,"Other",1,"CHE",58090,17385293,299.28
3303,"13-FEB-21","ATM Withdraws",999,"Other",2,"CHE",36551,12206688,333.96
3304,"13-FEB-21","ATM Withdraws",999,"Other",3,"CHE",11212,3890361,346.98
3305,"13-FEB-21","ATM Withdraws",999,"Other",4,"CHE",16006,4990717,311.8
3306,"13-FEB-21","ATM Withdraws",999,"Other",5,"CHE",11392,3347546,293.85
3307,"13-FEB-21","ATM Withdraws",999,"Other",6,"CHE",10282,3231378,314.28
3308,"13-FEB-21","ATM Withdraws",999,"Other",99,"CHE",331,111172,335.87
3309,"13-JAN-20","ATM Deposits",999,"Other",0,"CHE",2393,4067837,1699.89
3310,"13-JAN-20","ATM Deposits",999,"Other",1,"CHE",13711,19356315,1411.74
3311,"13-JAN-20","ATM Deposits",999,"Other",2,"CHE",6005,9781966,1628.97
3312,"13-JAN-20","ATM Deposits",999,"Other",3,"CHE",1896,3142211,1657.28
3313,"13-JAN-20","ATM Deposits",999,"Other",4,"CHE",1941,3079238,1586.42
3314,"13-JAN-20","ATM Deposits",999,"Other",5,"CHE",1213,2056463,1695.35
3315,"13-JAN-20","ATM Deposits",999,"Other",6,"CHE",1820,2637048,1448.93
3316,"13-JAN-20","ATM Deposits",999,"Other",99,"CHE",94,211616,2251.23
3317,"13-JAN-20","ATM Withdraws",999,"Other",0,"CHE",30725,10087444,328.31
3318,"13-JAN-20","ATM Withdraws",999,"Other",1,"CHE",102331,34376833,335.94
3319,"13-JAN-20","ATM Withdraws",999,"Other",2,"CHE",54137,22034215,407.01
3320,"13-JAN-20","ATM Withdraws",999,"Other",3,"CHE",16582,6772576,408.43
3321,"13-JAN-20","ATM Withdraws",999,"Other",4,"CHE",22552,8202590,363.72
3322,"13-JAN-20","ATM Withdraws",999,"Other",5,"CHE",14518,4679049,322.29
3323,"13-JAN-20","ATM Withdraws",999,"Other",6,"CHE",13037,4423102,339.27
3324,"13-JAN-20","ATM Withdraws",999,"Other",99,"CHE",406,200178,493.05
3325,"13-JAN-21","ATM Deposits",999,"Other",0,"CHE",1920,3102029,1615.64
3326,"13-JAN-21","ATM Deposits",999,"Other",1,"CHE",8758,11621680,1326.98
3327,"13-JAN-21","ATM Deposits",999,"Other",2,"CHE",4360,6631792,1521.05
3328,"13-JAN-21","ATM Deposits",999,"Other",3,"CHE",1329,1924380,1447.99
3329,"13-JAN-21","ATM Deposits",999,"Other",4,"CHE",1388,2231911,1608.01
3330,"13-JAN-21","ATM Deposits",999,"Other",5,"CHE",939,1283496,1366.88
3331,"13-JAN-21","ATM Deposits",999,"Other",6,"CHE",1334,1961388,1470.31
3332,"13-JAN-21","ATM Deposits",999,"Other",99,"CHE",74,89436,1208.59
3333,"13-JAN-21","ATM Withdraws",999,"Other",0,"CHE",19781,7545447,381.45
3334,"13-JAN-21","ATM Withdraws",999,"Other",1,"CHE",62465,23778044,380.66
3335,"13-JAN-21","ATM Withdraws",999,"Other",2,"CHE",35608,16039889,450.46
3336,"13-JAN-21","ATM Withdraws",999,"Other",3,"CHE",10897,4932901,452.68
3337,"13-JAN-21","ATM Withdraws",999,"Other",4,"CHE",14549,6012285,413.24
3338,"13-JAN-21","ATM Withdraws",999,"Other",5,"CHE",9408,3484699,370.4
3339,"13-JAN-21","ATM Withdraws",999,"Other",6,"CHE",8995,3382775,376.07
3340,"13-JAN-21","ATM Withdraws",999,"Other",99,"CHE",270,155520,576
3341,"13-JUL-20","ATM Deposits",999,"Other",0,"CHE",2432,4484761,1844.06
3342,"13-JUL-20","ATM Deposits",999,"Other",1,"CHE",12259,17011952,1387.71
3343,"13-JUL-20","ATM Deposits",999,"Other",2,"CHE",5840,9363908,1603.41
3344,"13-JUL-20","ATM Deposits",999,"Other",3,"CHE",1803,2737511,1518.31
3345,"13-JUL-20","ATM Deposits",999,"Other",4,"CHE",1795,3153137,1756.62
3346,"13-JUL-20","ATM Deposits",999,"Other",5,"CHE",1196,1999595,1671.9
3347,"13-JUL-20","ATM Deposits",999,"Other",6,"CHE",1786,2925700,1638.13
3348,"13-JUL-20","ATM Deposits",999,"Other",99,"CHE",93,140178,1507.29
3349,"13-JUL-20","ATM Withdraws",999,"Other",0,"CHE",32014,10758421,336.05
3350,"13-JUL-20","ATM Withdraws",999,"Other",1,"CHE",88661,31690389,357.43
3351,"13-JUL-20","ATM Withdraws",999,"Other",2,"CHE",51402,22310488,434.04
3352,"13-JUL-20","ATM Withdraws",999,"Other",3,"CHE",16013,6745255,421.24
3353,"13-JUL-20","ATM Withdraws",999,"Other",4,"CHE",21949,8031896,365.93
3354,"13-JUL-20","ATM Withdraws",999,"Other",5,"CHE",14643,4993564,341.02
3355,"13-JUL-20","ATM Withdraws",999,"Other",6,"CHE",12696,4437184,349.49
3356,"13-JUL-20","ATM Withdraws",999,"Other",99,"CHE",388,184925,476.61
3357,"13-JUN-20","ATM Deposits",999,"Other",0,"CHE",1642,3047110,1855.73
3358,"13-JUN-20","ATM Deposits",999,"Other",1,"CHE",7952,10374744,1304.67
3359,"13-JUN-20","ATM Deposits",999,"Other",2,"CHE",3667,5902336,1609.58
3360,"13-JUN-20","ATM Deposits",999,"Other",3,"CHE",1373,2027909,1476.99
3361,"13-JUN-20","ATM Deposits",999,"Other",4,"CHE",1183,1967797,1663.4
3362,"13-JUN-20","ATM Deposits",999,"Other",5,"CHE",867,1495918,1725.4
3363,"13-JUN-20","ATM Deposits",999,"Other",6,"CHE",1267,1907745,1505.72
3364,"13-JUN-20","ATM Deposits",999,"Other",99,"CHE",69,112392,1628.87
3365,"13-JUN-20","ATM Withdraws",999,"Other",0,"CHE",35576,9784865,275.04
3366,"13-JUN-20","ATM Withdraws",999,"Other",1,"CHE",98673,26114620,264.66
3367,"13-JUN-20","ATM Withdraws",999,"Other",2,"CHE",51606,16395570,317.71
3368,"13-JUN-20","ATM Withdraws",999,"Other",3,"CHE",16693,5548606,332.39
3369,"13-JUN-20","ATM Withdraws",999,"Other",4,"CHE",23367,6770990,289.77
3370,"13-JUN-20","ATM Withdraws",999,"Other",5,"CHE",16658,4801552,288.24
3371,"13-JUN-20","ATM Withdraws",999,"Other",6,"CHE",14522,4042402,278.36
3372,"13-JUN-20","ATM Withdraws",999,"Other",99,"CHE",409,151551,370.54
3373,"13-MAR-20","ATM Deposits",999,"Other",0,"CHE",2064,3654305,1770.5
3374,"13-MAR-20","ATM Deposits",999,"Other",1,"CHE",10289,14055553,1366.08
3375,"13-MAR-20","ATM Deposits",999,"Other",2,"CHE",4795,7322284,1527.07
3376,"13-MAR-20","ATM Deposits",999,"Other",3,"CHE",1480,2572979,1738.5
3377,"13-MAR-20","ATM Deposits",999,"Other",4,"CHE",1585,2646904,1669.97
3378,"13-MAR-20","ATM Deposits",999,"Other",5,"CHE",1044,1574864,1508.49
3379,"13-MAR-20","ATM Deposits",999,"Other",6,"CHE",1557,2445623,1570.73
3380,"13-MAR-20","ATM Deposits",999,"Other",99,"CHE",97,137819,1420.81
3381,"13-MAR-20","ATM Withdraws",999,"Other",0,"CHE",46037,15820895,343.66
3382,"13-MAR-20","ATM Withdraws",999,"Other",1,"CHE",128876,46148227,358.08
3383,"13-MAR-20","ATM Withdraws",999,"Other",2,"CHE",73314,32437455,442.45
3384,"13-MAR-20","ATM Withdraws",999,"Other",3,"CHE",22637,9926330,438.5
3385,"13-MAR-20","ATM Withdraws",999,"Other",4,"CHE",31404,11863452,377.77
3386,"13-MAR-20","ATM Withdraws",999,"Other",5,"CHE",21826,7716268,353.54
3387,"13-MAR-20","ATM Withdraws",999,"Other",6,"CHE",19656,6678869,339.79
3388,"13-MAR-20","ATM Withdraws",999,"Other",99,"CHE",562,285364,507.77
3389,"13-MAR-21","ATM Deposits",999,"Other",0,"CHE",1606,3061631,1906.37
3390,"13-MAR-21","ATM Deposits",999,"Other",1,"CHE",7306,8876699,1214.99
3391,"13-MAR-21","ATM Deposits",999,"Other",2,"CHE",3647,5145793,1410.97
3392,"13-MAR-21","ATM Deposits",999,"Other",3,"CHE",1215,1806106,1486.51
3393,"13-MAR-21","ATM Deposits",999,"Other",4,"CHE",1194,1727983,1447.22
3394,"13-MAR-21","ATM Deposits",999,"Other",5,"CHE",780,1247623,1599.52
3395,"13-MAR-21","ATM Deposits",999,"Other",6,"CHE",1226,1772822,1446.02
3396,"13-MAR-21","ATM Deposits",999,"Other",99,"CHE",27,30624,1134.22
3397,"13-MAR-21","ATM Withdraws",999,"Other",0,"CHE",25980,7845771,301.99
3398,"13-MAR-21","ATM Withdraws",999,"Other",1,"CHE",70249,20687902,294.49
3399,"13-MAR-21","ATM Withdraws",999,"Other",2,"CHE",39523,13826607,349.84
3400,"13-MAR-21","ATM Withdraws",999,"Other",3,"CHE",12287,4421649,359.86
3401,"13-MAR-21","ATM Withdraws",999,"Other",4,"CHE",17049,5555230,325.84
3402,"13-MAR-21","ATM Withdraws",999,"Other",5,"CHE",12125,3808616,314.11
3403,"13-MAR-21","ATM Withdraws",999,"Other",6,"CHE",11496,3657189,318.13
3404,"13-MAR-21","ATM Withdraws",999,"Other",99,"CHE",166,60620,365.18
3405,"13-MAY-20","ATM Deposits",999,"Other",0,"CHE",1747,2713976,1553.51
3406,"13-MAY-20","ATM Deposits",999,"Other",1,"CHE",8190,10524267,1285.01
3407,"13-MAY-20","ATM Deposits",999,"Other",2,"CHE",4060,6237383,1536.3
3408,"13-MAY-20","ATM Deposits",999,"Other",3,"CHE",1362,2054678,1508.57
3409,"13-MAY-20","ATM Deposits",999,"Other",4,"CHE",1286,2080056,1617.46
3410,"13-MAY-20","ATM Deposits",999,"Other",5,"CHE",868,1497713,1725.48
3411,"13-MAY-20","ATM Deposits",999,"Other",6,"CHE",1269,1797800,1416.71
3412,"13-MAY-20","ATM Deposits",999,"Other",99,"CHE",77,91806,1192.29
3413,"13-MAY-20","ATM Withdraws",999,"Other",0,"CHE",24208,8742105,361.12
3414,"13-MAY-20","ATM Withdraws",999,"Other",1,"CHE",65478,24400731,372.66
3415,"13-MAY-20","ATM Withdraws",999,"Other",2,"CHE",39914,17062869,427.49
3416,"13-MAY-20","ATM Withdraws",999,"Other",3,"CHE",12715,5470744,430.26
3417,"13-MAY-20","ATM Withdraws",999,"Other",4,"CHE",17080,6616761,387.4
3418,"13-MAY-20","ATM Withdraws",999,"Other",5,"CHE",12018,4352939,362.2
3419,"13-MAY-20","ATM Withdraws",999,"Other",6,"CHE",10121,3649374,360.57
3420,"13-MAY-20","ATM Withdraws",999,"Other",99,"CHE",298,143288,480.83
3421,"13-MAY-21","ATM Deposits",999,"Other",0,"CHE",1105,1705474,1543.42
3422,"13-MAY-21","ATM Deposits",999,"Other",1,"CHE",4800,6300188,1312.54
3423,"13-MAY-21","ATM Deposits",999,"Other",2,"CHE",2658,3811225,1433.87
3424,"13-MAY-21","ATM Deposits",999,"Other",3,"CHE",827,1350643,1633.18
3425,"13-MAY-21","ATM Deposits",999,"Other",4,"CHE",916,1632260,1781.94
3426,"13-MAY-21","ATM Deposits",999,"Other",5,"CHE",576,891939,1548.51
3427,"13-MAY-21","ATM Deposits",999,"Other",6,"CHE",674,825991,1225.51
3428,"13-MAY-21","ATM Withdraws",999,"Other",0,"CHE",16953,4837025,285.32
3429,"13-MAY-21","ATM Withdraws",999,"Other",1,"CHE",43982,12814190,291.35
3430,"13-MAY-21","ATM Withdraws",999,"Other",2,"CHE",25807,8951657,346.87
3431,"13-MAY-21","ATM Withdraws",999,"Other",3,"CHE",7660,2815521,367.56
3432,"13-MAY-21","ATM Withdraws",999,"Other",4,"CHE",10896,3443067,315.99
3433,"13-MAY-21","ATM Withdraws",999,"Other",5,"CHE",7767,2286499,294.39
3434,"13-MAY-21","ATM Withdraws",999,"Other",6,"CHE",6755,2028328,300.27
3435,"13-NOV-20","ATM Deposits",999,"Other",0,"CHE",1970,3290043,1670.07
3436,"13-NOV-20","ATM Deposits",999,"Other",1,"CHE",9416,11841823,1257.63
3437,"13-NOV-20","ATM Deposits",999,"Other",2,"CHE",4490,6882038,1532.75
3438,"13-NOV-20","ATM Deposits",999,"Other",3,"CHE",1458,2246004,1540.47
3439,"13-NOV-20","ATM Deposits",999,"Other",4,"CHE",1457,2165246,1486.1
3440,"13-NOV-20","ATM Deposits",999,"Other",5,"CHE",1024,1507571,1472.24
3441,"13-NOV-20","ATM Deposits",999,"Other",6,"CHE",1458,1895091,1299.79
3442,"13-NOV-20","ATM Deposits",999,"Other",99,"CHE",89,175591,1972.93
3443,"13-NOV-20","ATM Withdraws",999,"Other",0,"CHE",32743,11616726,354.79
3444,"13-NOV-20","ATM Withdraws",999,"Other",1,"CHE",91433,31247655,341.75
3445,"13-NOV-20","ATM Withdraws",999,"Other",2,"CHE",51931,21200980,408.25
3446,"13-NOV-20","ATM Withdraws",999,"Other",3,"CHE",16385,6551357,399.84
3447,"13-NOV-20","ATM Withdraws",999,"Other",4,"CHE",22449,7950443,354.16
3448,"13-NOV-20","ATM Withdraws",999,"Other",5,"CHE",15123,5244595,346.8
3449,"13-NOV-20","ATM Withdraws",999,"Other",6,"CHE",13904,4717323,339.28
3450,"13-NOV-20","ATM Withdraws",999,"Other",99,"CHE",432,221801,513.43
3451,"13-OCT-20","ATM Deposits",999,"Other",0,"CHE",2093,3515377,1679.59
3452,"13-OCT-20","ATM Deposits",999,"Other",1,"CHE",10162,12948695,1274.23
3453,"13-OCT-20","ATM Deposits",999,"Other",2,"CHE",4830,7293760,1510.1
3454,"13-OCT-20","ATM Deposits",999,"Other",3,"CHE",1587,2337734,1473.05
3455,"13-OCT-20","ATM Deposits",999,"Other",4,"CHE",1556,2293887,1474.22
3456,"13-OCT-20","ATM Deposits",999,"Other",5,"CHE",1013,1436700,1418.26
3457,"13-OCT-20","ATM Deposits",999,"Other",6,"CHE",1538,2114423,1374.79
3458,"13-OCT-20","ATM Deposits",999,"Other",99,"CHE",86,133950,1557.56
3459,"13-OCT-20","ATM Withdraws",999,"Other",0,"CHE",28170,9693861,344.12
3460,"13-OCT-20","ATM Withdraws",999,"Other",1,"CHE",84043,29503203,351.05
3461,"13-OCT-20","ATM Withdraws",999,"Other",2,"CHE",46578,20004020,429.47
3462,"13-OCT-20","ATM Withdraws",999,"Other",3,"CHE",14607,6049709,414.17
3463,"13-OCT-20","ATM Withdraws",999,"Other",4,"CHE",20091,7400840,368.37
3464,"13-OCT-20","ATM Withdraws",999,"Other",5,"CHE",13476,4552015,337.79
3465,"13-OCT-20","ATM Withdraws",999,"Other",6,"CHE",11522,4106695,356.42
3466,"13-OCT-20","ATM Withdraws",999,"Other",99,"CHE",380,172796,454.73
3467,"13-SEP-20","ATM Deposits",999,"Other",0,"CHE",1202,2211693,1840.01
3468,"13-SEP-20","ATM Deposits",999,"Other",1,"CHE",4715,6375379,1352.15
3469,"13-SEP-20","ATM Deposits",999,"Other",2,"CHE",2660,3495787,1314.21
3470,"13-SEP-20","ATM Deposits",999,"Other",3,"CHE",838,1306180,1558.69
3471,"13-SEP-20","ATM Deposits",999,"Other",4,"CHE",837,1216919,1453.91
3472,"13-SEP-20","ATM Deposits",999,"Other",5,"CHE",612,951842,1555.3
3473,"13-SEP-20","ATM Deposits",999,"Other",6,"CHE",740,1101622,1488.68
3474,"13-SEP-20","ATM Deposits",999,"Other",99,"CHE",70,76329,1090.41
3475,"13-SEP-20","ATM Withdraws",999,"Other",0,"CHE",21500,5267684,245.01
3476,"13-SEP-20","ATM Withdraws",999,"Other",1,"CHE",47794,11691320,244.62
3477,"13-SEP-20","ATM Withdraws",999,"Other",2,"CHE",27528,7850244,285.17
3478,"13-SEP-20","ATM Withdraws",999,"Other",3,"CHE",8216,2474630,301.2
3479,"13-SEP-20","ATM Withdraws",999,"Other",4,"CHE",13499,3505030,259.65
3480,"13-SEP-20","ATM Withdraws",999,"Other",5,"CHE",9468,2394239,252.88
3481,"13-SEP-20","ATM Withdraws",999,"Other",6,"CHE",7982,2051550,257.02
3482,"13-SEP-20","ATM Withdraws",999,"Other",99,"CHE",266,96910,364.32
3483,"14-APR-20","ATM Deposits",999,"Other",0,"CHE",1834,2697519,1470.84
3484,"14-APR-20","ATM Deposits",999,"Other",1,"CHE",6623,8119280,1225.92
3485,"14-APR-20","ATM Deposits",999,"Other",2,"CHE",4155,5911662,1422.78
3486,"14-APR-20","ATM Deposits",999,"Other",3,"CHE",1249,1816193,1454.12
3487,"14-APR-20","ATM Deposits",999,"Other",4,"CHE",1403,1910338,1361.61
3488,"14-APR-20","ATM Deposits",999,"Other",5,"CHE",868,1174835,1353.5
3489,"14-APR-20","ATM Deposits",999,"Other",6,"CHE",1242,1765104,1421.18
3490,"14-APR-20","ATM Deposits",999,"Other",99,"CHE",91,126002,1384.64
3491,"14-APR-20","ATM Withdraws",999,"Other",0,"CHE",22094,8507782,385.07
3492,"14-APR-20","ATM Withdraws",999,"Other",1,"CHE",50319,21496638,427.21
3493,"14-APR-20","ATM Withdraws",999,"Other",2,"CHE",35970,16929133,470.65
3494,"14-APR-20","ATM Withdraws",999,"Other",3,"CHE",10971,5035025,458.94
3495,"14-APR-20","ATM Withdraws",999,"Other",4,"CHE",15402,6260021,406.44
3496,"14-APR-20","ATM Withdraws",999,"Other",5,"CHE",10563,3949070,373.86
3497,"14-APR-20","ATM Withdraws",999,"Other",6,"CHE",9018,3460796,383.77
3498,"14-APR-20","ATM Withdraws",999,"Other",99,"CHE",306,171104,559.16
3499,"14-APR-21","ATM Deposits",999,"Other",0,"CHE",1869,2976644,1592.64
3500,"14-APR-21","ATM Deposits",999,"Other",1,"CHE",8972,11324262,1262.18
3501,"14-APR-21","ATM Deposits",999,"Other",2,"CHE",4335,6280154,1448.71
3502,"14-APR-21","ATM Deposits",999,"Other",3,"CHE",1375,1936654,1408.48
3503,"14-APR-21","ATM Deposits",999,"Other",4,"CHE",1436,2464711,1716.37
3504,"14-APR-21","ATM Deposits",999,"Other",5,"CHE",931,1436937,1543.43
3505,"14-APR-21","ATM Deposits",999,"Other",6,"CHE",1421,1753022,1233.65
3506,"14-APR-21","ATM Withdraws",999,"Other",0,"CHE",22248,8478669,381.1
3507,"14-APR-21","ATM Withdraws",999,"Other",1,"CHE",66125,24319627,367.78
3508,"14-APR-21","ATM Withdraws",999,"Other",2,"CHE",37934,17173284,452.71
3509,"14-APR-21","ATM Withdraws",999,"Other",3,"CHE",11617,5240533,451.11
3510,"14-APR-21","ATM Withdraws",999,"Other",4,"CHE",16258,6373948,392.05
3511,"14-APR-21","ATM Withdraws",999,"Other",5,"CHE",11047,4027178,364.55
3512,"14-APR-21","ATM Withdraws",999,"Other",6,"CHE",9577,3536434,369.26
3513,"14-AUG-20","ATM Deposits",999,"Other",0,"CHE",2529,4503366,1780.69
3514,"14-AUG-20","ATM Deposits",999,"Other",1,"CHE",11202,14080436,1256.96
3515,"14-AUG-20","ATM Deposits",999,"Other",2,"CHE",5208,7905381,1517.93
3516,"14-AUG-20","ATM Deposits",999,"Other",3,"CHE",1660,2540320,1530.31
3517,"14-AUG-20","ATM Deposits",999,"Other",4,"CHE",1745,2594967,1487.09
3518,"14-AUG-20","ATM Deposits",999,"Other",5,"CHE",1169,1943119,1662.21
3519,"14-AUG-20","ATM Deposits",999,"Other",6,"CHE",1841,2596125,1410.17
3520,"14-AUG-20","ATM Deposits",999,"Other",99,"CHE",100,89396,893.96
3521,"14-AUG-20","ATM Withdraws",999,"Other",0,"CHE",43242,13766381,318.36
3522,"14-AUG-20","ATM Withdraws",999,"Other",1,"CHE",112930,35034912,310.24
3523,"14-AUG-20","ATM Withdraws",999,"Other",2,"CHE",62483,23611785,377.89
3524,"14-AUG-20","ATM Withdraws",999,"Other",3,"CHE",19535,7485964,383.21
3525,"14-AUG-20","ATM Withdraws",999,"Other",4,"CHE",28427,9477716,333.41
3526,"14-AUG-20","ATM Withdraws",999,"Other",5,"CHE",19690,6443387,327.24
3527,"14-AUG-20","ATM Withdraws",999,"Other",6,"CHE",17914,5528292,308.6
3528,"14-AUG-20","ATM Withdraws",999,"Other",99,"CHE",500,233523,467.05
3529,"14-DEC-20","ATM Deposits",999,"Other",0,"CHE",2228,3524751,1582.02
3530,"14-DEC-20","ATM Deposits",999,"Other",1,"CHE",11651,16298340,1398.88
3531,"14-DEC-20","ATM Deposits",999,"Other",2,"CHE",5323,8693650,1633.22
3532,"14-DEC-20","ATM Deposits",999,"Other",3,"CHE",1731,2948313,1703.24
3533,"14-DEC-20","ATM Deposits",999,"Other",4,"CHE",1743,2999367,1720.81
3534,"14-DEC-20","ATM Deposits",999,"Other",5,"CHE",1117,1819703,1629.1
3535,"14-DEC-20","ATM Deposits",999,"Other",6,"CHE",1717,2812465,1638.01
3536,"14-DEC-20","ATM Deposits",999,"Other",99,"CHE",101,239282,2369.13
3537,"14-DEC-20","ATM Withdraws",999,"Other",0,"CHE",28119,12723715,452.5
3538,"14-DEC-20","ATM Withdraws",999,"Other",1,"CHE",86741,39384982,454.05
3539,"14-DEC-20","ATM Withdraws",999,"Other",2,"CHE",49654,27627116,556.39
3540,"14-DEC-20","ATM Withdraws",999,"Other",3,"CHE",16099,8919421,554.04
3541,"14-DEC-20","ATM Withdraws",999,"Other",4,"CHE",20729,10216438,492.86
3542,"14-DEC-20","ATM Withdraws",999,"Other",5,"CHE",13616,6158061,452.27
3543,"14-DEC-20","ATM Withdraws",999,"Other",6,"CHE",12201,5500011,450.78
3544,"14-DEC-20","ATM Withdraws",999,"Other",99,"CHE",416,276160,663.85
3545,"14-FEB-20","ATM Deposits",999,"Other",0,"CHE",2311,3902271,1688.56
3546,"14-FEB-20","ATM Deposits",999,"Other",1,"CHE",12034,15134936,1257.68
3547,"14-FEB-20","ATM Deposits",999,"Other",2,"CHE",5443,8397906,1542.88
3548,"14-FEB-20","ATM Deposits",999,"Other",3,"CHE",1718,2779347,1617.78
3549,"14-FEB-20","ATM Deposits",999,"Other",4,"CHE",1758,2969339,1689.04
3550,"14-FEB-20","ATM Deposits",999,"Other",5,"CHE",1114,1773404,1591.92
3551,"14-FEB-20","ATM Deposits",999,"Other",6,"CHE",1696,3041204,1793.16
3552,"14-FEB-20","ATM Deposits",999,"Other",99,"CHE",83,117180,1411.81
3553,"14-FEB-20","ATM Withdraws",999,"Other",0,"CHE",54013,15810829,292.72
3554,"14-FEB-20","ATM Withdraws",999,"Other",1,"CHE",150926,42775271,283.42
3555,"14-FEB-20","ATM Withdraws",999,"Other",2,"CHE",81182,28254431,348.04
3556,"14-FEB-20","ATM Withdraws",999,"Other",3,"CHE",24556,8510343,346.57
3557,"14-FEB-20","ATM Withdraws",999,"Other",4,"CHE",35365,11134306,314.84
3558,"14-FEB-20","ATM Withdraws",999,"Other",5,"CHE",24428,7210899,295.19
3559,"14-FEB-20","ATM Withdraws",999,"Other",6,"CHE",21919,6406217,292.27
3560,"14-FEB-20","ATM Withdraws",999,"Other",99,"CHE",648,248268,383.13
3561,"14-FEB-21","ATM Deposits",999,"Other",0,"CHE",878,1367125,1557.09
3562,"14-FEB-21","ATM Deposits",999,"Other",1,"CHE",3285,4200976,1278.84
3563,"14-FEB-21","ATM Deposits",999,"Other",2,"CHE",2025,2664344,1315.73
3564,"14-FEB-21","ATM Deposits",999,"Other",3,"CHE",648,1221356,1884.81
3565,"14-FEB-21","ATM Deposits",999,"Other",4,"CHE",654,785042,1200.37
3566,"14-FEB-21","ATM Deposits",999,"Other",5,"CHE",447,752413,1683.25
3567,"14-FEB-21","ATM Deposits",999,"Other",6,"CHE",587,807956,1376.42
3568,"14-FEB-21","ATM Deposits",999,"Other",99,"CHE",38,107629,2832.34
3569,"14-FEB-21","ATM Withdraws",999,"Other",0,"CHE",12410,3226717,260.01
3570,"14-FEB-21","ATM Withdraws",999,"Other",1,"CHE",23697,6450875,272.22
3571,"14-FEB-21","ATM Withdraws",999,"Other",2,"CHE",14979,4796877,320.24
3572,"14-FEB-21","ATM Withdraws",999,"Other",3,"CHE",4644,1535150,330.57
3573,"14-FEB-21","ATM Withdraws",999,"Other",4,"CHE",6931,1919737,276.98
3574,"14-FEB-21","ATM Withdraws",999,"Other",5,"CHE",4982,1292770,259.49
3575,"14-FEB-21","ATM Withdraws",999,"Other",6,"CHE",4754,1366259,287.39
3576,"14-FEB-21","ATM Withdraws",999,"Other",99,"CHE",206,63530,308.4
3577,"14-JAN-20","ATM Deposits",999,"Other",0,"CHE",2271,3845243,1693.19
3578,"14-JAN-20","ATM Deposits",999,"Other",1,"CHE",11627,15245645,1311.23
3579,"14-JAN-20","ATM Deposits",999,"Other",2,"CHE",5041,7893218,1565.8
3580,"14-JAN-20","ATM Deposits",999,"Other",3,"CHE",1598,2586865,1618.81
3581,"14-JAN-20","ATM Deposits",999,"Other",4,"CHE",1712,2826458,1650.97
3582,"14-JAN-20","ATM Deposits",999,"Other",5,"CHE",1092,1677971,1536.6
3583,"14-JAN-20","ATM Deposits",999,"Other",6,"CHE",1570,2227813,1418.99
3584,"14-JAN-20","ATM Deposits",999,"Other",99,"CHE",92,126498,1374.98
3585,"14-JAN-20","ATM Withdraws",999,"Other",0,"CHE",31379,9853651,314.02
3586,"14-JAN-20","ATM Withdraws",999,"Other",1,"CHE",105386,33317830,316.15
3587,"14-JAN-20","ATM Withdraws",999,"Other",2,"CHE",53748,20742881,385.93
3588,"14-JAN-20","ATM Withdraws",999,"Other",3,"CHE",17020,6199162,364.23
3589,"14-JAN-20","ATM Withdraws",999,"Other",4,"CHE",22439,7577358,337.69
3590,"14-JAN-20","ATM Withdraws",999,"Other",5,"CHE",15133,4902480,323.96
3591,"14-JAN-20","ATM Withdraws",999,"Other",6,"CHE",13714,4268018,311.22
3592,"14-JAN-20","ATM Withdraws",999,"Other",99,"CHE",395,154608,391.41
3593,"14-JAN-21","ATM Deposits",999,"Other",0,"CHE",1565,2391565,1528.16
3594,"14-JAN-21","ATM Deposits",999,"Other",1,"CHE",8149,9714942,1192.16
3595,"14-JAN-21","ATM Deposits",999,"Other",2,"CHE",3830,5974990,1560.05
3596,"14-JAN-21","ATM Deposits",999,"Other",3,"CHE",1062,1692288,1593.49
3597,"14-JAN-21","ATM Deposits",999,"Other",4,"CHE",1203,1871334,1555.56
3598,"14-JAN-21","ATM Deposits",999,"Other",5,"CHE",783,1079996,1379.31
3599,"14-JAN-21","ATM Deposits",999,"Other",6,"CHE",1111,1440523,1296.6
3600,"14-JAN-21","ATM Deposits",999,"Other",99,"CHE",61,96923,1588.9
3601,"14-JAN-21","ATM Withdraws",999,"Other",0,"CHE",17325,6599185,380.91
3602,"14-JAN-21","ATM Withdraws",999,"Other",1,"CHE",58186,22360286,384.29
3603,"14-JAN-21","ATM Withdraws",999,"Other",2,"CHE",32531,15348852,471.82
3604,"14-JAN-21","ATM Withdraws",999,"Other",3,"CHE",9084,4090137,450.26
3605,"14-JAN-21","ATM Withdraws",999,"Other",4,"CHE",12962,5344475,412.32
3606,"14-JAN-21","ATM Withdraws",999,"Other",5,"CHE",8054,3274838,406.61
3607,"14-JAN-21","ATM Withdraws",999,"Other",6,"CHE",7804,2858711,366.31
3608,"14-JAN-21","ATM Withdraws",999,"Other",99,"CHE",294,168755,574
3609,"14-JUL-20","ATM Deposits",999,"Other",0,"CHE",2085,3433223,1646.63
3610,"14-JUL-20","ATM Deposits",999,"Other",1,"CHE",11082,14169695,1278.62
3611,"14-JUL-20","ATM Deposits",999,"Other",2,"CHE",5147,8280738,1608.85
3612,"14-JUL-20","ATM Deposits",999,"Other",3,"CHE",1561,2456206,1573.48
3613,"14-JUL-20","ATM Deposits",999,"Other",4,"CHE",1630,2477385,1519.87
