"X","FINALPROCESSINGDATE","TYPE","OURCODE","OURCATEGORY","STADTCHARAKTER","COUNTRY","NTRX","ISSUINGBASEAMOUNT","ATV"
853,"04-DEC-20","ATM Deposits",999,"Other",4,"CHE",1610,2609115,1620.57
854,"04-DEC-20","ATM Deposits",999,"Other",5,"CHE",998,1788492,1792.08
855,"04-DEC-20","ATM Deposits",999,"Other",6,"CHE",1526,2406722,1577.14
856,"04-DEC-20","ATM Deposits",999,"Other",99,"CHE",66,91571,1387.44
857,"04-DEC-20","ATM Withdraws",999,"Other",0,"CHE",35788,16569550,462.99
858,"04-DEC-20","ATM Withdraws",999,"Other",1,"CHE",106269,52708264,495.99
859,"04-DEC-20","ATM Withdraws",999,"Other",2,"CHE",58574,35035602,598.14
860,"04-DEC-20","ATM Withdraws",999,"Other",3,"CHE",18758,10315466,549.92
861,"04-DEC-20","ATM Withdraws",999,"Other",4,"CHE",24141,12078476,500.33
862,"04-DEC-20","ATM Withdraws",999,"Other",5,"CHE",16975,7832911,461.44
863,"04-DEC-20","ATM Withdraws",999,"Other",6,"CHE",16000,7415809,463.49
864,"04-DEC-20","ATM Withdraws",999,"Other",99,"CHE",455,374165,822.34
865,"04-FEB-20","ATM Deposits",999,"Other",0,"CHE",2395,3781573,1578.94
866,"04-FEB-20","ATM Deposits",999,"Other",1,"CHE",12191,15848522,1300.02
867,"04-FEB-20","ATM Deposits",999,"Other",2,"CHE",5779,9219845,1595.4
868,"04-FEB-20","ATM Deposits",999,"Other",3,"CHE",1672,2371218,1418.19
869,"04-FEB-20","ATM Deposits",999,"Other",4,"CHE",1783,2859402,1603.7
870,"04-FEB-20","ATM Deposits",999,"Other",5,"CHE",1064,1734917,1630.56
871,"04-FEB-20","ATM Deposits",999,"Other",6,"CHE",1596,2761719,1730.4
872,"04-FEB-20","ATM Deposits",999,"Other",99,"CHE",96,117717,1226.22
873,"04-FEB-20","ATM Withdraws",999,"Other",0,"CHE",33451,13698439,409.51
874,"04-FEB-20","ATM Withdraws",999,"Other",1,"CHE",115480,51991314,450.22
875,"04-FEB-20","ATM Withdraws",999,"Other",2,"CHE",61521,33821086,549.75
876,"04-FEB-20","ATM Withdraws",999,"Other",3,"CHE",18738,9449767,504.31
877,"04-FEB-20","ATM Withdraws",999,"Other",4,"CHE",25232,11770366,466.49
878,"04-FEB-20","ATM Withdraws",999,"Other",5,"CHE",15771,6543817,414.93
879,"04-FEB-20","ATM Withdraws",999,"Other",6,"CHE",14829,6073346,409.56
880,"04-FEB-20","ATM Withdraws",999,"Other",99,"CHE",553,377376,682.42
881,"04-FEB-21","ATM Deposits",999,"Other",0,"CHE",1939,3134863,1616.74
882,"04-FEB-21","ATM Deposits",999,"Other",1,"CHE",8771,11321920,1290.84
883,"04-FEB-21","ATM Deposits",999,"Other",2,"CHE",4745,6751938,1422.96
884,"04-FEB-21","ATM Deposits",999,"Other",3,"CHE",1364,2098590,1538.56
885,"04-FEB-21","ATM Deposits",999,"Other",4,"CHE",1515,2452123,1618.56
886,"04-FEB-21","ATM Deposits",999,"Other",5,"CHE",986,1534996,1556.79
887,"04-FEB-21","ATM Deposits",999,"Other",6,"CHE",1390,2196530,1580.24
888,"04-FEB-21","ATM Deposits",999,"Other",99,"CHE",77,75966,986.57
889,"04-FEB-21","ATM Withdraws",999,"Other",0,"CHE",25921,11897761,459
890,"04-FEB-21","ATM Withdraws",999,"Other",1,"CHE",74832,38159906,509.94
891,"04-FEB-21","ATM Withdraws",999,"Other",2,"CHE",43682,25423882,582.02
892,"04-FEB-21","ATM Withdraws",999,"Other",3,"CHE",12784,7198251,563.07
893,"04-FEB-21","ATM Withdraws",999,"Other",4,"CHE",18090,9091616,502.58
894,"04-FEB-21","ATM Withdraws",999,"Other",5,"CHE",11886,5358759,450.85
895,"04-FEB-21","ATM Withdraws",999,"Other",6,"CHE",11375,5386615,473.55
896,"04-FEB-21","ATM Withdraws",999,"Other",99,"CHE",442,355878,805.15
897,"04-JAN-20","ATM Deposits",999,"Other",0,"CHE",1978,3373486,1705.5
898,"04-JAN-20","ATM Deposits",999,"Other",1,"CHE",10300,12956741,1257.94
899,"04-JAN-20","ATM Deposits",999,"Other",2,"CHE",4711,6581299,1397.01
900,"04-JAN-20","ATM Deposits",999,"Other",3,"CHE",1376,2187000,1589.39
901,"04-JAN-20","ATM Deposits",999,"Other",4,"CHE",1302,1805883,1387.01
902,"04-JAN-20","ATM Deposits",999,"Other",5,"CHE",913,1513318,1657.52
903,"04-JAN-20","ATM Deposits",999,"Other",6,"CHE",1488,2460057,1653.26
904,"04-JAN-20","ATM Deposits",999,"Other",99,"CHE",83,102827,1238.88
905,"04-JAN-20","ATM Withdraws",999,"Other",0,"CHE",42538,12624097,296.77
906,"04-JAN-20","ATM Withdraws",999,"Other",1,"CHE",109606,34206833,312.09
907,"04-JAN-20","ATM Withdraws",999,"Other",2,"CHE",58049,21847616,376.37
908,"04-JAN-20","ATM Withdraws",999,"Other",3,"CHE",17727,6698504,377.87
909,"04-JAN-20","ATM Withdraws",999,"Other",4,"CHE",25193,8311047,329.9
910,"04-JAN-20","ATM Withdraws",999,"Other",5,"CHE",17743,5265530,296.77
911,"04-JAN-20","ATM Withdraws",999,"Other",6,"CHE",16440,5166198,314.25
912,"04-JAN-20","ATM Withdraws",999,"Other",99,"CHE",456,178418,391.27
913,"04-JAN-21","ATM Deposits",999,"Other",0,"CHE",3004,4832571,1608.71
914,"04-JAN-21","ATM Deposits",999,"Other",1,"CHE",13936,19415328,1393.18
915,"04-JAN-21","ATM Deposits",999,"Other",2,"CHE",7190,11628381,1617.3
916,"04-JAN-21","ATM Deposits",999,"Other",3,"CHE",2099,3696815,1761.23
917,"04-JAN-21","ATM Deposits",999,"Other",4,"CHE",2378,3902886,1641.25
918,"04-JAN-21","ATM Deposits",999,"Other",5,"CHE",1396,2029813,1454.02
919,"04-JAN-21","ATM Deposits",999,"Other",6,"CHE",2035,3028661,1488.29
920,"04-JAN-21","ATM Deposits",999,"Other",99,"CHE",131,223958,1709.6
921,"04-JAN-21","ATM Withdraws",999,"Other",0,"CHE",25320,13891324,548.63
922,"04-JAN-21","ATM Withdraws",999,"Other",1,"CHE",76258,47375870,621.26
923,"04-JAN-21","ATM Withdraws",999,"Other",2,"CHE",46404,33508868,722.11
924,"04-JAN-21","ATM Withdraws",999,"Other",3,"CHE",13729,9605289,699.64
925,"04-JAN-21","ATM Withdraws",999,"Other",4,"CHE",17840,11068526,620.43
926,"04-JAN-21","ATM Withdraws",999,"Other",5,"CHE",11415,6065523,531.36
927,"04-JAN-21","ATM Withdraws",999,"Other",6,"CHE",11264,6413598,569.39
928,"04-JAN-21","ATM Withdraws",999,"Other",99,"CHE",405,414622,1023.76
929,"04-JUL-20","ATM Deposits",999,"Other",0,"CHE",1891,3154267,1668.04
930,"04-JUL-20","ATM Deposits",999,"Other",1,"CHE",9224,12179933,1320.46
931,"04-JUL-20","ATM Deposits",999,"Other",2,"CHE",4520,7277378,1610.04
932,"04-JUL-20","ATM Deposits",999,"Other",3,"CHE",1406,1888928,1343.48
933,"04-JUL-20","ATM Deposits",999,"Other",4,"CHE",1462,2221070,1519.2
934,"04-JUL-20","ATM Deposits",999,"Other",5,"CHE",989,1499460,1516.14
935,"04-JUL-20","ATM Deposits",999,"Other",6,"CHE",1396,2050850,1469.09
936,"04-JUL-20","ATM Deposits",999,"Other",99,"CHE",92,125075,1359.51
937,"04-JUL-20","ATM Withdraws",999,"Other",0,"CHE",44061,13855482,314.46
938,"04-JUL-20","ATM Withdraws",999,"Other",1,"CHE",120043,39924449,332.58
939,"04-JUL-20","ATM Withdraws",999,"Other",2,"CHE",64274,25795192,401.33
940,"04-JUL-20","ATM Withdraws",999,"Other",3,"CHE",20847,8404467,403.15
941,"04-JUL-20","ATM Withdraws",999,"Other",4,"CHE",28688,10077764,351.29
942,"04-JUL-20","ATM Withdraws",999,"Other",5,"CHE",20978,6786814,323.52
943,"04-JUL-20","ATM Withdraws",999,"Other",6,"CHE",18132,5942383,327.73
944,"04-JUL-20","ATM Withdraws",999,"Other",99,"CHE",522,291326,558.1
945,"04-JUN-20","ATM Deposits",999,"Other",0,"CHE",2130,3395765,1594.26
946,"04-JUN-20","ATM Deposits",999,"Other",1,"CHE",10265,14848557,1446.52
947,"04-JUN-20","ATM Deposits",999,"Other",2,"CHE",5038,9129993,1812.23
948,"04-JUN-20","ATM Deposits",999,"Other",3,"CHE",1516,2532458,1670.49
949,"04-JUN-20","ATM Deposits",999,"Other",4,"CHE",1751,2976618,1699.95
950,"04-JUN-20","ATM Deposits",999,"Other",5,"CHE",1100,1847311,1679.37
951,"04-JUN-20","ATM Deposits",999,"Other",6,"CHE",1498,2384691,1591.92
952,"04-JUN-20","ATM Deposits",999,"Other",99,"CHE",76,145652,1916.47
953,"04-JUN-20","ATM Withdraws",999,"Other",0,"CHE",31622,14583215,461.17
954,"04-JUN-20","ATM Withdraws",999,"Other",1,"CHE",89906,44617511,496.27
955,"04-JUN-20","ATM Withdraws",999,"Other",2,"CHE",52647,31511112,598.54
956,"04-JUN-20","ATM Withdraws",999,"Other",3,"CHE",16539,9166210,554.22
957,"04-JUN-20","ATM Withdraws",999,"Other",4,"CHE",22864,11711228,512.21
958,"04-JUN-20","ATM Withdraws",999,"Other",5,"CHE",15444,7304199,472.95
959,"04-JUN-20","ATM Withdraws",999,"Other",6,"CHE",13328,6173153,463.17
960,"04-JUN-20","ATM Withdraws",999,"Other",99,"CHE",441,352193,798.62
961,"04-MAR-20","ATM Deposits",999,"Other",0,"CHE",2387,3794891,1589.82
962,"04-MAR-20","ATM Deposits",999,"Other",1,"CHE",12460,15911214,1276.98
963,"04-MAR-20","ATM Deposits",999,"Other",2,"CHE",5841,8301815,1421.3
964,"04-MAR-20","ATM Deposits",999,"Other",3,"CHE",1734,2651132,1528.91
965,"04-MAR-20","ATM Deposits",999,"Other",4,"CHE",1897,2845283,1499.89
966,"04-MAR-20","ATM Deposits",999,"Other",5,"CHE",1127,1654812,1468.33
967,"04-MAR-20","ATM Deposits",999,"Other",6,"CHE",1716,2559769,1491.71
968,"04-MAR-20","ATM Deposits",999,"Other",99,"CHE",92,131059,1424.55
969,"04-MAR-20","ATM Withdraws",999,"Other",0,"CHE",38666,15310077,395.96
970,"04-MAR-20","ATM Withdraws",999,"Other",1,"CHE",125090,54680991,437.13
971,"04-MAR-20","ATM Withdraws",999,"Other",2,"CHE",68017,35838798,526.91
972,"04-MAR-20","ATM Withdraws",999,"Other",3,"CHE",20568,10389263,505.12
973,"04-MAR-20","ATM Withdraws",999,"Other",4,"CHE",27656,12325210,445.66
974,"04-MAR-20","ATM Withdraws",999,"Other",5,"CHE",18195,7321029,402.36
975,"04-MAR-20","ATM Withdraws",999,"Other",6,"CHE",16387,6612275,403.51
976,"04-MAR-20","ATM Withdraws",999,"Other",99,"CHE",592,404373,683.06
977,"04-MAR-21","ATM Deposits",999,"Other",0,"CHE",2063,3747544,1816.55
978,"04-MAR-21","ATM Deposits",999,"Other",1,"CHE",9725,12796144,1315.8
979,"04-MAR-21","ATM Deposits",999,"Other",2,"CHE",4974,7780850,1564.3
980,"04-MAR-21","ATM Deposits",999,"Other",3,"CHE",1514,2315458,1529.36
981,"04-MAR-21","ATM Deposits",999,"Other",4,"CHE",1626,2584651,1589.58
982,"04-MAR-21","ATM Deposits",999,"Other",5,"CHE",969,1444532,1490.75
983,"04-MAR-21","ATM Deposits",999,"Other",6,"CHE",1569,2289279,1459.07
984,"04-MAR-21","ATM Deposits",999,"Other",99,"CHE",31,35587,1147.97
985,"04-MAR-21","ATM Withdraws",999,"Other",0,"CHE",27542,12949400,470.17
986,"04-MAR-21","ATM Withdraws",999,"Other",1,"CHE",80475,40595491,504.45
987,"04-MAR-21","ATM Withdraws",999,"Other",2,"CHE",45622,27401856,600.63
988,"04-MAR-21","ATM Withdraws",999,"Other",3,"CHE",13662,7813675,571.93
989,"04-MAR-21","ATM Withdraws",999,"Other",4,"CHE",19075,9977254,523.05
990,"04-MAR-21","ATM Withdraws",999,"Other",5,"CHE",12644,5991147,473.83
991,"04-MAR-21","ATM Withdraws",999,"Other",6,"CHE",12049,5791538,480.67
992,"04-MAR-21","ATM Withdraws",999,"Other",99,"CHE",187,113353,606.17
993,"04-MAY-20","ATM Deposits",999,"Other",0,"CHE",1981,3204019,1617.37
994,"04-MAY-20","ATM Deposits",999,"Other",1,"CHE",9046,11854694,1310.49
995,"04-MAY-20","ATM Deposits",999,"Other",2,"CHE",5094,7565095,1485.1
996,"04-MAY-20","ATM Deposits",999,"Other",3,"CHE",1568,2529172,1612.99
997,"04-MAY-20","ATM Deposits",999,"Other",4,"CHE",1734,2359716,1360.85
998,"04-MAY-20","ATM Deposits",999,"Other",5,"CHE",1084,1676092,1546.21
999,"04-MAY-20","ATM Deposits",999,"Other",6,"CHE",1460,2231501,1528.43
1000,"04-MAY-20","ATM Deposits",999,"Other",99,"CHE",106,138477,1306.39
1001,"04-MAY-20","ATM Withdraws",999,"Other",0,"CHE",26816,13989664,521.69
1002,"04-MAY-20","ATM Withdraws",999,"Other",1,"CHE",75563,47946180,634.52
1003,"04-MAY-20","ATM Withdraws",999,"Other",2,"CHE",50578,35816981,708.15
1004,"04-MAY-20","ATM Withdraws",999,"Other",3,"CHE",15285,10199168,667.27
1005,"04-MAY-20","ATM Withdraws",999,"Other",4,"CHE",20218,12194099,603.13
1006,"04-MAY-20","ATM Withdraws",999,"Other",5,"CHE",13121,6719481,512.12
1007,"04-MAY-20","ATM Withdraws",999,"Other",6,"CHE",11582,6299441,543.9
1008,"04-MAY-20","ATM Withdraws",999,"Other",99,"CHE",488,433963,889.27
1009,"04-MAY-21","ATM Deposits",999,"Other",0,"CHE",2253,3736541,1658.47
1010,"04-MAY-21","ATM Deposits",999,"Other",1,"CHE",11087,15452187,1393.72
1011,"04-MAY-21","ATM Deposits",999,"Other",2,"CHE",5769,10363067,1796.34
1012,"04-MAY-21","ATM Deposits",999,"Other",3,"CHE",1665,2759783,1657.53
1013,"04-MAY-21","ATM Deposits",999,"Other",4,"CHE",1832,2954488,1612.71
1014,"04-MAY-21","ATM Deposits",999,"Other",5,"CHE",1059,1782793,1683.47
1015,"04-MAY-21","ATM Deposits",999,"Other",6,"CHE",1638,2441143,1490.32
1016,"04-MAY-21","ATM Withdraws",999,"Other",0,"CHE",26766,13034496,486.98
1017,"04-MAY-21","ATM Withdraws",999,"Other",1,"CHE",86091,44802140,520.4
1018,"04-MAY-21","ATM Withdraws",999,"Other",2,"CHE",47895,30954673,646.3
1019,"04-MAY-21","ATM Withdraws",999,"Other",3,"CHE",14468,8781649,606.97
1020,"04-MAY-21","ATM Withdraws",999,"Other",4,"CHE",20127,11090671,551.03
1021,"04-MAY-21","ATM Withdraws",999,"Other",5,"CHE",13028,6151767,472.2
1022,"04-MAY-21","ATM Withdraws",999,"Other",6,"CHE",11640,5771047,495.79
1023,"04-NOV-20","ATM Deposits",999,"Other",0,"CHE",2109,3046816,1444.67
1024,"04-NOV-20","ATM Deposits",999,"Other",1,"CHE",10081,12648625,1254.7
1025,"04-NOV-20","ATM Deposits",999,"Other",2,"CHE",5089,7321446,1438.68
1026,"04-NOV-20","ATM Deposits",999,"Other",3,"CHE",1636,2198646,1343.92
1027,"04-NOV-20","ATM Deposits",999,"Other",4,"CHE",1690,2381645,1409.26
1028,"04-NOV-20","ATM Deposits",999,"Other",5,"CHE",1031,1541022,1494.69
1029,"04-NOV-20","ATM Deposits",999,"Other",6,"CHE",1466,2215922,1511.54
1030,"04-NOV-20","ATM Deposits",999,"Other",99,"CHE",106,195959,1848.67
1031,"04-NOV-20","ATM Withdraws",999,"Other",0,"CHE",28407,12988852,457.24
1032,"04-NOV-20","ATM Withdraws",999,"Other",1,"CHE",86234,42766950,495.94
1033,"04-NOV-20","ATM Withdraws",999,"Other",2,"CHE",50157,29999931,598.12
1034,"04-NOV-20","ATM Withdraws",999,"Other",3,"CHE",15823,8881945,561.33
1035,"04-NOV-20","ATM Withdraws",999,"Other",4,"CHE",21015,10530907,501.11
1036,"04-NOV-20","ATM Withdraws",999,"Other",5,"CHE",13858,6234350,449.87
1037,"04-NOV-20","ATM Withdraws",999,"Other",6,"CHE",12041,5534067,459.6
1038,"04-NOV-20","ATM Withdraws",999,"Other",99,"CHE",481,311776,648.18
1039,"04-OCT-20","ATM Deposits",999,"Other",0,"CHE",1354,2226230,1644.19
1040,"04-OCT-20","ATM Deposits",999,"Other",1,"CHE",5060,6998121,1383.03
1041,"04-OCT-20","ATM Deposits",999,"Other",2,"CHE",2957,4469820,1511.61
1042,"04-OCT-20","ATM Deposits",999,"Other",3,"CHE",798,1359700,1703.88
1043,"04-OCT-20","ATM Deposits",999,"Other",4,"CHE",1026,1661911,1619.8
1044,"04-OCT-20","ATM Deposits",999,"Other",5,"CHE",698,1300644,1863.39
1045,"04-OCT-20","ATM Deposits",999,"Other",6,"CHE",876,1215377,1387.42
1046,"04-OCT-20","ATM Deposits",999,"Other",99,"CHE",71,104370,1470
1047,"04-OCT-20","ATM Withdraws",999,"Other",0,"CHE",19202,5750614,299.48
1048,"04-OCT-20","ATM Withdraws",999,"Other",1,"CHE",48600,15588382,320.75
1049,"04-OCT-20","ATM Withdraws",999,"Other",2,"CHE",28163,11078487,393.37
1050,"04-OCT-20","ATM Withdraws",999,"Other",3,"CHE",8470,3211257,379.13
1051,"04-OCT-20","ATM Withdraws",999,"Other",4,"CHE",12971,4115095,317.25
1052,"04-OCT-20","ATM Withdraws",999,"Other",5,"CHE",9610,2872804,298.94
1053,"04-OCT-20","ATM Withdraws",999,"Other",6,"CHE",8024,2521112,314.2
1054,"04-OCT-20","ATM Withdraws",999,"Other",99,"CHE",283,146059,516.11
1055,"04-SEP-20","ATM Deposits",999,"Other",0,"CHE",2357,3559404,1510.14
1056,"04-SEP-20","ATM Deposits",999,"Other",1,"CHE",11661,15572923,1335.47
1057,"04-SEP-20","ATM Deposits",999,"Other",2,"CHE",5393,8085773,1499.31
1058,"04-SEP-20","ATM Deposits",999,"Other",3,"CHE",1774,2725803,1536.53
1059,"04-SEP-20","ATM Deposits",999,"Other",4,"CHE",1848,3046989,1648.8
1060,"04-SEP-20","ATM Deposits",999,"Other",5,"CHE",1112,1554431,1397.87
1061,"04-SEP-20","ATM Deposits",999,"Other",6,"CHE",1689,2548016,1508.59
1062,"04-SEP-20","ATM Deposits",999,"Other",99,"CHE",130,249861,1922.01
1063,"04-SEP-20","ATM Withdraws",999,"Other",0,"CHE",47009,17790873,378.46
1064,"04-SEP-20","ATM Withdraws",999,"Other",1,"CHE",133664,54775378,409.8
1065,"04-SEP-20","ATM Withdraws",999,"Other",2,"CHE",72696,36426320,501.08
1066,"04-SEP-20","ATM Withdraws",999,"Other",3,"CHE",22662,10695283,471.95
1067,"04-SEP-20","ATM Withdraws",999,"Other",4,"CHE",32583,14055230,431.37
1068,"04-SEP-20","ATM Withdraws",999,"Other",5,"CHE",22014,8570831,389.34
1069,"04-SEP-20","ATM Withdraws",999,"Other",6,"CHE",19832,7599013,383.17
1070,"04-SEP-20","ATM Withdraws",999,"Other",99,"CHE",603,407684,676.09
1071,"05-APR-20","ATM Deposits",999,"Other",0,"CHE",640,1052036,1643.81
1072,"05-APR-20","ATM Deposits",999,"Other",1,"CHE",2662,3162552,1188.04
1073,"05-APR-20","ATM Deposits",999,"Other",2,"CHE",1583,2161245,1365.28
1074,"05-APR-20","ATM Deposits",999,"Other",3,"CHE",475,790340,1663.87
1075,"05-APR-20","ATM Deposits",999,"Other",4,"CHE",481,661171,1374.58
1076,"05-APR-20","ATM Deposits",999,"Other",5,"CHE",414,702439,1696.71
1077,"05-APR-20","ATM Deposits",999,"Other",6,"CHE",487,820194,1684.18
1078,"05-APR-20","ATM Deposits",999,"Other",99,"CHE",24,19441,810.04
1079,"05-APR-20","ATM Withdraws",999,"Other",0,"CHE",9281,3088755,332.8
1080,"05-APR-20","ATM Withdraws",999,"Other",1,"CHE",19756,8039304,406.93
1081,"05-APR-20","ATM Withdraws",999,"Other",2,"CHE",14233,6219515,436.98
1082,"05-APR-20","ATM Withdraws",999,"Other",3,"CHE",4280,1877604,438.69
1083,"05-APR-20","ATM Withdraws",999,"Other",4,"CHE",6233,2346314,376.43
1084,"05-APR-20","ATM Withdraws",999,"Other",5,"CHE",4393,1500857,341.65
1085,"05-APR-20","ATM Withdraws",999,"Other",6,"CHE",3866,1402179,362.7
1086,"05-APR-20","ATM Withdraws",999,"Other",99,"CHE",133,71887,540.5
1087,"05-APR-21","ATM Deposits",999,"Other",0,"CHE",1157,1816904,1570.36
1088,"05-APR-21","ATM Deposits",999,"Other",1,"CHE",4942,6500870,1315.43
1089,"05-APR-21","ATM Deposits",999,"Other",2,"CHE",2949,4157801,1409.9
1090,"05-APR-21","ATM Deposits",999,"Other",3,"CHE",844,1408391,1668.71
1091,"05-APR-21","ATM Deposits",999,"Other",4,"CHE",895,1186007,1325.15
1092,"05-APR-21","ATM Deposits",999,"Other",5,"CHE",579,758250,1309.59
1093,"05-APR-21","ATM Deposits",999,"Other",6,"CHE",838,1058825,1263.51
1094,"05-APR-21","ATM Withdraws",999,"Other",0,"CHE",13386,4498416,336.05
1095,"05-APR-21","ATM Withdraws",999,"Other",1,"CHE",31880,12156176,381.31
1096,"05-APR-21","ATM Withdraws",999,"Other",2,"CHE",19600,8490247,433.18
1097,"05-APR-21","ATM Withdraws",999,"Other",3,"CHE",5922,2698375,455.65
1098,"05-APR-21","ATM Withdraws",999,"Other",4,"CHE",8243,3030265,367.62
1099,"05-APR-21","ATM Withdraws",999,"Other",5,"CHE",6009,2106649,350.58
1100,"05-APR-21","ATM Withdraws",999,"Other",6,"CHE",5418,2001673,369.45
1101,"05-AUG-20","ATM Deposits",999,"Other",0,"CHE",2284,4090613,1790.99
1102,"05-AUG-20","ATM Deposits",999,"Other",1,"CHE",11515,13972984,1213.46
1103,"05-AUG-20","ATM Deposits",999,"Other",2,"CHE",5491,7701804,1402.62
1104,"05-AUG-20","ATM Deposits",999,"Other",3,"CHE",1710,2486431,1454.05
1105,"05-AUG-20","ATM Deposits",999,"Other",4,"CHE",1768,2710456,1533.06
1106,"05-AUG-20","ATM Deposits",999,"Other",5,"CHE",1121,1821087,1624.52
1107,"05-AUG-20","ATM Deposits",999,"Other",6,"CHE",1625,2232066,1373.58
1108,"05-AUG-20","ATM Deposits",999,"Other",99,"CHE",93,99667,1071.69
1109,"05-AUG-20","ATM Withdraws",999,"Other",0,"CHE",37241,14772766,396.68
1110,"05-AUG-20","ATM Withdraws",999,"Other",1,"CHE",106127,48223364,454.39
1111,"05-AUG-20","ATM Withdraws",999,"Other",2,"CHE",58532,31649065,540.71
1112,"05-AUG-20","ATM Withdraws",999,"Other",3,"CHE",18411,9507769,516.42
1113,"05-AUG-20","ATM Withdraws",999,"Other",4,"CHE",25337,11467874,452.61
1114,"05-AUG-20","ATM Withdraws",999,"Other",5,"CHE",17427,7075363,406
1115,"05-AUG-20","ATM Withdraws",999,"Other",6,"CHE",15128,6284431,415.42
1116,"05-AUG-20","ATM Withdraws",999,"Other",99,"CHE",516,339797,658.52
1117,"05-DEC-20","ATM Deposits",999,"Other",0,"CHE",1603,2652257,1654.56
1118,"05-DEC-20","ATM Deposits",999,"Other",1,"CHE",8398,10623420,1264.99
1119,"05-DEC-20","ATM Deposits",999,"Other",2,"CHE",4001,5374872,1343.38
1120,"05-DEC-20","ATM Deposits",999,"Other",3,"CHE",1249,1884593,1508.88
1121,"05-DEC-20","ATM Deposits",999,"Other",4,"CHE",1249,1885229,1509.39
1122,"05-DEC-20","ATM Deposits",999,"Other",5,"CHE",927,1463576,1578.83
1123,"05-DEC-20","ATM Deposits",999,"Other",6,"CHE",1315,1868249,1420.72
1124,"05-DEC-20","ATM Deposits",999,"Other",99,"CHE",52,63293,1217.17
1125,"05-DEC-20","ATM Withdraws",999,"Other",0,"CHE",32556,12039938,369.82
1126,"05-DEC-20","ATM Withdraws",999,"Other",1,"CHE",96425,37620646,390.15
1127,"05-DEC-20","ATM Withdraws",999,"Other",2,"CHE",52625,24656001,468.52
1128,"05-DEC-20","ATM Withdraws",999,"Other",3,"CHE",16829,7635380,453.7
1129,"05-DEC-20","ATM Withdraws",999,"Other",4,"CHE",21524,8985571,417.47
1130,"05-DEC-20","ATM Withdraws",999,"Other",5,"CHE",15266,5742481,376.16
1131,"05-DEC-20","ATM Withdraws",999,"Other",6,"CHE",14255,5494645,385.45
1132,"05-DEC-20","ATM Withdraws",999,"Other",99,"CHE",373,261018,699.78
1133,"05-FEB-20","ATM Deposits",999,"Other",0,"CHE",2308,3531874,1530.27
1134,"05-FEB-20","ATM Deposits",999,"Other",1,"CHE",12837,15832001,1233.31
1135,"05-FEB-20","ATM Deposits",999,"Other",2,"CHE",5686,8265588,1453.67
1136,"05-FEB-20","ATM Deposits",999,"Other",3,"CHE",1708,2555627,1496.27
1137,"05-FEB-20","ATM Deposits",999,"Other",4,"CHE",1760,2722875,1547.09
1138,"05-FEB-20","ATM Deposits",999,"Other",5,"CHE",1062,1449978,1365.33
1139,"05-FEB-20","ATM Deposits",999,"Other",6,"CHE",1704,2246119,1318.14
1140,"05-FEB-20","ATM Deposits",999,"Other",99,"CHE",100,157470,1574.7
1141,"05-FEB-20","ATM Withdraws",999,"Other",0,"CHE",39214,15288993,389.89
1142,"05-FEB-20","ATM Withdraws",999,"Other",1,"CHE",129468,54948593,424.42
1143,"05-FEB-20","ATM Withdraws",999,"Other",2,"CHE",68814,34736912,504.79
1144,"05-FEB-20","ATM Withdraws",999,"Other",3,"CHE",21328,10288997,482.42
1145,"05-FEB-20","ATM Withdraws",999,"Other",4,"CHE",28426,12517170,440.34
1146,"05-FEB-20","ATM Withdraws",999,"Other",5,"CHE",18248,7157517,392.24
1147,"05-FEB-20","ATM Withdraws",999,"Other",6,"CHE",16914,6661223,393.83
1148,"05-FEB-20","ATM Withdraws",999,"Other",99,"CHE",565,391294,692.56
1149,"05-FEB-21","ATM Deposits",999,"Other",0,"CHE",2148,3335486,1552.83
1150,"05-FEB-21","ATM Deposits",999,"Other",1,"CHE",9043,11773994,1302
1151,"05-FEB-21","ATM Deposits",999,"Other",2,"CHE",4721,7180288,1520.93
1152,"05-FEB-21","ATM Deposits",999,"Other",3,"CHE",1518,2267170,1493.52
1153,"05-FEB-21","ATM Deposits",999,"Other",4,"CHE",1546,2402581,1554.06
1154,"05-FEB-21","ATM Deposits",999,"Other",5,"CHE",1009,1505564,1492.13
1155,"05-FEB-21","ATM Deposits",999,"Other",6,"CHE",1386,2016297,1454.76
1156,"05-FEB-21","ATM Deposits",999,"Other",99,"CHE",85,144263,1697.21
1157,"05-FEB-21","ATM Withdraws",999,"Other",0,"CHE",31272,13581350,434.3
1158,"05-FEB-21","ATM Withdraws",999,"Other",1,"CHE",86065,42192047,490.23
1159,"05-FEB-21","ATM Withdraws",999,"Other",2,"CHE",51490,29558067,574.05
1160,"05-FEB-21","ATM Withdraws",999,"Other",3,"CHE",15484,8450365,545.75
1161,"05-FEB-21","ATM Withdraws",999,"Other",4,"CHE",21600,10913612,505.26
1162,"05-FEB-21","ATM Withdraws",999,"Other",5,"CHE",14160,6219041,439.2
1163,"05-FEB-21","ATM Withdraws",999,"Other",6,"CHE",13534,6235772,460.75
1164,"05-FEB-21","ATM Withdraws",999,"Other",99,"CHE",485,388503,801.04
1165,"05-JAN-20","ATM Deposits",999,"Other",0,"CHE",1244,2086444,1677.21
1166,"05-JAN-20","ATM Deposits",999,"Other",1,"CHE",5471,8034861,1468.63
1167,"05-JAN-20","ATM Deposits",999,"Other",2,"CHE",2909,4173442,1434.67
