"Date","Region","Canton","Amount CHF","Number of transactions"
"2020-03-02","Eastern","AR",326892.74,6258
"2020-03-02","Eastern","GL",404328.63,7827
"2020-03-02","Eastern","GR",5693708.04,72124
"2020-03-02","Eastern","SG",6336056.52,126530
"2020-03-02","Eastern","SH",849587.62,19128
"2020-03-02","Eastern","TG",2731191.55,54780
"2020-03-02","Espace Mittelland","BE",13431779.75,303430
"2020-03-02","Espace Mittelland","FR",3811656.97,72952
"2020-03-02","Espace Mittelland","JU",748198.32,13961
"2020-03-02","Espace Mittelland","NE",2072693.66,44780
"2020-03-02","Espace Mittelland","SO",2515728.21,54550
"2020-03-02","Lake Geneva","GE",10382504.65,218154
"2020-03-02","Lake Geneva","VD",12717977.01,260534
"2020-03-02","Lake Geneva","VS",7293941.54,106060
"2020-03-02","Northwestern","AG",7880793.44,160154
"2020-03-02","Northwestern","BL",3073723.81,54795
"2020-03-02","Northwestern","BS",2719272.86,67953
"2020-03-02","Ticino","TI",4130143.81,64941
"2020-03-02","Zurich","ZH",25369950.83,663184
"2020-03-03","9999","9999",30723.61,1204
"2020-03-03","Central","LU",5847481.24,119984
"2020-03-03","Central","NW",556575.17,9569
"2020-03-03","Central","OW",451123.38,7713
"2020-03-03","Central","SZ",2150571.14,34707
"2020-03-03","Central","UR",438680.73,6626
"2020-03-03","Central","ZG",2249959.6,50960
"2020-03-03","Eastern","AI",127154.19,1767
"2020-03-03","Eastern","AR",376471,6443
"2020-03-03","Eastern","GL",406917.96,7902
"2020-03-03","Eastern","GR",4940232,68744
"2020-03-03","Eastern","SG",6261944.68,124540
"2020-03-03","Eastern","SH",814558.820000001,19353
"2020-03-03","Eastern","TG",2689736.43,53109
"2020-03-03","Espace Mittelland","BE",13068360.5,307007
"2020-03-03","Espace Mittelland","FR",3607680.48,71027
"2020-03-03","Espace Mittelland","JU",704100.71,13568
"2020-03-03","Espace Mittelland","NE",2140337.89,46500
"2020-03-03","Espace Mittelland","SO",2442612.42,54944
"2020-03-03","Lake Geneva","GE",10979804.98,225029
"2020-03-03","Lake Geneva","VD",12696704.88,267590
"2020-03-03","Lake Geneva","VS",6777078.21,104192
"2020-03-03","Northwestern","AG",7776110.98000001,159921
"2020-03-03","Northwestern","BL",2820232.18,55727
"2020-03-03","Northwestern","BS",2983334.07,78269
"2020-03-03","Ticino","TI",4376085.28,71344
"2020-03-03","Zurich","ZH",25627137.96,679149
"2020-03-04","9999","9999",31678.71,1225
"2020-03-04","Central","LU",6158077.16,128105
"2020-03-04","Central","NW",614582.35,10124
"2020-03-04","Central","OW",553491.6,8984
"2020-03-04","Central","SZ",2120888.84,35641
"2020-03-04","Central","UR",445083.77,7099
"2020-03-04","Central","ZG",2398286.27,52457
"2020-03-04","Eastern","AI",143163.74,1901
"2020-03-04","Eastern","AR",371879.68,6534
"2020-03-04","Eastern","GL",418670.25,8307
"2020-03-04","Eastern","GR",5221197.93,73719
"2020-03-04","Eastern","SG",6767127.68,129509
"2020-03-04","Eastern","SH",862154.53,19808
"2020-03-04","Eastern","TG",2773198.65,54624
"2020-03-04","Espace Mittelland","BE",13805269.65,315324
"2020-03-04","Espace Mittelland","FR",3696165.68,73927
"2020-03-04","Espace Mittelland","JU",764451.58,14497
"2020-03-04","Espace Mittelland","NE",2253818.38,47892
"2020-03-04","Espace Mittelland","SO",2594053.22,57491
"2020-03-04","Lake Geneva","GE",11267865.57,228699
"2020-03-04","Lake Geneva","VD",13550925.37,279156
"2020-03-04","Lake Geneva","VS",7120848.78,110421
"2020-03-04","Northwestern","AG",8206233.77,165956
"2020-03-04","Northwestern","BL",2763977.28,55215
"2020-03-04","Northwestern","BS",2761010.42,74272
"2020-03-04","Ticino","TI",5073515.10000001,73829
"2020-03-04","Zurich","ZH",26662497.88,690823
"2020-03-05","9999","9999",34430.51,1330
"2020-03-05","Central","LU",6271539.69,125946
"2020-03-05","Central","NW",638762.48,9951
"2020-03-05","Central","OW",562311.08,8307
"2020-03-05","Central","SZ",2123816.22,34904
"2020-03-05","Central","UR",498664.17,6874
"2020-03-05","Central","ZG",2487560.25,52352
"2020-03-05","Eastern","AI",143621.11,1801
"2020-03-05","Eastern","AR",381267.13,6427
"2020-03-05","Eastern","GL",446823.11,8330
"2020-03-05","Eastern","GR",5639228.08,73350
"2020-03-05","Eastern","SG",6972173.53,129421
"2020-03-05","Eastern","SH",905153.36,19589
"2020-03-05","Eastern","TG",2911492.01,54525
"2020-03-05","Espace Mittelland","BE",13999639.95,311253
"2020-03-05","Espace Mittelland","FR",3673370.16,71777
"2020-03-05","Espace Mittelland","JU",794985.550000001,14329
"2020-03-05","Espace Mittelland","NE",2290862.51,47369
"2020-03-05","Espace Mittelland","SO",2770120.97,58233
"2020-03-05","Lake Geneva","GE",11091352.07,227600
"2020-03-05","Lake Geneva","VD",12700850.16,261513
"2020-03-05","Lake Geneva","VS",7081001.04999999,101323
"2020-03-05","Northwestern","AG",8293372.12,162514
"2020-03-05","Northwestern","BL",2966668.25,55681
"2020-03-05","Northwestern","BS",2887212.84,75861
"2020-03-05","Ticino","TI",4954733.11,76778
"2020-03-05","Zurich","ZH",26244810.73,670160
"2020-03-06","9999","9999",38332.51,1325
"2020-03-06","Central","LU",8417103.84000001,152223
"2020-03-06","Central","NW",829932.38,12490
"2020-03-06","Central","OW",785650.48,10977
"2020-03-06","Central","SZ",2947613.08,43495
"2020-03-06","Central","UR",642646.31,9010
"2020-03-06","Central","ZG",3270142.59,60927
"2020-03-06","Eastern","AI",196144.9,2355
"2020-03-06","Eastern","AR",517374.15,7717
"2020-03-06","Eastern","GL",573411.34,10116
"2020-03-06","Eastern","GR",8120849.8,94593
"2020-03-06","Eastern","SG",8891298.76999999,150307
"2020-03-06","Eastern","SH",1105834.12,22790
"2020-03-06","Eastern","TG",3707756.68,64784
"2020-03-06","Espace Mittelland","BE",19100884.92,369565
"2020-03-06","Espace Mittelland","FR",5151124.73,89334
"2020-03-06","Espace Mittelland","JU",1040215.43,17689
"2020-03-06","Espace Mittelland","NE",2877063.23,55472
"2020-03-06","Espace Mittelland","SO",3510985.23,66747
"2020-03-06","Lake Geneva","GE",13692911.78,253919
"2020-03-06","Lake Geneva","VD",17630745.47,327703
"2020-03-06","Lake Geneva","VS",10341649.03,138874
"2020-03-06","Northwestern","AG",10791268.48,193578
"2020-03-06","Northwestern","BL",3792124.4,66762
"2020-03-06","Northwestern","BS",3565734.23,85505
"2020-03-06","Ticino","TI",6007153.65,83408
"2020-03-06","Zurich","ZH",34134666.6,761445
"2020-03-07","9999","9999",38613.83,931
"2020-03-07","Central","LU",10294128.3,156365
"2020-03-07","Central","NW",1065800.33,14743
"2020-03-07","Central","OW",988932.99,13861
"2020-03-07","Central","SZ",3900813.16,53891
"2020-03-07","Central","UR",710604.78,10069
"2020-03-07","Central","ZG",3712358.86,57404
"2020-03-07","Eastern","AI",261067.15,2904
"2020-03-07","Eastern","AR",570055.95,8200
"2020-03-07","Eastern","GL",745123.94,12418
"2020-03-07","Eastern","GR",10669200.92,116437
"2020-03-07","Eastern","SG",11913101.45,169429
"2020-03-07","Eastern","SH",1429082.21,25273
"2020-03-07","Eastern","TG",5001870.52,77318
"2020-03-07","Espace Mittelland","BE",22656021.58,372405
"2020-03-07","Espace Mittelland","FR",5518161.73,88831
"2020-03-07","Espace Mittelland","JU",1209008.63,18588
"2020-03-07","Espace Mittelland","NE",3709376.55,60705
"2020-03-07","Espace Mittelland","SO",4622250.15,77155
"2020-03-07","Lake Geneva","GE",15872446.27,235672
"2020-03-07","Lake Geneva","VD",21481478.45,343472
"2020-03-07","Lake Geneva","VS",12836839.63,162672
"2020-03-07","Northwestern","AG",15165375.1,229013
"2020-03-07","Northwestern","BL",5037242.16,75396
"2020-03-07","Northwestern","BS",4694641.7,88555
"2020-03-07","Ticino","TI",6765498.96,98160
"2020-03-07","Zurich","ZH",44599405.4500001,756903
"2020-03-08","9999","9999",34446.31,1016
"2020-03-08","Central","LU",1801720.76,45081
"2020-03-08","Central","NW",251214.47,4124
"2020-03-08","Central","OW",725413.31,9714
"2020-03-08","Central","SZ",1048238.83,18738
"2020-03-08","Central","UR",496296.23,5715
"2020-03-08","Central","ZG",478851,13266
"2020-03-08","Eastern","AI",45496.07,722
"2020-03-08","Eastern","AR",167993.09,2564
"2020-03-08","Eastern","GL",231291.05,5391
"2020-03-08","Eastern","GR",6867622.66,69841
"2020-03-08","Eastern","SG",1930519.25,44021
"2020-03-08","Eastern","SH",263421.77,7290
"2020-03-08","Eastern","TG",659551.18,15582
"2020-03-08","Espace Mittelland","BE",5015987.42000001,119641
"2020-03-08","Espace Mittelland","FR",1216198.14,29322
"2020-03-08","Espace Mittelland","JU",199594.11,4081
"2020-03-08","Espace Mittelland","NE",531319.969999999,12926
"2020-03-08","Espace Mittelland","SO",641522.76,17904
"2020-03-08","Lake Geneva","GE",3259983.9,78025
"2020-03-08","Lake Geneva","VD",3915789.35,94238
"2020-03-08","Lake Geneva","VS",6159482.02,78904
"2020-03-08","Northwestern","AG",2065197.85,53950
"2020-03-08","Northwestern","BL",651603.1,18718
"2020-03-08","Northwestern","BS",972586.14,32008
"2020-03-08","Ticino","TI",1496238.07,28004
"2020-03-08","Zurich","ZH",8018273.29,237076
"2020-03-09","9999","9999",31461.77,1202
"2020-03-09","Central","LU",5201390.31,115903
"2020-03-09","Central","NW",541136.41,9684
"2020-03-09","Central","OW",414631.45,7405
"2020-03-09","Central","SZ",2044990.49,35081
"2020-03-09","Central","UR",377799.65,6340
"2020-03-09","Central","ZG",2105427.69,49184
"2020-03-09","Eastern","AI",103711.73,1632
"2020-03-09","Eastern","AR",313142.53,6123
"2020-03-09","Eastern","GL",339684.68,7289
"2020-03-09","Eastern","GR",5086093.03,67463
"2020-03-09","Eastern","SG",5769107.01,119250
"2020-03-09","Eastern","SH",797681.08,18748
"2020-03-09","Eastern","TG",2519107,52435
"2020-03-09","Espace Mittelland","BE",12349726.02,295731
"2020-03-09","Espace Mittelland","FR",3440822.43,71470
"2020-03-09","Espace Mittelland","JU",658814.38,13029
"2020-03-09","Espace Mittelland","NE",1972308.78,44461
"2020-03-09","Espace Mittelland","SO",2258173.09,52999
"2020-03-09","Lake Geneva","GE",9852055.26,220883
"2020-03-09","Lake Geneva","VD",12187739.16,262933
"2020-03-09","Lake Geneva","VS",6506793.14,101253
"2020-03-09","Northwestern","AG",7296852.12000001,155385
"2020-03-09","Northwestern","BL",2861084.47,60298
"2020-03-09","Northwestern","BS",2911381.17,83916
"2020-03-09","Ticino","TI",4870809.98,73883
"2020-03-09","Zurich","ZH",24164822.89,654065
"2020-03-10","9999","9999",32342.75,1225
"2020-03-10","Central","LU",5414842.01,116637
"2020-03-10","Central","NW",562872.14,9664
"2020-03-10","Central","OW",412050.89,7094
"2020-03-10","Central","SZ",2082404.06,34754
"2020-03-10","Central","UR",465220.85,6435
"2020-03-10","Central","ZG",2212591.99,48593
"2020-03-10","Eastern","AI",122627.18,1672
"2020-03-10","Eastern","AR",351342.96,6197
"2020-03-10","Eastern","GL",381410.84,7550
"2020-03-10","Eastern","GR",4194845.07,60991
"2020-03-10","Eastern","SG",6110696.63,119564
"2020-03-10","Eastern","SH",794395.34,18670
"2020-03-10","Eastern","TG",2595388.93,51818
"2020-03-10","Espace Mittelland","BE",12994250.02,300280
"2020-03-10","Espace Mittelland","FR",3602326.38,71340
"2020-03-10","Espace Mittelland","JU",705508.06,13462
"2020-03-10","Espace Mittelland","NE",2100967.34,44850
"2020-03-10","Espace Mittelland","SO",2523236.06,54140
"2020-03-10","Lake Geneva","GE",9640442.93999999,212545
"2020-03-10","Lake Geneva","VD",12710281.11,260907
"2020-03-10","Lake Geneva","VS",6383500.82,97369
"2020-03-10","Northwestern","AG",7968589.97,159467
"2020-03-10","Northwestern","BL",2845883.29,58944
"2020-03-10","Northwestern","BS",2753903.43,78989
"2020-03-10","Ticino","TI",4855617.45,73182
"2020-03-10","Zurich","ZH",24005830.19,637095
"2020-03-11","9999","9999",33154.07,1284
"2020-03-11","Central","LU",6169238.37999999,128011
"2020-03-11","Central","NW",625909.36,10512
"2020-03-11","Central","OW",487531.46,8674
"2020-03-11","Central","SZ",2381038.85,38341
"2020-03-11","Central","UR",457639.91,7242
"2020-03-11","Central","ZG",2511737.25,52217
"2020-03-11","Eastern","AI",148289.21,2034
"2020-03-11","Eastern","AR",360413.92,6648
"2020-03-11","Eastern","GL",411277.89,8330
"2020-03-11","Eastern","GR",4612506.55,68632
"2020-03-11","Eastern","SG",6589432.63,130002
"2020-03-11","Eastern","SH",889658.71,20069
"2020-03-11","Eastern","TG",2815224.27,55693
"2020-03-11","Espace Mittelland","BE",13393004.66,313126
"2020-03-11","Espace Mittelland","FR",3684074.88,73954
"2020-03-11","Espace Mittelland","JU",745545.88,14114
"2020-03-11","Espace Mittelland","NE",2200883.84,47116
"2020-03-11","Espace Mittelland","SO",2599527.1,58051
"2020-03-11","Lake Geneva","GE",10532071.45,222620
"2020-03-11","Lake Geneva","VD",13552193.39,277089
"2020-03-11","Lake Geneva","VS",7048945.65000001,109791
"2020-03-11","Northwestern","AG",8296527.03,167260
"2020-03-11","Northwestern","BL",3135327.62,64377
"2020-03-11","Northwestern","BS",3149792.87,86552
"2020-03-11","Ticino","TI",4533477.07,74387
"2020-03-11","Zurich","ZH",26778266.41,683998
"2020-03-12","9999","9999",33773.33,1287
"2020-03-12","Central","LU",6726865.81,133197
"2020-03-12","Central","NW",634012.39,10529
"2020-03-12","Central","OW",585706.169999999,8951
"2020-03-12","Central","SZ",2502002.97,39611
"2020-03-12","Central","UR",522710.08,7781
"2020-03-12","Central","ZG",2872207.85,56073
"2020-03-12","Eastern","AI",165913.2,2109
"2020-03-12","Eastern","AR",448042.47,7128
"2020-03-12","Eastern","GL",481228.63,8878
"2020-03-12","Eastern","GR",5173922.39,73539
"2020-03-12","Eastern","SG",7630676.53,137400
"2020-03-12","Eastern","SH",1007857.66,21107
"2020-03-12","Eastern","TG",3417622.73,60468
"2020-03-12","Espace Mittelland","BE",15502285.85,330346
"2020-03-12","Espace Mittelland","FR",4262039.91,77967
"2020-03-12","Espace Mittelland","JU",857296.52,15226
"2020-03-12","Espace Mittelland","NE",2507462.02,49765
"2020-03-12","Espace Mittelland","SO",3289825.91,63920
"2020-03-12","Lake Geneva","GE",11699169.89,231893
"2020-03-12","Lake Geneva","VD",14790031.4,281855
"2020-03-12","Lake Geneva","VS",7466319.5,110838
"2020-03-12","Northwestern","AG",9278488.13000002,176198
"2020-03-12","Northwestern","BL",3631906.7,68378
"2020-03-12","Northwestern","BS",3325815.83,87425
"2020-03-12","Ticino","TI",4903391.13,77690
"2020-03-12","Zurich","ZH",29878981.49,711755
"2020-03-13","9999","9999",42940.1,1406
"2020-03-13","Central","LU",10782331.54,170875
"2020-03-13","Central","NW",1092209.03,14636
"2020-03-13","Central","OW",902847.42,11683
"2020-03-13","Central","SZ",4254109.97,55488
"2020-03-13","Central","UR",889957.809999999,10565
"2020-03-13","Central","ZG",4561020.87,68879
"2020-03-13","Eastern","AI",283874.06,3191
"2020-03-13","Eastern","AR",703532.26,9943
"2020-03-13","Eastern","GL",827341.19,12605
"2020-03-13","Eastern","GR",8311519.76,97161
"2020-03-13","Eastern","SG",12181088.65,180144
"2020-03-13","Eastern","SH",1492170.53,26824
"2020-03-13","Eastern","TG",5558347.05,83965
"2020-03-13","Espace Mittelland","BE",23607527.07,407568
"2020-03-13","Espace Mittelland","FR",7282932.58000001,106644
"2020-03-13","Espace Mittelland","JU",1275877.11,19464
"2020-03-13","Espace Mittelland","NE",3804201.01,61733
"2020-03-13","Espace Mittelland","SO",4788912.35,79443
"2020-03-13","Lake Geneva","GE",15586413.32,260373
"2020-03-13","Lake Geneva","VD",25191259.01,376018
"2020-03-13","Lake Geneva","VS",12522385.63,157340
"2020-03-13","Northwestern","AG",15086895.36,233123
"2020-03-13","Northwestern","BL",5834455.83,89815
"2020-03-13","Northwestern","BS",4455731.72,98278
"2020-03-13","Ticino","TI",5624891.84,81155
"2020-03-13","Zurich","ZH",46276050.71,861370
"2020-03-14","9999","9999",39415.39,977
"2020-03-14","Central","LU",10905382.42,156321
"2020-03-14","Central","NW",1100084.93,15238
"2020-03-14","Central","OW",923396.46,13310
"2020-03-14","Central","SZ",4425437.6,58983
"2020-03-14","Central","UR",778379.56,9912
"2020-03-14","Central","ZG",4325228.08,60347
"2020-03-14","Eastern","AI",312107.23,3556
"2020-03-14","Eastern","AR",700274.76,10302
"2020-03-14","Eastern","GL",764757.2,12287
"2020-03-14","Eastern","GR",9613163.47,95098
"2020-03-14","Eastern","SG",12939126.38,174099
"2020-03-14","Eastern","SH",1576847.46,27071
"2020-03-14","Eastern","TG",5931276.26,89128
"2020-03-14","Espace Mittelland","BE",23491874.97,371334
"2020-03-14","Espace Mittelland","FR",5824312.67,87716
"2020-03-14","Espace Mittelland","JU",1245482.94,18405
"2020-03-14","Espace Mittelland","NE",3716036.61,58704
"2020-03-14","Espace Mittelland","SO",5135112.6,81974
"2020-03-14","Lake Geneva","GE",14286028.55,213358
"2020-03-14","Lake Geneva","VD",20634407.22,307122
"2020-03-14","Lake Geneva","VS",10746739.32,132258
"2020-03-14","Northwestern","AG",16687333.76,241163
"2020-03-14","Northwestern","BL",6339186.4,89285
"2020-03-14","Northwestern","BS",4858243.22,86752
"2020-03-14","Ticino","TI",5330987.6,75059
"2020-03-14","Zurich","ZH",47018440.48,748199
"2020-03-15","9999","9999",33398.87,1036
"2020-03-15","Central","LU",1414092.41,37414
"2020-03-15","Central","NW",202264.74,3685
"2020-03-15","Central","OW",290447.79,3821
"2020-03-15","Central","SZ",627192.71,12896
"2020-03-15","Central","UR",312670.98,3122
"2020-03-15","Central","ZG",438235.17,13078
"2020-03-15","Eastern","AI",37593.11,634
"2020-03-15","Eastern","AR",128050.6,2483
"2020-03-15","Eastern","GL",145824.82,3374
"2020-03-15","Eastern","GR",3168053.35,28417
"2020-03-15","Eastern","SG",1335801.3,34412
"2020-03-15","Eastern","SH",264958.68,7439
"2020-03-15","Eastern","TG",577380.56,15599
"2020-03-15","Espace Mittelland","BE",3490889.24999999,96477
"2020-03-15","Espace Mittelland","FR",924147.84,23338
"2020-03-15","Espace Mittelland","JU",177869.02,4279
"2020-03-15","Espace Mittelland","NE",431643.33,10883
"2020-03-15","Espace Mittelland","SO",585714.84,17202
"2020-03-15","Lake Geneva","GE",2352666.41,56126
"2020-03-15","Lake Geneva","VD",2519577.76,63462
"2020-03-15","Lake Geneva","VS",2755869.55,40594
"2020-03-15","Northwestern","AG",1817906.76,51186
"2020-03-15","Northwestern","BL",716779.93,20204
"2020-03-15","Northwestern","BS",661044.41,22598
"2020-03-15","Ticino","TI",406324.91,10541
"2020-03-15","Zurich","ZH",5747296.79,179824
"2020-03-16","9999","9999",35586.62,1198
"2020-03-16","Central","LU",9716137.77999998,153878
"2020-03-16","Central","NW",1074181.77,15502
"2020-03-16","Central","OW",631936.95,9985
"2020-03-16","Central","SZ",4029985.13,56126
"2020-03-16","Central","UR",591251.45,9069
"2020-03-16","Central","ZG",4002763.9,63415
"2020-03-16","Eastern","AI",234550.62,3033
"2020-03-16","Eastern","AR",596420.38,9885
"2020-03-16","Eastern","GL",650569.01,11274
"2020-03-16","Eastern","GR",4718752.7,65207
"2020-03-16","Eastern","SG",11067448.82,168814
"2020-03-16","Eastern","SH",1528179.89,27841
"2020-03-16","Eastern","TG",5428730.55,87427
"2020-03-16","Espace Mittelland","BE",22044549.6,380980
"2020-03-16","Espace Mittelland","FR",6505371.62,97762
"2020-03-16","Espace Mittelland","JU",950861.03,15867
"2020-03-16","Espace Mittelland","NE",2581471.49,46361
"2020-03-16","Espace Mittelland","SO",4414367.14,77326
"2020-03-16","Lake Geneva","GE",15827599.52,231235
"2020-03-16","Lake Geneva","VD",21412166.29,315455
"2020-03-16","Lake Geneva","VS",9490185.45,127486
"2020-03-16","Northwestern","AG",14401048.73,230226
"2020-03-16","Northwestern","BL",4115626.77,75255
