"datum","transaction","instrument","holder","location","measure","value","edate","year","month","day"
"2009-11","DG","K","AZ","II","BMF",NA,2009-11-01,2009,11,1
"2009-11","DG","K","AZ","II","BTF",NA,2009-11-01,2009,11,1
"2009-11","DG","D","IZ","II","TT",NA,2009-11-01,2009,11,1
"2009-11","DG","D","IZ","II","BMF",NA,2009-11-01,2009,11,1
"2009-11","DG","D","IZ","II","BTF",NA,2009-11-01,2009,11,1
"2009-11","DG","D","IZ","IA","TT",NA,2009-11-01,2009,11,1
"2009-11","DG","D","IZ","IA","BMF",NA,2009-11-01,2009,11,1
"2009-11","DG","D","IZ","IA","BTF",NA,2009-11-01,2009,11,1
"2009-11","DG","D","AZ","II","TT",NA,2009-11-01,2009,11,1
"2009-11","DG","D","AZ","II","BMF",NA,2009-11-01,2009,11,1
"2009-11","DG","D","AZ","II","BTF",NA,2009-11-01,2009,11,1
"2009-11","DG","EG","IZ","II","TT",NA,2009-11-01,2009,11,1
"2009-11","DG","EG","IZ","II","BMF",NA,2009-11-01,2009,11,1
"2009-11","DG","EG","IZ","II","BTF",NA,2009-11-01,2009,11,1
"2009-11","DG","EG","IZ","IA","TT",NA,2009-11-01,2009,11,1
"2009-11","DG","EG","IZ","IA","BMF",NA,2009-11-01,2009,11,1
"2009-11","DG","EG","IZ","IA","BTF",NA,2009-11-01,2009,11,1
"2009-11","BT","K","IZ","II","TT",258.2,2009-11-01,2009,11,1
"2009-11","BT","K","IZ","II","BMF",76.6,2009-11-01,2009,11,1
"2009-11","BT","K","IZ","II","BTF",296.66924864,2009-11-01,2009,11,1
"2009-11","BT","K","IZ","IA","TT",188.8,2009-11-01,2009,11,1
"2009-11","BT","K","IZ","IA","BMF",66.4,2009-11-01,2009,11,1
"2009-11","BT","K","IZ","IA","BTF",351.69491525,2009-11-01,2009,11,1
"2009-11","BT","K","AZ","II","TT",245.2,2009-11-01,2009,11,1
"2009-11","BT","K","AZ","II","BMF",51.9,2009-11-01,2009,11,1
"2009-11","BT","K","AZ","II","BTF",211.6639478,2009-11-01,2009,11,1
"2009-11","BT","D","IZ","II","TT",9307.4,2009-11-01,2009,11,1
"2009-11","BT","D","IZ","II","BMF",1948,2009-11-01,2009,11,1
"2009-11","BT","D","IZ","II","BTF",209.29582913,2009-11-01,2009,11,1
"2009-11","BT","D","IZ","IA","TT",660.8,2009-11-01,2009,11,1
"2009-11","BT","D","IZ","IA","BMF",193,2009-11-01,2009,11,1
"2009-11","BT","D","IZ","IA","BTF",292.07021792,2009-11-01,2009,11,1
"2009-11","BT","D","AZ","II","TT",146.1,2009-11-01,2009,11,1
"2009-11","BT","D","AZ","II","BMF",32.1,2009-11-01,2009,11,1
"2009-11","BT","D","AZ","II","BTF",219.71252567,2009-11-01,2009,11,1
"2009-11","BT","EG","IZ","II","TT",NA,2009-11-01,2009,11,1
"2009-11","BT","EG","IZ","II","BMF",NA,2009-11-01,2009,11,1
"2009-11","BT","EG","IZ","II","BTF",NA,2009-11-01,2009,11,1
"2009-11","BT","EG","IZ","IA","TT",NA,2009-11-01,2009,11,1
"2009-11","BT","EG","IZ","IA","BMF",NA,2009-11-01,2009,11,1
"2009-11","BT","EG","IZ","IA","BTF",NA,2009-11-01,2009,11,1
"2009-11","BE","D","IZ","II","TT",NA,2009-11-01,2009,11,1
"2009-11","BE","D","IZ","II","BMF",NA,2009-11-01,2009,11,1
"2009-12","ZT","K","IZ","II","TT",8843.9,2009-12-01,2009,12,1
"2009-12","ZT","K","IZ","II","BMF",1493.1,2009-12-01,2009,12,1
"2009-12","ZT","K","IZ","II","BTF",168.82823189,2009-12-01,2009,12,1
"2009-12","ZT","K","IZ","IA","TT",5277.7,2009-12-01,2009,12,1
"2009-12","ZT","K","IZ","IA","BMF",986.1,2009-12-01,2009,12,1
"2009-12","ZT","K","IZ","IA","BTF",186.84275347,2009-12-01,2009,12,1
"2009-12","ZT","K","AZ","II","TT",2983.4,2009-12-01,2009,12,1
"2009-12","ZT","K","AZ","II","BMF",596.9,2009-12-01,2009,12,1
"2009-12","ZT","K","AZ","II","BTF",200.07374137,2009-12-01,2009,12,1
"2009-12","ZT","D","IZ","II","TT",35310.3,2009-12-01,2009,12,1
"2009-12","ZT","D","IZ","II","BMF",3099.6,2009-12-01,2009,12,1
"2009-12","ZT","D","IZ","II","BTF",87.78175207,2009-12-01,2009,12,1
"2009-12","ZT","D","IZ","IA","TT",676.5,2009-12-01,2009,12,1
"2009-12","ZT","D","IZ","IA","BMF",88.9,2009-12-01,2009,12,1
"2009-12","ZT","D","IZ","IA","BTF",131.41167775,2009-12-01,2009,12,1
"2009-12","ZT","D","AZ","II","TT",826,2009-12-01,2009,12,1
"2009-12","ZT","D","AZ","II","BMF",76.7,2009-12-01,2009,12,1
"2009-12","ZT","D","AZ","II","BTF",92.85714286,2009-12-01,2009,12,1
"2009-12","ZT","EG","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","ZT","EG","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","ZT","EG","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","ZT","EG","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","ZT","EG","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","ZT","EG","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","AZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","AZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","K","AZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","AZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","AZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","D","AZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","EG","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","EG","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","EG","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGT","EG","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","PGT","EG","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGT","EG","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","K","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGKL","K","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","K","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","K","AZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGKL","K","AZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","K","AZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","D","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGKL","D","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","D","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","D","AZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGKL","D","AZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","D","AZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","EG","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","PGKL","EG","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","PGKL","EG","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","K","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","K","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","K","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","K","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","K","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","K","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","K","AZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","K","AZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","K","AZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","D","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","D","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","D","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","D","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","D","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","D","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","D","AZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","D","AZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","D","AZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","EG","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","EG","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","EG","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","DG","EG","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","DG","EG","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","DG","EG","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","BT","K","IZ","II","TT",228.3,2009-12-01,2009,12,1
"2009-12","BT","K","IZ","II","BMF",77,2009-12-01,2009,12,1
"2009-12","BT","K","IZ","II","BTF",337.27551467,2009-12-01,2009,12,1
"2009-12","BT","K","IZ","IA","TT",196.7,2009-12-01,2009,12,1
"2009-12","BT","K","IZ","IA","BMF",72.2,2009-12-01,2009,12,1
"2009-12","BT","K","IZ","IA","BTF",367.05643111,2009-12-01,2009,12,1
"2009-12","BT","K","AZ","II","TT",295.4,2009-12-01,2009,12,1
"2009-12","BT","K","AZ","II","BMF",70.7,2009-12-01,2009,12,1
"2009-12","BT","K","AZ","II","BTF",239.33649289,2009-12-01,2009,12,1
"2009-12","BT","D","IZ","II","TT",9661.9,2009-12-01,2009,12,1
"2009-12","BT","D","IZ","II","BMF",2256.2,2009-12-01,2009,12,1
"2009-12","BT","D","IZ","II","BTF",233.51514712,2009-12-01,2009,12,1
"2009-12","BT","D","IZ","IA","TT",813.2,2009-12-01,2009,12,1
"2009-12","BT","D","IZ","IA","BMF",244.1,2009-12-01,2009,12,1
"2009-12","BT","D","IZ","IA","BTF",300.17215937,2009-12-01,2009,12,1
"2009-12","BT","D","AZ","II","TT",233,2009-12-01,2009,12,1
"2009-12","BT","D","AZ","II","BMF",63.2,2009-12-01,2009,12,1
"2009-12","BT","D","AZ","II","BTF",271.24463519,2009-12-01,2009,12,1
"2009-12","BT","EG","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","BT","EG","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2009-12","BT","EG","IZ","II","BTF",NA,2009-12-01,2009,12,1
"2009-12","BT","EG","IZ","IA","TT",NA,2009-12-01,2009,12,1
"2009-12","BT","EG","IZ","IA","BMF",NA,2009-12-01,2009,12,1
"2009-12","BT","EG","IZ","IA","BTF",NA,2009-12-01,2009,12,1
"2009-12","BE","D","IZ","II","TT",NA,2009-12-01,2009,12,1
"2009-12","BE","D","IZ","II","BMF",NA,2009-12-01,2009,12,1
"2010-01","ZT","K","IZ","II","TT",7071.2,2010-01-01,2010,1,1
"2010-01","ZT","K","IZ","II","BMF",1171.4,2010-01-01,2010,1,1
"2010-01","ZT","K","IZ","II","BTF",165.65787985,2010-01-01,2010,1,1
"2010-01","ZT","K","IZ","IA","TT",4781.2,2010-01-01,2010,1,1
"2010-01","ZT","K","IZ","IA","BMF",899.6,2010-01-01,2010,1,1
"2010-01","ZT","K","IZ","IA","BTF",188.15360161,2010-01-01,2010,1,1
"2010-01","ZT","K","AZ","II","TT",3020.1,2010-01-01,2010,1,1
"2010-01","ZT","K","AZ","II","BMF",649.2,2010-01-01,2010,1,1
"2010-01","ZT","K","AZ","II","BTF",214.95976954,2010-01-01,2010,1,1
"2010-01","ZT","D","IZ","II","TT",27054.8,2010-01-01,2010,1,1
"2010-01","ZT","D","IZ","II","BMF",2174.9,2010-01-01,2010,1,1
"2010-01","ZT","D","IZ","II","BTF",80.38869258,2010-01-01,2010,1,1
"2010-01","ZT","D","IZ","IA","TT",478.7,2010-01-01,2010,1,1
"2010-01","ZT","D","IZ","IA","BMF",61.4,2010-01-01,2010,1,1
"2010-01","ZT","D","IZ","IA","BTF",128.26404846,2010-01-01,2010,1,1
"2010-01","ZT","D","AZ","II","TT",637.9,2010-01-01,2010,1,1
"2010-01","ZT","D","AZ","II","BMF",62.8,2010-01-01,2010,1,1
"2010-01","ZT","D","AZ","II","BTF",98.44803261,2010-01-01,2010,1,1
"2010-01","ZT","EG","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","ZT","EG","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","ZT","EG","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","ZT","EG","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","ZT","EG","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","ZT","EG","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","AZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","AZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","K","AZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","AZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","AZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","D","AZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","EG","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","EG","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","EG","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGT","EG","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","PGT","EG","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGT","EG","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","K","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGKL","K","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","K","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","K","AZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGKL","K","AZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","K","AZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","D","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGKL","D","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","D","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","D","AZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGKL","D","AZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","D","AZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","EG","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","PGKL","EG","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","PGKL","EG","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","K","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","K","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","K","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","K","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","K","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","K","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","K","AZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","K","AZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","K","AZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","D","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","D","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","D","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","D","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","D","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","D","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","D","AZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","D","AZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","D","AZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","EG","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","EG","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","EG","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","DG","EG","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","DG","EG","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","DG","EG","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","BT","K","IZ","II","TT",217.1,2010-01-01,2010,1,1
"2010-01","BT","K","IZ","II","BMF",67,2010-01-01,2010,1,1
"2010-01","BT","K","IZ","II","BTF",308.61354215,2010-01-01,2010,1,1
"2010-01","BT","K","IZ","IA","TT",182.4,2010-01-01,2010,1,1
"2010-01","BT","K","IZ","IA","BMF",63.4,2010-01-01,2010,1,1
"2010-01","BT","K","IZ","IA","BTF",347.5877193,2010-01-01,2010,1,1
"2010-01","BT","K","AZ","II","TT",281.5,2010-01-01,2010,1,1
"2010-01","BT","K","AZ","II","BMF",67.1,2010-01-01,2010,1,1
"2010-01","BT","K","AZ","II","BTF",238.36589698,2010-01-01,2010,1,1
"2010-01","BT","D","IZ","II","TT",8226.3,2010-01-01,2010,1,1
"2010-01","BT","D","IZ","II","BMF",1752.2,2010-01-01,2010,1,1
"2010-01","BT","D","IZ","II","BTF",212.99976903,2010-01-01,2010,1,1
"2010-01","BT","D","IZ","IA","TT",683.2,2010-01-01,2010,1,1
"2010-01","BT","D","IZ","IA","BMF",198.6,2010-01-01,2010,1,1
"2010-01","BT","D","IZ","IA","BTF",290.69086651,2010-01-01,2010,1,1
"2010-01","BT","D","AZ","II","TT",196.8,2010-01-01,2010,1,1
"2010-01","BT","D","AZ","II","BMF",50.8,2010-01-01,2010,1,1
"2010-01","BT","D","AZ","II","BTF",258.1300813,2010-01-01,2010,1,1
"2010-01","BT","EG","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","BT","EG","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-01","BT","EG","IZ","II","BTF",NA,2010-01-01,2010,1,1
"2010-01","BT","EG","IZ","IA","TT",NA,2010-01-01,2010,1,1
"2010-01","BT","EG","IZ","IA","BMF",NA,2010-01-01,2010,1,1
"2010-01","BT","EG","IZ","IA","BTF",NA,2010-01-01,2010,1,1
"2010-01","BE","D","IZ","II","TT",NA,2010-01-01,2010,1,1
"2010-01","BE","D","IZ","II","BMF",NA,2010-01-01,2010,1,1
"2010-02","ZT","K","IZ","II","TT",7096.2,2010-02-01,2010,2,1
"2010-02","ZT","K","IZ","II","BMF",1164.8,2010-02-01,2010,2,1
"2010-02","ZT","K","IZ","II","BTF",164.14418985,2010-02-01,2010,2,1
"2010-02","ZT","K","IZ","IA","TT",4572.6,2010-02-01,2010,2,1
"2010-02","ZT","K","IZ","IA","BMF",883.5,2010-02-01,2010,2,1
"2010-02","ZT","K","IZ","IA","BTF",193.21611337,2010-02-01,2010,2,1
"2010-02","ZT","K","AZ","II","TT",3206.3,2010-02-01,2010,2,1
"2010-02","ZT","K","AZ","II","BMF",696.5,2010-02-01,2010,2,1
"2010-02","ZT","K","AZ","II","BTF",217.22858123,2010-02-01,2010,2,1
"2010-02","ZT","D","IZ","II","TT",26089.8,2010-02-01,2010,2,1
"2010-02","ZT","D","IZ","II","BMF",2074.8,2010-02-01,2010,2,1
"2010-02","ZT","D","IZ","II","BTF",79.52533174,2010-02-01,2010,2,1
"2010-02","ZT","D","IZ","IA","TT",476.5,2010-02-01,2010,2,1
"2010-02","ZT","D","IZ","IA","BMF",63.5,2010-02-01,2010,2,1
"2010-02","ZT","D","IZ","IA","BTF",133.2633788,2010-02-01,2010,2,1
"2010-02","ZT","D","AZ","II","TT",625,2010-02-01,2010,2,1
"2010-02","ZT","D","AZ","II","BMF",64.5,2010-02-01,2010,2,1
"2010-02","ZT","D","AZ","II","BTF",103.2,2010-02-01,2010,2,1
"2010-02","ZT","EG","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","ZT","EG","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","ZT","EG","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","ZT","EG","IZ","IA","TT",NA,2010-02-01,2010,2,1
"2010-02","ZT","EG","IZ","IA","BMF",NA,2010-02-01,2010,2,1
"2010-02","ZT","EG","IZ","IA","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","IZ","IA","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","IZ","IA","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","IZ","IA","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","AZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","AZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","K","AZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","IZ","IA","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","IZ","IA","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","IZ","IA","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","AZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","AZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","D","AZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","EG","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","EG","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","EG","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGT","EG","IZ","IA","TT",NA,2010-02-01,2010,2,1
"2010-02","PGT","EG","IZ","IA","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGT","EG","IZ","IA","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","K","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGKL","K","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","K","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","K","AZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGKL","K","AZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","K","AZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","D","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGKL","D","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","D","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","D","AZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGKL","D","AZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","D","AZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","EG","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","PGKL","EG","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","PGKL","EG","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","K","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","K","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","K","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","K","IZ","IA","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","K","IZ","IA","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","K","IZ","IA","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","K","AZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","K","AZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","K","AZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","D","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","D","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","D","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","D","IZ","IA","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","D","IZ","IA","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","D","IZ","IA","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","D","AZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","D","AZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","D","AZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","EG","IZ","II","TT",NA,2010-02-01,2010,2,1
"2010-02","DG","EG","IZ","II","BMF",NA,2010-02-01,2010,2,1
"2010-02","DG","EG","IZ","II","BTF",NA,2010-02-01,2010,2,1
"2010-02","DG","EG","IZ","IA","TT",NA,2010-02-01,2010,2,1
