"Date","Channel","Merchant category","Scaled Value","Scaled Number of Transactions"
"2019-01-01","All","Accommodation",5.68968876350554,1.6715031802711
"2019-01-01","All","Entertainment and sports",0.828483653412413,0.997552173508141
"2019-01-01","All","Food and beverage services",4.61296232387552,6.50081129711692
"2019-01-01","All","Human health services",0.124914622411124,0.0676024283852706
"2019-01-01","All","Motor vehicles",0.0113622030552901,0.0184895530626381
"2019-01-01","All","Other",0.0952157703728362,0.0797701857316391
"2019-01-01","All","Personal services",0.152084977727843,0.141084806549652
"2019-01-01","All","Professional services",0.703539656924489,0.590136231298871
"2019-01-01","All","Retail: Fuel stations",2.73486243997655,5.53945650230678
"2019-01-01","All","Transport services",2.87603471125375,5.17802652571102
"2019-01-01","E-comm","Retail: Food, beverage, tobacco",0.0526764955071466,0.0409217314106917
"2019-01-01","E-comm","Retail: Other goods",0.957647127754721,0.592651354325774
"2019-01-01","POS","Retail: Food, beverage, tobacco",1.35038542285769,5.01430561191924
"2019-01-01","POS","Retail: Other goods",2.02593038237283,1.50366970044885
"2019-01-02","All","Accommodation",5.96147170617533,1.36584775620437
"2019-01-02","All","Entertainment and sports",1.48316045188647,1.62378381905797
"2019-01-02","All","Food and beverage services",3.71415020707706,7.01783901989054
"2019-01-02","All","Human health services",0.410520368878098,0.168411278355463
"2019-01-02","All","Motor vehicles",0.110415282834433,0.0713411247766129
"2019-01-02","All","Other",0.280973684426011,0.114166192531988
"2019-01-02","All","Personal services",0.304867171744408,0.313608650935592
"2019-01-02","All","Professional services",1.52858636713029,1.08357617865803
"2019-01-02","All","Retail: Fuel stations",3.87174084857216,7.11722036760222
"2019-01-02","All","Transport services",2.70785649881987,5.1323124652896
"2019-01-02","E-comm","Retail: Food, beverage, tobacco",0.131130797359883,0.0898986541372754
"2019-01-02","E-comm","Retail: Other goods",1.75207494409772,0.852728670567147
"2019-01-02","POS","Retail: Food, beverage, tobacco",10.3328375193325,21.7800137448075
"2019-01-02","POS","Retail: Other goods",18.0371762208511,13.2063332157343
"2019-01-03","All","Accommodation",4.54632686450582,1.66086488963028
"2019-01-03","All","Entertainment and sports",1.35952806020657,1.28951037352296
"2019-01-03","All","Food and beverage services",4.11370383624072,8.61738928870281
"2019-01-03","All","Human health services",0.857363453903025,0.316089785813483
"2019-01-03","All","Motor vehicles",0.459013339523676,0.203385083689019
"2019-01-03","All","Other",0.490293723811631,0.152708753511826
"2019-01-03","All","Personal services",0.841641994524172,0.767078535056397
"2019-01-03","All","Professional services",2.51753087470601,1.6762275329838
"2019-01-03","All","Retail: Fuel stations",4.0200448175339,7.04700085174301
"2019-01-03","All","Transport services",3.43100269999105,6.51688769159969
"2019-01-03","E-comm","Retail: Food, beverage, tobacco",0.332316081497998,0.189483930743029
"2019-01-03","E-comm","Retail: Other goods",2.1184476967777,1.53398712936773
"2019-01-03","POS","Retail: Food, beverage, tobacco",17.2486432229057,35.056566476401
"2019-01-03","POS","Retail: Other goods",27.0593351378021,21.2726046682043
"2019-01-04","All","Accommodation",5.01185987455566,1.68934695850251
"2019-01-04","All","Entertainment and sports",1.3233578143544,1.38692040859193
"2019-01-04","All","Food and beverage services",4.88242763583007,9.60814383240852
"2019-01-04","All","Human health services",0.965337633866305,0.328597424649973
"2019-01-04","All","Motor vehicles",0.588552078368267,0.239650438685039
"2019-01-04","All","Other",0.415578674188414,0.151689109041459
"2019-01-04","All","Personal services",1.02146529948594,0.923729913853638
"2019-01-04","All","Professional services",2.37007444243187,1.46380160165753
"2019-01-04","All","Retail: Fuel stations",4.37651730411357,7.60495030592733
"2019-01-04","All","Transport services",2.61321348965846,6.37539502726189
"2019-01-04","E-comm","Retail: Food, beverage, tobacco",0.382924259794705,0.208075448252703
"2019-01-04","E-comm","Retail: Other goods",1.80734043102559,0.878661628263457
"2019-01-04","POS","Retail: Food, beverage, tobacco",20.308458660737,37.6294353684757
"2019-01-04","POS","Retail: Other goods",27.4825368372207,21.9028129271885
"2019-01-05","All","Accommodation",4.73314828774488,1.21279912120242
"2019-01-05","All","Entertainment and sports",1.20695516970378,1.39524750509992
"2019-01-05","All","Food and beverage services",4.71529814568514,8.35231571455665
"2019-01-05","All","Human health services",0.842559275553578,0.225579344993988
"2019-01-05","All","Motor vehicles",0.16316156184359,0.0711371958825397
"2019-01-05","All","Other",0.189333335609847,0.113520417700756
"2019-01-05","All","Personal services",0.9015113912149,0.806198894569442
"2019-01-05","All","Professional services",1.34126915991319,0.968492306102708
"2019-01-05","All","Retail: Fuel stations",3.97738826565821,7.01138127157823
"2019-01-05","All","Transport services",1.97227724286731,5.54523448763885
"2019-01-05","E-comm","Retail: Food, beverage, tobacco",0.234139113614892,0.135850631601773
"2019-01-05","E-comm","Retail: Other goods",1.24626141643114,0.637923568810027
"2019-01-05","POS","Retail: Food, beverage, tobacco",25.2535750289755,41.3828486283403
"2019-01-05","POS","Retail: Other goods",29.4923074947595,23.5218723935338
"2019-01-06","All","Accommodation",3.77743884264148,0.95200805383179
"2019-01-06","All","Entertainment and sports",1.07804343679957,1.19322194737139
"2019-01-06","All","Food and beverage services",2.89546873517602,5.61025381669919
"2019-01-06","All","Human health services",0.100188091600456,0.0692678476868685
"2019-01-06","All","Motor vehicles",0.015981906132598,0.0250492658219932
"2019-01-06","All","Other",0.133537129876695,0.0861599577459331
"2019-01-06","All","Personal services",0.162996904890221,0.150295594931959
"2019-01-06","All","Professional services",0.927082560857313,0.689279661967465
"2019-01-06","All","Retail: Fuel stations",3.70455498729864,7.25718356523447
"2019-01-06","All","Transport services",1.94561540251431,4.12996796277074
"2019-01-06","E-comm","Retail: Food, beverage, tobacco",0.131771254833893,0.0872815666633358
"2019-01-06","E-comm","Retail: Other goods",1.51116217072227,0.771632947024032
"2019-01-06","POS","Retail: Food, beverage, tobacco",1.70120138094423,6.43065975755574
"2019-01-06","POS","Retail: Other goods",2.21412280080103,1.77074857538673
"2019-01-07","All","Accommodation",2.47129555699133,1.36785305699609
"2019-01-07","All","Entertainment and sports",1.15830633357296,0.654679726273043
"2019-01-07","All","Food and beverage services",2.60364967637196,8.11229140623247
"2019-01-07","All","Human health services",0.884310427608904,0.339371667886841
"2019-01-07","All","Motor vehicles",0.48579970544235,0.1813267749801
"2019-01-07","All","Other",0.543251460146354,0.172659796981988
"2019-01-07","All","Personal services",0.521482363549356,0.464108174761624
"2019-01-07","All","Professional services",2.83478805240813,1.70256834846826
"2019-01-07","All","Retail: Fuel stations",3.86681852710625,7.06487861812343
"2019-01-07","All","Transport services",2.15953081082003,5.46852323531831
"2019-01-07","E-comm","Retail: Food, beverage, tobacco",0.413020834718218,0.225137499056829
"2019-01-07","E-comm","Retail: Other goods",2.28297714448941,1.2653787877243
"2019-01-07","POS","Retail: Food, beverage, tobacco",15.818534965707,37.7055688222631
"2019-01-07","POS","Retail: Other goods",16.4748041320621,15.3900717897683
"2019-01-08","All","Accommodation",2.30558272676152,1.43599929576555
"2019-01-08","All","Entertainment and sports",1.08607014118358,0.690979069418075
"2019-01-08","All","Food and beverage services",3.07748073584721,8.88766304964785
"2019-01-08","All","Human health services",1.04080806836067,0.390761749193291
"2019-01-08","All","Motor vehicles",0.583072624532487,0.175786706691111
"2019-01-08","All","Other",0.528966977001837,0.17762206673777
"2019-01-08","All","Personal services",0.886598245652941,0.737440869117756
"2019-01-08","All","Professional services",2.34223162791396,1.47916424501105
"2019-01-08","All","Retail: Fuel stations",3.7819830487415,6.99034260733967
"2019-01-08","All","Transport services",1.59841827508208,5.52796850794065
"2019-01-08","E-comm","Retail: Food, beverage, tobacco",0.346567752298894,0.191523219683761
"2019-01-08","E-comm","Retail: Other goods",2.08339151986419,1.01774113402139
"2019-01-08","POS","Retail: Food, beverage, tobacco",14.2912367855766,35.3198726667985
"2019-01-08","POS","Retail: Other goods",16.8809682834492,15.0184453684689
"2019-01-09","All","Accommodation",2.28979039131067,1.48575794591942
"2019-01-09","All","Entertainment and sports",0.99586205762796,0.762592099386786
"2019-01-09","All","Food and beverage services",3.42478855745742,9.44483077640488
"2019-01-09","All","Human health services",1.16086744683708,0.393922647051426
"2019-01-09","All","Motor vehicles",0.592910688548293,0.179253497890356
"2019-01-09","All","Other",0.564851055671465,0.179525403082453
"2019-01-09","All","Personal services",0.889302442508331,0.748860887185856
"2019-01-09","All","Professional services",2.31091367331634,1.42104451020018
"2019-01-09","All","Retail: Fuel stations",3.91112132740188,7.20463788686161
"2019-01-09","All","Transport services",1.6346047880873,5.92882473739057
"2019-01-09","E-comm","Retail: Food, beverage, tobacco",0.320455302341389,0.169940745061012
"2019-01-09","E-comm","Retail: Other goods",1.93147177474487,0.97053159504344
"2019-01-09","POS","Retail: Food, beverage, tobacco",14.3247870212022,35.546811537753
"2019-01-09","POS","Retail: Other goods",17.7436731984246,15.9978478704045
"2019-01-10","All","Accommodation",2.81533285847396,1.63799086534507
"2019-01-10","All","Entertainment and sports",1.04720691396141,0.706919511304798
"2019-01-10","All","Food and beverage services",3.91150494477789,10.3997957992007
"2019-01-10","All","Human health services",1.11971013593658,0.387906744676266
"2019-01-10","All","Motor vehicles",0.620462198063538,0.175786706691111
"2019-01-10","All","Other",0.57656329621894,0.179083557145295
"2019-01-10","All","Personal services",0.964083007170192,0.793011492752707
"2019-01-10","All","Professional services",2.24418342664775,1.35344208181491
"2019-01-10","All","Retail: Fuel stations",4.04525964097359,7.52283493791385
"2019-01-10","All","Transport services",1.76549121787746,6.53068688009865
"2019-01-10","E-comm","Retail: Food, beverage, tobacco",0.395534722095251,0.196349536843493
"2019-01-10","E-comm","Retail: Other goods",1.94438963298017,1.16603142816163
"2019-01-10","POS","Retail: Food, beverage, tobacco",14.6331684188363,35.9768295990554
"2019-01-10","POS","Retail: Other goods",17.6499413143069,15.9816695114747
"2019-01-11","All","Accommodation",3.32147469754579,1.76510654265071
"2019-01-11","All","Entertainment and sports",1.02013943252785,0.894024271616973
"2019-01-11","All","Food and beverage services",5.33691872638593,12.188762022458
"2019-01-11","All","Human health services",1.30454143708126,0.405546594013599
"2019-01-11","All","Motor vehicles",0.772264556524259,0.221330826367462
"2019-01-11","All","Other",0.438696511224725,0.177418137843697
"2019-01-11","All","Personal services",1.1746462697975,0.983752985009187
"2019-01-11","All","Professional services",2.36454392367655,1.38991136570501
"2019-01-11","All","Retail: Fuel stations",4.71643497845642,8.64107902856432
"2019-01-11","All","Transport services",1.93918704577602,7.00794846852799
"2019-01-11","E-comm","Retail: Food, beverage, tobacco",0.358691574531461,0.179219509741343
"2019-01-11","E-comm","Retail: Other goods",1.59878103181189,0.823124992777518
"2019-01-11","POS","Retail: Food, beverage, tobacco",21.8863401093518,43.0822560789504
"2019-01-11","POS","Retail: Other goods",21.2944664028602,18.7574136650033
"2019-01-12","All","Accommodation",3.05619476664697,1.26150413873691
"2019-01-12","All","Entertainment and sports",1.24282636466288,1.34276980302508
"2019-01-12","All","Food and beverage services",5.58902113549999,10.0214397243969
"2019-01-12","All","Human health services",1.06713597781765,0.275881805532047
"2019-01-12","All","Motor vehicles",0.191304261367144,0.0990754543705701
"2019-01-12","All","Other",0.218996880798857,0.153252563896021
"2019-01-12","All","Personal services",1.07938015896909,0.942253455065288
"2019-01-12","All","Professional services",1.36106732683687,1.011079456815
"2019-01-12","All","Retail: Fuel stations",4.4086241568938,7.90785268992408
"2019-01-12","All","Transport services",2.18946751416837,6.75184776572105
"2019-01-12","E-comm","Retail: Food, beverage, tobacco",0.192035175020332,0.120929834185416
"2019-01-12","E-comm","Retail: Other goods",1.17700779519703,0.637617675468917
"2019-01-12","POS","Retail: Food, beverage, tobacco",27.9277048205797,44.827581518876
"2019-01-12","POS","Retail: Other goods",31.8119295147313,25.611327842208
"2019-01-13","All","Accommodation",3.08741929672116,1.03731830785242
"2019-01-13","All","Entertainment and sports",1.26596113065987,1.42644862589312
"2019-01-13","All","Food and beverage services",3.20355032612489,6.2904586428804
"2019-01-13","All","Human health services",0.12360653419035,0.0755216671051138
"2019-01-13","All","Motor vehicles",0.0120002639241808,0.0138331766479664
"2019-01-13","All","Other",0.129928684511243,0.0970701535788501
"2019-01-13","All","Personal services",0.17214945368936,0.160865909274754
"2019-01-13","All","Professional services",0.863695159316225,0.696994971793235
"2019-01-13","All","Retail: Fuel stations",3.4748487825385,7.11976947877814
"2019-01-13","All","Transport services",1.3401553964242,4.07575686509628
"2019-01-13","E-comm","Retail: Food, beverage, tobacco",0.124392605005481,0.086635791832104
"2019-01-13","E-comm","Retail: Other goods",1.62976021922703,0.843449905886815
"2019-01-13","POS","Retail: Food, beverage, tobacco",1.57384864750233,6.19369438264266
"2019-01-13","POS","Retail: Other goods",2.00770915812169,1.74505353473351
"2019-01-14","All","Accommodation",2.28175836505353,1.45659611406695
"2019-01-14","All","Entertainment and sports",1.06149058648949,0.665182064317814
"2019-01-14","All","Food and beverage services",2.78222442055482,8.74114013925624
"2019-01-14","All","Human health services",0.819428962072968,0.351097579296051
"2019-01-14","All","Motor vehicles",0.463559162940549,0.15015964233591
"2019-01-14","All","Other",0.367068476964535,0.176500457820367
"2019-01-14","All","Personal services",0.480653297481739,0.435762058485447
"2019-01-14","All","Professional services",2.53086444994504,1.48528211183325
"2019-01-14","All","Retail: Fuel stations",3.86750191200726,7.28213086660943
"2019-01-14","All","Transport services",1.57495687765304,5.46424072854277
"2019-01-14","E-comm","Retail: Food, beverage, tobacco",0.398763661907203,0.209366997915167
"2019-01-14","E-comm","Retail: Other goods",2.21322760221651,1.21864508283252
"2019-01-14","POS","Retail: Food, beverage, tobacco",14.7046605514885,37.2115850645197
"2019-01-14","POS","Retail: Other goods",15.2672049178086,14.5410818155925
"2019-01-15","All","Accommodation",2.40032479951723,1.59214085232761
"2019-01-15","All","Entertainment and sports",0.96369622173284,0.676670058683938
"2019-01-15","All","Food and beverage services",3.56834221227885,9.87770384222429
"2019-01-15","All","Human health services",1.08286831982008,0.399020869403256
"2019-01-15","All","Motor vehicles",0.538926766627996,0.180341118658746
"2019-01-15","All","Other",0.364111395192795,0.171130330276439
"2019-01-15","All","Personal services",0.877853440837886,0.734178006812585
"2019-01-15","All","Professional services",2.25012399592378,1.38114242325986
"2019-01-15","All","Retail: Fuel stations",4.00397697039484,7.62323593009589
"2019-01-15","All","Transport services",1.71953465431675,5.91478763184853
"2019-01-15","E-comm","Retail: Food, beverage, tobacco",0.294056109546188,0.163822878238816
"2019-01-15","E-comm","Retail: Other goods",1.97002106236046,0.973420587709477
"2019-01-15","POS","Retail: Food, beverage, tobacco",14.2706231111046,36.1124083254651
"2019-01-15","POS","Retail: Other goods",16.0873251751459,14.3972099808239
"2019-01-16","All","Accommodation",2.50676589233204,1.68635600138944
"2019-01-16","All","Entertainment and sports",0.97109581835992,0.754876789561016
"2019-01-16","All","Food and beverage services",4.02318157811724,10.5781995933658
"2019-01-16","All","Human health services",1.10840196222906,0.404696890288294
"2019-01-16","All","Motor vehicles",0.541125291551223,0.190469587064382
"2019-01-16","All","Other",0.337642638192784,0.178505758612087
"2019-01-16","All","Personal services",0.911679983104091,0.75416303843176
"2019-01-16","All","Professional services",2.23416523347788,1.36241495315413
"2019-01-16","All","Retail: Fuel stations",4.22037123201837,7.97681464426984
"2019-01-16","All","Transport services",1.84184234992896,6.31574582574548
"2019-01-16","E-comm","Retail: Food, beverage, tobacco",0.292016210903318,0.167697527226207
"2019-01-16","E-comm","Retail: Other goods",1.7728649413509,0.898782612478681
"2019-01-16","POS","Retail: Food, beverage, tobacco",14.1499893031916,36.1173366070718
"2019-01-16","POS","Retail: Other goods",16.9328527753688,15.486632121112
"2019-01-17","All","Accommodation",3.05157300374238,1.78750473284975
"2019-01-17","All","Entertainment and sports",0.961530826350973,0.734313959408633
"2019-01-17","All","Food and beverage services",4.32921821875559,10.9991428188819
"2019-01-17","All","Human health services",1.10603965362524,0.391985322557731
"2019-01-17","All","Motor vehicles",0.558473603295836,0.164298712324987
"2019-01-17","All","Other",0.345524391043296,0.171572176213598
"2019-01-17","All","Personal services",1.02743769035217,0.843178000694718
"2019-01-17","All","Professional services",2.06955910223439,1.30596063764487
"2019-01-17","All","Retail: Fuel stations",4.13344970469811,7.85901171979354
"2019-01-17","All","Transport services",1.62909702533255,6.30085901647813
"2019-01-17","E-comm","Retail: Food, beverage, tobacco",0.352642249508076,0.18040909495677
"2019-01-17","E-comm","Retail: Other goods",1.73721255017358,1.0684514523476
"2019-01-17","POS","Retail: Food, beverage, tobacco",15.0211398467763,36.5026942405722
"2019-01-17","POS","Retail: Other goods",16.8074248565318,15.2196212224721
"2019-01-18","All","Accommodation",3.76613333182854,1.9032343802363
"2019-01-18","All","Entertainment and sports",1.02464633069163,0.921350743422783
"2019-01-18","All","Food and beverage services",5.67222931507254,12.6448829822018
"2019-01-18","All","Human health services",1.2195765146279,0.404153079904099
"2019-01-18","All","Motor vehicles",0.646750571368087,0.216708438101803
"2019-01-18","All","Other",0.347628606422251,0.180884929042941
"2019-01-18","All","Personal services",1.17357862529297,0.998197948339373
"2019-01-18","All","Professional services",2.31682363105279,1.4280460688967
"2019-01-18","All","Retail: Fuel stations",4.83661047871651,9.00726734602179
"2019-01-18","All","Transport services",2.08040930898289,7.12938812494859
"2019-01-18","E-comm","Retail: Food, beverage, tobacco",0.342835909181933,0.183705945410954
"2019-01-18","E-comm","Retail: Other goods",1.4977546061742,0.760620786744078
"2019-01-18","POS","Retail: Food, beverage, tobacco",21.4622075833857,42.8061023682262
"2019-01-18","POS","Retail: Other goods",20.5587814887333,17.5437648400756
"2019-01-19","All","Accommodation",3.30455645502347,1.5079861953734
"2019-01-19","All","Entertainment and sports",1.1126440472752,1.3082718317777
"2019-01-19","All","Food and beverage services",5.87562218189147,10.4819451553632
"2019-01-19","All","Human health services",0.917448415825806,0.25956749400619
"2019-01-19","All","Motor vehicles",0.215895732514464,0.15107732235924
"2019-01-19","All","Other",0.187583868696866,0.140574984314469
"2019-01-19","All","Personal services",1.10438014947274,0.946433997393789
"2019-01-19","All","Professional services",1.3368719025176,1.05767720911073
"2019-01-19","All","Retail: Fuel stations",4.6215516234793,8.29650717387861
"2019-01-19","All","Transport services",2.78060963345111,7.32193098910272
"2019-01-19","E-comm","Retail: Food, beverage, tobacco",0.173514382961294,0.111311188014963
"2019-01-19","E-comm","Retail: Other goods",1.03274569293739,0.558085406780364
"2019-01-19","POS","Retail: Food, beverage, tobacco",26.9505459162971,43.869353633775
"2019-01-19","POS","Retail: Other goods",29.7463033628948,23.8667501415606
"2019-01-20","All","Accommodation",3.71397724815824,1.30483902872746
"2019-01-20","All","Entertainment and sports",1.10844111461139,1.27965381030942
"2019-01-20","All","Food and beverage services",3.61560580281852,6.92240029746428
"2019-01-20","All","Human health services",0.0767773165805362,0.0748079159758575
"2019-01-20","All","Motor vehicles",0.0217029510789025,0.0524777020748405
"2019-01-20","All","Other",0.142640411210133,0.102950103357961
"2019-01-20","All","Personal services",0.158775703986404,0.161409719658949
"2019-01-20","All","Professional services",0.865830213363997,0.702535040082224
"2019-01-20","All","Retail: Fuel stations",3.84726880433061,7.77050657976577
"2019-01-20","All","Transport services",2.12657439676911,4.91478831161151
"2019-01-20","E-comm","Retail: Food, beverage, tobacco",0.125983790247992,0.0858200762558111
"2019-01-20","E-comm","Retail: Other goods",1.46294647789057,0.778192659783387
"2019-01-20","POS","Retail: Food, beverage, tobacco",1.66836460918026,6.62483405286245
"2019-01-20","POS","Retail: Other goods",2.41406698026506,1.97596901912241
"2019-01-21","All","Accommodation",2.57975836244546,1.54431952666744
"2019-01-21","All","Entertainment and sports",0.901739695264689,0.61589924825012
"2019-01-21","All","Food and beverage services",2.92981302246848,9.01977498485828
"2019-01-21","All","Human health services",0.838453417145173,0.339711549376963
"2019-01-21","All","Motor vehicles",0.450639154809479,0.187784523292418
"2019-01-21","All","Other",0.3950800915865,0.174529145177659
"2019-01-21","All","Personal services",0.486075730129372,0.439670695621851
"2019-01-21","All","Professional services",2.37711053436905,1.48167936803795
"2019-01-21","All","Retail: Fuel stations",4.00792182158186,7.55814862473753
"2019-01-21","All","Transport services",1.78998371158295,5.6253105667116
"2019-01-21","E-comm","Retail: Food, beverage, tobacco",0.345120022669691,0.195941679055347
"2019-01-21","E-comm","Retail: Other goods",2.00702899610633,1.09319482482848
"2019-01-21","POS","Retail: Food, beverage, tobacco",14.7381744229391,37.0027958651377
"2019-01-21","POS","Retail: Other goods",14.8237686931136,14.3116618097602
"2019-01-22","All","Accommodation",2.56347610138465,1.6790145612028
"2019-01-22","All","Entertainment and sports",0.829880153649174,0.656515086319702
"2019-01-22","All","Food and beverage services",3.70680769821049,10.0058391640003
"2019-01-22","All","Human health services",1.01208415293541,0.384711858669119
"2019-01-22","All","Motor vehicles",0.508786794354916,0.185167435818479
"2019-01-22","All","Other",0.502606689879615,0.185405352861564
"2019-01-22","All","Personal services",0.856623384591717,0.719427150141289
"2019-01-22","All","Professional services",2.02573723244748,1.26836974483737
"2019-01-22","All","Retail: Fuel stations",3.98276779045896,7.54363568510932
"2019-01-22","All","Transport services",1.67962516798312,5.94146832882311
"2019-01-22","E-comm","Retail: Food, beverage, tobacco",0.314117444858512,0.175446825200989
"2019-01-22","E-comm","Retail: Other goods",1.77027779046025,0.892800698252533
"2019-01-22","POS","Retail: Food, beverage, tobacco",13.806979718459,35.2919683964595
"2019-01-22","POS","Retail: Other goods",15.2277237815639,14.0678308287466
"2019-01-23","All","Accommodation",2.78050178622073,1.74100894500106
"2019-01-23","All","Entertainment and sports",0.860679376383141,0.759295248932602
"2019-01-23","All","Food and beverage services",4.08662542127531,10.6032148710388
"2019-01-23","All","Human health services",1.07023646821044,0.397253485654622
"2019-01-23","All","Motor vehicles",0.56574694739178,0.191285302640675
"2019-01-23","All","Other",0.482585274489822,0.196553465737567
"2019-01-23","All","Personal services",0.920954347582076,0.782203261366827
"2019-01-23","All","Professional services",2.04791673592314,1.29199150840085
"2019-01-23","All","Retail: Fuel stations",4.16064912472594,7.8349481102929
"2019-01-23","All","Transport services",1.63592483583754,6.11895444296483
"2019-01-23","E-comm","Retail: Food, beverage, tobacco",0.282842022169717,0.156889295840326
"2019-01-23","E-comm","Retail: Other goods",1.72770454802461,0.892630757507472
"2019-01-23","POS","Retail: Food, beverage, tobacco",14.4102457422107,36.0184990697444
"2019-01-23","POS","Retail: Other goods",16.937131036621,15.4877537300294
"2019-01-24","All","Accommodation",3.36456011250918,1.85891383392439
"2019-01-24","All","Entertainment and sports",0.856584357522074,0.73703301132961
"2019-01-24","All","Food and beverage services",4.49653108835239,11.3299834613667
"2019-01-24","All","Human health services",1.13128813526919,0.392869014432048
"2019-01-24","All","Motor vehicles",0.567734343935242,0.177656054886782
"2019-01-24","All","Other",0.512828774621637,0.194174295306712
"2019-01-24","All","Personal services",1.05477984544536,0.837434003511655
"2019-01-24","All","Professional services",2.0953562223977,1.28815084756247
"2019-01-24","All","Retail: Fuel stations",4.29420917116008,8.07826926907126
"2019-01-24","All","Transport services",1.82133852377434,6.47780132023566
"2019-01-24","E-comm","Retail: Food, beverage, tobacco",0.334649309726621,0.178403794165051
"2019-01-24","E-comm","Retail: Other goods",1.71167245024525,1.0133226746498
"2019-01-24","POS","Retail: Food, beverage, tobacco",15.2755348671447,36.7658644783737
"2019-01-24","POS","Retail: Other goods",17.637363484213,15.7131291461293
"2019-01-25","All","Accommodation",4.0540720089065,2.06291070429563
"2019-01-25","All","Entertainment and sports",0.964674596612688,0.949798824145997
"2019-01-25","All","Food and beverage services",6.12028100962567,13.4547186087155
"2019-01-25","All","Human health services",1.25439979399848,0.427876807914616
"2019-01-25","All","Motor vehicles",0.770400894510148,0.25555689242275
"2019-01-25","All","Other",0.920436958913773,0.194922034584981
"2019-01-25","All","Personal services",1.30545862412615,1.10648419109225
"2019-01-25","All","Professional services",2.36214693870291,1.44500615525379
"2019-01-25","All","Retail: Fuel stations",5.54095199193854,9.93976620232058
"2019-01-25","All","Transport services",2.17876872038873,7.28396622665609
"2019-01-25","E-comm","Retail: Food, beverage, tobacco",0.369336385955585,0.193222627134371
"2019-01-25","E-comm","Retail: Other goods",1.5602234500629,0.745598024880685
"2019-01-25","POS","Retail: Food, beverage, tobacco",22.8039628821161,44.2071278586582
"2019-01-25","POS","Retail: Other goods",22.1698191820569,20.1676159556686
"2019-01-26","All","Accommodation",3.78075926854625,1.57331141777485
"2019-01-26","All","Entertainment and sports",1.22422355153484,1.52854902552578
"2019-01-26","All","Food and beverage services",6.39997754240026,11.3206367203883
"2019-01-26","All","Human health services",0.94882127304398,0.281523838268073
"2019-01-26","All","Motor vehicles",0.242444893266623,0.152844706107874
"2019-01-26","All","Other",0.315991973832111,0.141390699890762
"2019-01-26","All","Personal services",1.23750814126172,1.04639314363868
"2019-01-26","All","Professional services",1.52700795594971,1.12004546254812
"2019-01-26","All","Retail: Fuel stations",5.21943642287701,9.12785729871708
"2019-01-26","All","Transport services",2.88711089985133,7.13424843025734
"2019-01-26","E-comm","Retail: Food, beverage, tobacco",0.202244282067312,0.120657928993319
"2019-01-26","E-comm","Retail: Other goods",1.0942021238879,0.569981258934635
"2019-01-26","POS","Retail: Food, beverage, tobacco",29.0843055075196,45.8508627211864
"2019-01-26","POS","Retail: Other goods",33.6307086482909,27.413481467282
"2019-01-27","All","Accommodation",3.94444995537439,1.36034167606439
"2019-01-27","All","Entertainment and sports",1.20044613900787,1.52399461355814
"2019-01-27","All","Food and beverage services",3.88057076028111,7.41057208172654
"2019-01-27","All","Human health services",0.0993945607644876,0.0863978747890186
"2019-01-27","All","Motor vehicles",0.0198497095978361,0.0481272190012786
"2019-01-27","All","Other",0.150550285010586,0.0991774188176067
"2019-01-27","All","Personal services",0.220674214596964,0.184963506924406
"2019-01-27","All","Professional services",1.01065520454502,0.760518822297041
"2019-01-27","All","Retail: Fuel stations",4.08693602443162,8.13975383063434
"2019-01-27","All","Transport services",2.337460002785,4.85612476641645
"2019-01-27","E-comm","Retail: Food, beverage, tobacco",0.144968901052817,0.092685682356276
"2019-01-27","E-comm","Retail: Other goods",1.61133175912143,0.805349190844136
"2019-01-27","POS","Retail: Food, beverage, tobacco",1.89064845739672,7.11898775135086
"2019-01-27","POS","Retail: Other goods",2.65884660159651,2.15450876588351
"2019-01-28","All","Accommodation",2.5233551107332,1.53697808648081
"2019-01-28","All","Entertainment and sports",1.3181053292051,0.881720561674555
"2019-01-28","All","Food and beverage services",3.12491864808116,9.38660907714698
"2019-01-28","All","Human health services",0.818597297020244,0.358880865419845
"2019-01-28","All","Motor vehicles",0.444701937647799,0.173169619217171
"2019-01-28","All","Other",0.628448794555988,0.190231670021297
"2019-01-28","All","Personal services",0.508909608619229,0.466317404447417
"2019-01-28","All","Professional services",2.59797471516593,1.7079724641612
"2019-01-28","All","Retail: Fuel stations",4.24119312135014,7.904861732811
"2019-01-28","All","Transport services",1.87213544647228,5.77115371412296
"2019-01-28","E-comm","Retail: Food, beverage, tobacco",0.369541217372879,0.202093534026556
"2019-01-28","E-comm","Retail: Other goods",2.11760012876192,1.15831611833586
"2019-01-28","POS","Retail: Food, beverage, tobacco",15.1767508415344,37.5953452550165
"2019-01-28","POS","Retail: Other goods",16.8800144385277,16.0043396068659
"2019-01-29","All","Accommodation",2.50174478139333,1.66616704087619
"2019-01-29","All","Entertainment and sports",1.03228178928987,0.777614861250179
"2019-01-29","All","Food and beverage services",3.90367095172483,10.4544827309614
"2019-01-29","All","Human health services",1.0636800849833,0.401875873920282
"2019-01-29","All","Motor vehicles",0.535816090663446,0.198660730976323
"2019-01-29","All","Other",0.511372793935267,0.176092600032221
"2019-01-29","All","Personal services",0.906408352525983,0.756610185160638
"2019-01-29","All","Professional services",2.39527682467146,1.34966939727456
"2019-01-29","All","Retail: Fuel stations",4.34301803942296,8.17397989668962
