"Date","Cardholder origin","Merchant category","Scaled Value","Scaled Number of Transactions"
"2019-01-04","Foreign","Food and beverage services",0.845784264099901,1.39514554065289
"2019-01-04","Foreign","Human health services",0.120522800453289,0.0294337370445673
"2019-01-04","Foreign","Other",0.0334363812183743,0.00873495429613602
"2019-01-04","Foreign","Other",0.0688040502250583,0.016960086357089
"2019-01-04","Foreign","Personal services",0.0461674295670356,0.0489089464285593
"2019-01-04","Foreign","Professional services",0.701453275107159,0.300013391330711
"2019-01-04","Foreign","Retail: Food, beverage, tobacco",0.718685985898947,1.67446014923516
"2019-01-04","Foreign","Retail: Fuel stations",0.321529815547519,0.566344526990329
"2019-01-04","Foreign","Retail: Other goods",3.69755490317858,1.58160452613383
"2019-01-04","Foreign","Transport services",0.608439260375235,0.894466117554131
"2019-01-05","Domestic","Accommodation",2.33847138972556,0.775711524905496
"2019-01-05","Domestic","Entertainment and sports",1.07924763297161,1.27204046493069
"2019-01-05","Domestic","Food and beverage services",3.89369840761685,6.94170556610321
"2019-01-05","Domestic","Human health services",0.784529880275437,0.209231045319118
"2019-01-05","Domestic","Other",0.153206608503906,0.0678063572793438
"2019-01-05","Domestic","Other",0.159635204119504,0.104275641169437
"2019-01-05","Domestic","Personal services",0.859743948510396,0.761300549724322
"2019-01-05","Domestic","Professional services",0.947259426634077,0.746651657500063
"2019-01-05","Domestic","Retail: Food, beverage, tobacco",24.7689303031478,39.9411393235407
"2019-01-05","Domestic","Retail: Fuel stations",3.63637207289782,6.41509318530815
"2019-01-05","Domestic","Retail: Other goods",27.6019078222047,22.6475612483439
"2019-01-05","Domestic","Transport services",1.46166999979484,4.86050923763902
"2019-01-05","Foreign","Accommodation",2.39467689801933,0.437087596296923
"2019-01-05","Foreign","Entertainment and sports",0.127707536732173,0.123207040169234
"2019-01-05","Foreign","Food and beverage services",0.821599738068291,1.41061014845344
"2019-01-05","Foreign","Human health services",0.0580293952781405,0.0163482996748694
"2019-01-05","Foreign","Other",0.00995495333968431,0.00333083860319584
"2019-01-05","Foreign","Other",0.0296981314903429,0.00924477653131906
"2019-01-05","Foreign","Personal services",0.0417674427045043,0.0448983448451194
"2019-01-05","Foreign","Professional services",0.394009733279114,0.221840648602645
"2019-01-05","Foreign","Retail: Food, beverage, tobacco",0.71878383944262,1.57755993640138
"2019-01-05","Foreign","Retail: Fuel stations",0.341016192760391,0.596288086270079
"2019-01-05","Foreign","Retail: Other goods",3.13666108898596,1.51223471399992
"2019-01-05","Foreign","Transport services",0.510607243072467,0.68472524999983
"2019-01-06","Domestic","Accommodation",1.81354381233232,0.59305921211392
"2019-01-06","Domestic","Entertainment and sports",0.956173720772955,1.0940785167028
"2019-01-06","Domestic","Food and beverage services",2.35827480411796,4.52460436095142
"2019-01-06","Domestic","Human health services",0.0708053643087078,0.0606688459867813
"2019-01-06","Domestic","Other",0.0124653071339333,0.0237237280105173
"2019-01-06","Domestic","Other",0.0906944964943521,0.0754536908070894
"2019-01-06","Domestic","Personal services",0.134637735533662,0.115151848853342
"2019-01-06","Domestic","Professional services",0.552938863069406,0.49938787343629
"2019-01-06","Domestic","Retail: Food, beverage, tobacco",1.63133707966312,5.87073899072871
"2019-01-06","Domestic","Retail: Fuel stations",3.42455708534628,6.75419294800289
"2019-01-06","Domestic","Retail: Other goods",2.5056154944625,1.92128208736178
"2019-01-06","Domestic","Transport services",1.36506182534367,3.55257728735145
"2019-01-06","Foreign","Accommodation",1.96389503030916,0.35894884171787
"2019-01-06","Foreign","Entertainment and sports",0.121869716026612,0.0991434306685945
"2019-01-06","Foreign","Food and beverage services",0.537193931058059,1.08564945574777
"2019-01-06","Foreign","Human health services",0.0293827272917485,0.00859900170008721
"2019-01-06","Foreign","Other",0.0035165989986647,0.00132553781147589
"2019-01-06","Foreign","Other",0.0428426333823433,0.0107062669388438
"2019-01-06","Foreign","Personal services",0.0283591693565589,0.0351437460786173
"2019-01-06","Foreign","Professional services",0.374143697787906,0.189891788531175
"2019-01-06","Foreign","Retail: Food, beverage, tobacco",0.201635556115007,0.647202333490359
"2019-01-06","Foreign","Retail: Fuel stations",0.279997901952355,0.502990617231584
"2019-01-06","Foreign","Retail: Other goods",1.2196694770608,0.621099435048987
"2019-01-06","Foreign","Transport services",0.580553577170648,0.577390675419295
"2019-01-07","Domestic","Accommodation",0.898296204470235,1.03541497150773
"2019-01-07","Domestic","Entertainment and sports",1.06197028345146,0.594962548458603
"2019-01-07","Domestic","Food and beverage services",2.12318471994124,7.04754466212721
"2019-01-07","Domestic","Human health services",0.691734618417017,0.316123773962495
"2019-01-07","Domestic","Other",0.465015723198092,0.174359204432598
"2019-01-07","Domestic","Other",0.392868142541786,0.142886178447299
"2019-01-07","Domestic","Personal services",0.489478862406894,0.429406274620165
"2019-01-07","Domestic","Professional services",1.95908969606767,1.37910313431913
"2019-01-07","Domestic","Retail: Food, beverage, tobacco",15.7012511144165,36.5297827953349
"2019-01-07","Domestic","Retail: Fuel stations",3.63470850391506,6.63095191968464
"2019-01-07","Domestic","Retail: Other goods",16.6896843814776,15.6716975924835
"2019-01-07","Domestic","Transport services",1.65345861818946,4.76656599376929
"2019-01-07","Foreign","Accommodation",1.5729993525211,0.332438085488352
"2019-01-07","Foreign","Entertainment and sports",0.096336050121503,0.0597171778144397
"2019-01-07","Foreign","Food and beverage services",0.480464956430718,1.06474674410527
"2019-01-07","Foreign","Human health services",0.192575809191887,0.0232478939243465
"2019-01-07","Foreign","Other",0.0207839822442576,0.0069675705475015
"2019-01-07","Foreign","Other",0.150383317604568,0.0297736185346893
"2019-01-07","Foreign","Personal services",0.0320035011424621,0.0347019001414587
"2019-01-07","Foreign","Professional services",0.875698356340462,0.32346521414913
"2019-01-07","Foreign","Retail: Food, beverage, tobacco",0.530304686008761,1.40092352598496
"2019-01-07","Foreign","Retail: Fuel stations",0.232110023191188,0.433926698438788
"2019-01-07","Foreign","Retail: Other goods",2.06809689507393,0.983752985009187
"2019-01-07","Foreign","Transport services",0.506072192630567,0.701957241549017
"2019-01-08","Domestic","Accommodation",0.891060689141374,1.1091352667152
"2019-01-08","Domestic","Entertainment and sports",0.997012549482015,0.62701337297711
"2019-01-08","Domestic","Food and beverage services",2.60465436691587,7.86910620005017
"2019-01-08","Domestic","Human health services",0.885767081850961,0.368091653802152
"2019-01-08","Domestic","Other",0.55128488442315,0.168717171696573
"2019-01-08","Domestic","Other",0.347014069094133,0.144007787364702
"2019-01-08","Domestic","Personal services",0.850104234896406,0.702331111188151
"2019-01-08","Domestic","Professional services",1.63393252468718,1.21011405743046
"2019-01-08","Domestic","Retail: Food, beverage, tobacco",14.1723325942639,34.2397632793398
"2019-01-08","Domestic","Retail: Fuel stations",3.57107385261247,6.58921447269766
"2019-01-08","Domestic","Retail: Other goods",16.8017463904865,15.1696926315732
"2019-01-08","Domestic","Transport services",1.25582723472061,4.91815313836372
"2019-01-08","Foreign","Accommodation",1.41452203762015,0.326864029050351
"2019-01-08","Foreign","Entertainment and sports",0.0890575917015621,0.063965696440965
"2019-01-08","Foreign","Food and beverage services",0.472826368931348,1.01855684959768
"2019-01-08","Foreign","Human health services",0.155040986509709,0.022670095391139
"2019-01-08","Foreign","Other",0.031787740109337,0.00706953499453811
"2019-01-08","Foreign","Other",0.181952907907703,0.0336142793730682
"2019-01-08","Foreign","Personal services",0.0364940107565355,0.0351097579296051
"2019-01-08","Foreign","Professional services",0.708299103226783,0.269050187580594
"2019-01-08","Foreign","Retail: Food, beverage, tobacco",0.465471943611547,1.27163260714254
"2019-01-08","Foreign","Retail: Fuel stations",0.210909196129027,0.401128134642013
"2019-01-08","Foreign","Retail: Other goods",2.1626134128269,0.866493870917089
"2019-01-08","Foreign","Transport services",0.342591040361466,0.609815369576936
"2019-01-09","Domestic","Accommodation",0.933613482113065,1.12578945973118
"2019-01-09","Domestic","Entertainment and sports",0.917546852856673,0.702127182294078
"2019-01-09","Domestic","Food and beverage services",2.94942221002965,8.37950623376641
"2019-01-09","Domestic","Human health services",0.975636817238383,0.37067475312708
"2019-01-09","Domestic","Other",0.566095994130542,0.17191205770372
"2019-01-09","Domestic","Other",0.357200153851084,0.142614273255201
"2019-01-09","Domestic","Personal services",0.858994504243767,0.713547200362178
"2019-01-09","Domestic","Professional services",1.6601413205201,1.1692942904668
"2019-01-09","Domestic","Retail: Food, beverage, tobacco",14.2035614280457,34.4774424053821
"2019-01-09","Domestic","Retail: Fuel stations",3.70554612449235,6.81030738202204
"2019-01-09","Domestic","Retail: Other goods",17.4375875840222,16.071568165612
"2019-01-09","Domestic","Transport services",1.29379006288179,5.31717400776697
"2019-01-09","Foreign","Accommodation",1.35617690919761,0.359968486188236
"2019-01-09","Foreign","Entertainment and sports",0.0783152047712868,0.0604649170927081
"2019-01-09","Foreign","Food and beverage services",0.475366347427769,1.06532454263847
"2019-01-09","Foreign","Human health services",0.185230629598699,0.0232478939243465
"2019-01-09","Foreign","Other",0.026814694417751,0.00734144018663572
"2019-01-09","Foreign","Other",0.207650901820381,0.0369111298272518
"2019-01-09","Foreign","Personal services",0.0303079382645643,0.0353136868236783
"2019-01-09","Foreign","Professional services",0.650772352796235,0.251750219733383
"2019-01-09","Foreign","Retail: Food, beverage, tobacco",0.441680895497925,1.23930987743194
"2019-01-09","Foreign","Retail: Fuel stations",0.205575202909532,0.394330504839572
"2019-01-09","Foreign","Retail: Other goods",2.23755738914731,0.896811299835973
"2019-01-09","Foreign","Transport services",0.340814725205512,0.611650729623595
"2019-01-10","Domestic","Accommodation",1.11619007517496,1.23672677810701
"2019-01-10","Domestic","Entertainment and sports",0.956567261347286,0.648086025364676
"2019-01-10","Domestic","Food and beverage services",3.40141812920636,9.24256730163327
"2019-01-10","Domestic","Human health services",1.00374037221165,0.366902068586725
"2019-01-10","Domestic","Other",0.593158999551604,0.168649195398548
"2019-01-10","Domestic","Other",0.338888367688191,0.145707194815312
"2019-01-10","Domestic","Personal services",0.923503861590697,0.756236315521504
"2019-01-10","Domestic","Professional services",1.50067190508416,1.09207321591108
"2019-01-10","Domestic","Retail: Food, beverage, tobacco",14.5757711751507,34.8951907448911
"2019-01-10","Domestic","Retail: Fuel stations",3.82305914527342,7.09424437886998
"2019-01-10","Domestic","Retail: Other goods",17.453621036745,16.2447717729782
"2019-01-10","Domestic","Transport services",1.32658083705796,5.81584813007401
"2019-01-10","Foreign","Accommodation",1.699142783299,0.401264087238062
"2019-01-10","Foreign","Entertainment and sports",0.0906396526141243,0.0588334859401224
"2019-01-10","Foreign","Food and beverage services",0.510086815571528,1.15722849756747
"2019-01-10","Foreign","Human health services",0.115969763724928,0.0210046760895411
"2019-01-10","Foreign","Other",0.0273031985119338,0.00713751129256251
"2019-01-10","Foreign","Other",0.237674928530749,0.0333763623299828
"2019-01-10","Foreign","Personal services",0.0405791455794949,0.036775177231203
"2019-01-10","Foreign","Professional services",0.74351152156359,0.261368865903837
"2019-01-10","Foreign","Retail: Food, beverage, tobacco",0.452931965780849,1.27798839100782
"2019-01-10","Foreign","Retail: Fuel stations",0.222200495700175,0.428590559043873
"2019-01-10","Foreign","Retail: Other goods",2.14070991054213,0.90292916665817
"2019-01-10","Foreign","Transport services",0.438910380819496,0.714838750024641
"2019-01-11","Domestic","Accommodation",1.46865447856947,1.34382343564446
"2019-01-11","Domestic","Entertainment and sports",0.94058811209378,0.827305535106019
"2019-01-11","Domestic","Food and beverage services",4.76415754628864,10.9367745654445
"2019-01-11","Domestic","Human health services",1.13959215271127,0.383318344559619
"2019-01-11","Domestic","Other",0.744681754081709,0.214873078055144
"2019-01-11","Domestic","Other",0.307515208936367,0.149309938610605
"2019-01-11","Domestic","Personal services",1.13336215812286,0.945040483284288
"2019-01-11","Domestic","Professional services",1.62616353758997,1.12439594562168
"2019-01-11","Domestic","Retail: Food, beverage, tobacco",21.7335428269047,41.889068119728
"2019-01-11","Domestic","Retail: Fuel stations",4.46300364397151,8.15871921778314
"2019-01-11","Domestic","Retail: Other goods",20.2769046013749,18.5473669041079
"2019-01-11","Domestic","Transport services",1.4808815780354,6.26279228958447
"2019-01-11","Foreign","Accommodation",1.85282021897632,0.421283107006249
"2019-01-11","Foreign","Entertainment and sports",0.0795513204340658,0.0667187365109534
"2019-01-11","Foreign","Food and beverage services",0.572761180097289,1.25198745701349
"2019-01-11","Foreign","Human health services",0.164949284369991,0.0222282494539804
"2019-01-11","Foreign","Other",0.0275828024425494,0.00645774831231846
"2019-01-11","Foreign","Other",0.131181302288358,0.0281081992330914
"2019-01-11","Foreign","Personal services",0.0412841116746401,0.0387125017248986
"2019-01-11","Foreign","Professional services",0.738380386086584,0.265515420083325
"2019-01-11","Foreign","Retail: Food, beverage, tobacco",0.511488856978623,1.37240746896372
"2019-01-11","Foreign","Retail: Fuel stations",0.253431334484907,0.482359810781177
"2019-01-11","Foreign","Retail: Other goods",2.6163428332972,1.03317175367293
"2019-01-11","Foreign","Transport services",0.458305467740624,0.745156178943526
"2019-01-12","Domestic","Accommodation",1.58616794186096,0.900583984376328
"2019-01-12","Domestic","Entertainment and sports",1.14722322144948,1.24971025102967
"2019-01-12","Domestic","Food and beverage services",4.9252037360082,8.69083767871818
"2019-01-12","Domestic","Human health services",1.02231277743323,0.263850000781727
"2019-01-12","Domestic","Other",0.182630829958803,0.0970361654298379
"2019-01-12","Domestic","Other",0.188910342638287,0.143022131043348
"2019-01-12","Domestic","Personal services",1.0402215070897,0.901161782909535
"2019-01-12","Domestic","Professional services",1.01511088506443,0.815613611845822
"2019-01-12","Domestic","Retail: Food, beverage, tobacco",27.4991729773907,43.557376413992
"2019-01-12","Domestic","Retail: Fuel stations",4.16317938757317,7.45703388142622
"2019-01-12","Domestic","Retail: Other goods",30.1425054846915,24.92068865428
"2019-01-12","Domestic","Transport services",1.75285397782233,6.08428653097238
"2019-01-12","Foreign","Accommodation",1.47002682478601,0.360920154360578
"2019-01-12","Foreign","Entertainment and sports",0.0956031432134035,0.0930595519954102
"2019-01-12","Foreign","Food and beverage services",0.663817399491795,1.33060204567871
"2019-01-12","Foreign","Human health services",0.0448232003844186,0.0120318047503197
"2019-01-12","Foreign","Other",0.00867343140834107,0.00203928894073215
"2019-01-12","Foreign","Other",0.0300865381605696,0.0102304328526729
"2019-01-12","Foreign","Personal services",0.0391586518793886,0.0410916721557527
"2019-01-12","Foreign","Professional services",0.34595644177244,0.195465844969176
"2019-01-12","Foreign","Retail: Food, beverage, tobacco",0.620567018209347,1.39113493906945
"2019-01-12","Foreign","Retail: Fuel stations",0.245444769320629,0.450818808497853
"2019-01-12","Foreign","Retail: Other goods",2.8464318252368,1.32825686339687
"2019-01-12","Foreign","Transport services",0.436613536346046,0.667561234748668
"2019-01-13","Domestic","Accommodation",1.73174291380355,0.684929178893903
"2019-01-13","Domestic","Entertainment and sports",1.15731088875567,1.3252659062838
"2019-01-13","Domestic","Food and beverage services",2.70082854045922,5.21609325260468
"2019-01-13","Domestic","Human health services",0.058658829151805,0.0660389735307093
"2019-01-13","Domestic","Other",0.0103051513887483,0.0130854373696979
"2019-01-13","Domestic","Other",0.0909877477596764,0.0851063251265549
"2019-01-13","Domestic","Personal services",0.142745681698408,0.125518234302064
"2019-01-13","Domestic","Professional services",0.516021021312723,0.522193921423478
"2019-01-13","Domestic","Retail: Food, beverage, tobacco",1.54183899820622,5.70810569770532
"2019-01-13","Domestic","Retail: Fuel stations",3.26060051241062,6.69807851398375
"2019-01-13","Domestic","Retail: Other goods",2.57435729169477,1.99942084194083
"2019-01-13","Domestic","Transport services",1.02379838282177,3.57976780656121
"2019-01-13","Foreign","Accommodation",1.35567638291761,0.352389128958515
"2019-01-13","Foreign","Entertainment and sports",0.108650241904196,0.101182719609327
"2019-01-13","Foreign","Food and beverage services",0.502721785665675,1.07436539027572
"2019-01-13","Foreign","Human health services",0.0649477050385455,0.00948269357440448
"2019-01-13","Foreign","Other",0.0016951125354325,0.000747739278268453
"2019-01-13","Foreign","Other",0.0389409367515663,0.0119638284522953
"2019-01-13","Foreign","Personal services",0.0294037719909519,0.0353476749726905
"2019-01-13","Foreign","Professional services",0.347674138003501,0.174801050369757
"2019-01-13","Foreign","Retail: Food, beverage, tobacco",0.1564022543016,0.57222447676944
"2019-01-13","Foreign","Retail: Fuel stations",0.214248270127879,0.421690964794395
"2019-01-13","Foreign","Retail: Other goods",1.06311208565395,0.589082598679492
"2019-01-13","Foreign","Transport services",0.316357013602422,0.49598905853507
"2019-01-14","Domestic","Accommodation",0.898369919657768,1.11419950091802
"2019-01-14","Domestic","Entertainment and sports",0.982394942141899,0.613690018564327
"2019-01-14","Domestic","Food and beverage services",2.3166007154485,7.65474294423021
"2019-01-14","Domestic","Human health services",0.73510296984526,0.329243199481205
"2019-01-14","Domestic","Other",0.44381949746112,0.145401301474202
"2019-01-14","Domestic","Other",0.233071304637462,0.145435289623214
"2019-01-14","Domestic","Personal services",0.453225655640574,0.404187068053111
"2019-01-14","Domestic","Professional services",1.6846080037283,1.18639032941994
"2019-01-14","Domestic","Retail: Food, beverage, tobacco",14.5990729046377,36.0419169044138
"2019-01-14","Domestic","Retail: Fuel stations",3.65644702421668,6.86094972405022
"2019-01-14","Domestic","Retail: Other goods",15.2575259578278,14.8866053384506
"2019-01-14","Domestic","Transport services",1.20685663085636,4.81261993568083
"2019-01-14","Foreign","Accommodation",1.38338844539576,0.342396613148927
"2019-01-14","Foreign","Entertainment and sports",0.079095644347591,0.0514920457534867
"2019-01-14","Foreign","Food and beverage services",0.465623705106324,1.08639719502604
"2019-01-14","Foreign","Human health services",0.0843259922277078,0.0218543798148462
"2019-01-14","Foreign","Other",0.0197396654794295,0.00475834086170834
"2019-01-14","Foreign","Other",0.133997172327073,0.031065168197153
"2019-01-14","Foreign","Personal services",0.0274276418411649,0.0315749904323361
"2019-01-14","Foreign","Professional services",0.846256446216733,0.298891782413308
"2019-01-14","Foreign","Retail: Food, beverage, tobacco",0.504351308758056,1.3790351580211
"2019-01-14","Foreign","Retail: Fuel stations",0.211054887790576,0.421181142559212
"2019-01-14","Foreign","Retail: Other goods",2.22290656219734,0.873121559974468
"2019-01-14","Foreign","Transport services",0.368100246796678,0.651620792861945
"2019-01-15","Domestic","Accommodation",0.984945658369102,1.19811624082915
"2019-01-15","Domestic","Entertainment and sports",0.885123836169687,0.621439316539109
"2019-01-15","Domestic","Food and beverage services",3.02095483434354,8.67343574642394
"2019-01-15","Domestic","Human health services",0.955137647233252,0.377438394780508
"2019-01-15","Domestic","Other",0.518956044135708,0.174767062220745
"2019-01-15","Domestic","Other",0.229171710910197,0.139215458353981
"2019-01-15","Domestic","Personal services",0.843073754617954,0.700257834098407
"2019-01-15","Domestic","Professional services",1.50539015875696,1.10536258217485
"2019-01-15","Domestic","Retail: Food, beverage, tobacco",14.1441670604194,34.9799571885275
"2019-01-15","Domestic","Retail: Fuel stations",3.79204049219424,7.19753436371806
"2019-01-15","Domestic","Retail: Other goods",15.5718719691095,14.5531815966409
"2019-01-15","Domestic","Transport services",1.27200529828302,5.21208265102124
"2019-01-15","Foreign","Accommodation",1.41537914114813,0.394024611498463
"2019-01-15","Foreign","Entertainment and sports",0.0785723855631531,0.0552307421448289
"2019-01-15","Foreign","Food and beverage services",0.547387377935311,1.20426809580036
"2019-01-15","Foreign","Human health services",0.127730672586824,0.0215824746227485
"2019-01-15","Foreign","Other",0.0199707224922882,0.0055740564380012
"2019-01-15","Foreign","Other",0.134939684282598,0.0319148719224581
"2019-01-15","Foreign","Personal services",0.0347796862199321,0.033920172714178
"2019-01-15","Foreign","Professional services",0.744733837166824,0.27577984108501
"2019-01-15","Foreign","Retail: Food, beverage, tobacco",0.420512160231442,1.29627401517639
"2019-01-15","Foreign","Retail: Fuel stations",0.211936478200603,0.425701566377835
"2019-01-15","Foreign","Retail: Other goods",2.48547426839683,0.817448971892481
"2019-01-15","Foreign","Transport services",0.447529356033732,0.702704980827285
"2019-01-16","Domestic","Accommodation",1.08218487226273,1.25134168218226
"2019-01-16","Domestic","Entertainment and sports",0.903535398642778,0.701821288952968
"2019-01-16","Domestic","Food and beverage services",3.41244385595171,9.28202754263643
"2019-01-16","Domestic","Human health services",0.988732862281119,0.383080427516534
"2019-01-16","Domestic","Other",0.523199394056773,0.185371364712552
"2019-01-16","Domestic","Other",0.208602107343497,0.145537254070251
"2019-01-16","Domestic","Personal services",0.86944277446798,0.720650723505728
"2019-01-16","Domestic","Professional services",1.51978481133257,1.10196376727363
"2019-01-16","Domestic","Retail: Food, beverage, tobacco",14.002330561418,34.9524947641256
"2019-01-16","Domestic","Retail: Fuel stations",3.9971852107832,7.53211370259418
"2019-01-16","Domestic","Retail: Other goods",16.5545520524364,15.5213680094025
"2019-01-16","Domestic","Transport services",1.42320655528517,5.58737979241398
"2019-01-16","Foreign","Accommodation",1.42458102006931,0.435014319207179
"2019-01-16","Foreign","Entertainment and sports",0.0675604197171413,0.053055500608048
"2019-01-16","Foreign","Food and beverage services",0.610737722165539,1.29617205072935
"2019-01-16","Foreign","Human health services",0.119669099947938,0.0216164627717607
"2019-01-16","Foreign","Other",0.01792589749445,0.00509822235183036
"2019-01-16","Foreign","Other",0.129040530849287,0.0329685045418364
"2019-01-16","Foreign","Personal services",0.0422372086361102,0.0335123149260316
"2019-01-16","Foreign","Professional services",0.71438042214531,0.260451185880507
"2019-01-16","Foreign","Retail: Food, beverage, tobacco",0.439674952676937,1.33253937017241
