"CubeId";"plkoprex"
"PublishingDate";"2023-07-21 09:00"

"Date";"D0";"Value"
"1995-02";"IT";"40.5824"
"1995-02";"T4";"89.9791"
"1995-02";"IAG";"80.5178"
"1995-02";"T5";
"1995-02";"IBS";
"1995-02";"T6";
"1995-02";"IAP";
"1995-02";"K1";
"1995-02";"FP";
"1995-02";"ET";
"1995-02";"K2";
"1995-02";"T7";"89.7438"
"1995-03";"T0";"88.2932"
"1995-03";"IG";"98.3431"
"1995-03";"T1";"93.8753"
"1995-03";"IW";"74.3302"
"1995-03";"T2";"91.366"
"1995-03";"IE";"62.8432"
"1995-03";"T3";"90.3156"
"1995-03";"IT";"42.4136"
"1995-03";"T4";"90.0318"
"1995-03";"IAG";"80.6421"
"1995-03";"T5";
"1995-03";"IBS";
"1995-03";"T6";
"1995-03";"IAP";
"1995-03";"K1";
"1995-03";"FP";
"1995-03";"ET";
"1995-03";"K2";
"1995-03";"T7";"89.7988"
"1995-04";"T0";"88.3319"
"1995-04";"IG";"98.7716"
"1995-04";"T1";"93.976"
"1995-04";"IW";"74.3302"
"1995-04";"T2";"91.4564"
"1995-04";"IE";"62.5556"
"1995-04";"T3";"90.3921"
"1995-04";"IT";"42.4136"
"1995-04";"T4";"90.1098"
"1995-04";"IAG";"80.6421"
"1995-04";"T5";
"1995-04";"IBS";
"1995-04";"T6";
"1995-04";"IAP";
"1995-04";"K1";
"1995-04";"FP";
"1995-04";"ET";
"1995-04";"K2";
"1995-04";"T7";"89.8744"
"1995-05";"T0";"88.1464"
"1995-05";"IG";"98.7716"
"1995-05";"T1";"93.5157"
"1995-05";"IW";"75.0084"
"1995-05";"T2";"91.2624"
"1995-05";"IE";"62.984"
"1995-05";"T3";"90.2207"
"1995-05";"IT";"42.4136"
"1995-05";"T4";"89.9329"
"1995-05";"IAG";"80.7047"
"1995-05";"T5";
"1995-05";"IBS";
"1995-05";"T6";
"1995-05";"IAP";
"1995-05";"K1";
"1995-05";"FP";
"1995-05";"ET";
"1995-05";"K2";
"1995-05";"T7";"89.7051"
"1995-06";"T0";"88.3414"
"1995-06";"IG";"98.7716"
"1995-06";"T1";"93.7528"
"1995-06";"IW";"75.0084"
"1995-06";"T2";"91.4224"
"1995-06";"IE";"63.6363"
"1995-06";"T3";"90.4035"
"1995-06";"IT";"42.2378"
"1995-06";"T4";"90.1106"
"1995-06";"IAG";"80.8924"
"1995-06";"T5";
"1995-06";"IBS";
"1995-06";"T6";
"1995-06";"IAP";
"1995-06";"K1";
"1995-06";"FP";
"1995-06";"ET";
"1995-06";"K2";
"1995-06";"T7";"89.8831"
"1995-07";"T0";"88.2543"
"1995-07";"IG";"98.9741"
"1995-07";"T1";"93.672"
"1995-07";"IW";"75.0084"
"1995-07";"T2";"91.4161"
"1995-07";"IE";"62.2069"
"1995-07";"T3";"90.3422"
"1995-07";"IT";"42.2378"
"1995-07";"T4";"90.048"
"1995-07";"IAG";"80.8924"
"1995-07";"T5";
"1995-07";"IBS";
"1995-07";"T6";
"1995-07";"IAP";
"1995-07";"K1";
"1995-07";"FP";
"1995-07";"ET";
"1995-07";"K2";
"1995-07";"T7";"89.8225"
"1995-08";"T0";"88.565"
"1995-08";"IG";"98.985"
"1995-08";"T1";"93.8974"
"1995-08";"IW";"75.4526"
"1995-08";"T2";"91.7323"
"1995-08";"IE";"61.7414"
"1995-08";"T3";"90.6304"
"1995-08";"IT";"42.2378"
"1995-08";"T4";"90.3384"
"1995-08";"IAG";"80.9934"
"1995-08";"T5";
"1995-08";"IBS";
"1995-08";"T6";
"1995-08";"IAP";
"1995-08";"K1";
"1995-08";"FP";
"1995-08";"ET";
"1995-08";"K2";
"1995-08";"T7";"90.1071"
"1995-09";"T0";"88.6494"
"1995-09";"IG";"98.985"
"1995-09";"T1";"94"
"1995-09";"IW";"75.4526"
"1995-09";"T2";"91.761"
"1995-09";"IE";"63.039"
"1995-09";"T3";"90.7048"
"1995-09";"IT";"42.487"
"1995-09";"T4";"90.4163"
"1995-09";"IAG";"81.046"
"1995-09";"T5";
"1995-09";"IBS";
"1995-09";"T6";
"1995-09";"IAP";
"1995-09";"K1";
"1995-09";"FP";
"1995-09";"ET";
"1995-09";"K2";
"1995-09";"T7";"90.1842"
"1995-10";"T0";"88.5297"
"1995-10";"IG";"99.1075"
"1995-10";"T1";"93.8697"
"1995-10";"IW";"75.4526"
"1995-10";"T2";"91.6959"
"1995-10";"IE";"62.1087"
"1995-10";"T3";"90.6057"
"1995-10";"IT";"42.487"
"1995-10";"T4";"90.3152"
"1995-10";"IAG";"81.046"
"1995-10";"T5";
"1995-10";"IBS";
"1995-10";"T6";
"1995-10";"IAP";
"1995-10";"K1";
"1995-10";"FP";
"1995-10";"ET";
"1995-10";"K2";
"1995-10";"T7";"90.0863"
"1995-11";"T0";"88.4561"
"1995-11";"IG";"99.1075"
"1995-11";"T1";"93.6969"
"1995-11";"IW";"75.6934"
"1995-11";"T2";"91.6332"
"1995-11";"IE";"61.921"
"1995-11";"T3";"90.5377"
"1995-11";"IT";"42.487"
"1995-11";"T4";"90.2416"
"1995-11";"IAG";"81.1791"
"1995-11";"T5";
"1995-11";"IBS";
"1995-11";"T6";
"1995-11";"IAP";
"1995-11";"K1";
"1995-11";"FP";
"1995-11";"ET";
"1995-11";"K2";
"1995-11";"T7";"90.0192"
"1995-12";"T0";"88.4836"
"1995-12";"IG";"99.1075"
"1995-12";"T1";"93.7303"
"1995-12";"IW";"75.6934"
"1995-12";"T2";"91.6258"
"1995-12";"IE";"62.7607"
"1995-12";"T3";"90.561"
"1995-12";"IT";"42.6239"
"1995-12";"T4";"90.2697"
"1995-12";"IAG";"81.111"
"1995-12";"T5";
"1995-12";"IBS";
"1995-12";"T6";
"1995-12";"IAP";
"1995-12";"K1";
"1995-12";"FP";
"1995-12";"ET";
"1995-12";"K2";
"1995-12";"T7";"90.0443"
"1996-01";"T0";"88.6476"
"1996-01";"IG";"100.2525"
"1996-01";"T1";"94.0728"
"1996-01";"IW";"75.6934"
"1996-01";"T2";"91.844"
"1996-01";"IE";"64.0275"
"1996-01";"T3";"90.8214"
"1996-01";"IT";"42.6239"
"1996-01";"T4";"90.5351"
"1996-01";"IAG";"81.111"
"1996-01";"T5";
"1996-01";"IBS";
"1996-01";"T6";
"1996-01";"IAP";
"1996-01";"K1";
"1996-01";"FP";
"1996-01";"ET";
"1996-01";"K2";
"1996-01";"T7";"90.3014"
"1996-02";"T0";"88.7865"
"1996-02";"IG";"100.4429"
"1996-02";"T1";"94.2358"
"1996-02";"IW";"75.7789"
"1996-02";"T2";"92.0122"
"1996-02";"IE";"63.6"
"1996-02";"T3";"90.9679"
"1996-02";"IT";"42.6239"
"1996-02";"T4";"90.6817"
"1996-02";"IAG";"81.1895"
"1996-02";"T5";
"1996-02";"IBS";
"1996-02";"T6";
"1996-02";"IAP";
"1996-02";"K1";
"1996-02";"FP";
"1996-02";"ET";
"1996-02";"K2";
"1996-02";"T7";"90.446"
"1996-03";"T0";"88.9615"
"1996-03";"IG";"100.4429"
"1996-03";"T1";"94.4486"
"1996-03";"IW";"75.7789"
"1996-03";"T2";"92.1219"
"1996-03";"IE";"65.0381"
"1996-03";"T3";"91.1147"
"1996-03";"IT";"43.6272"
"1996-03";"T4";"90.8432"
"1996-03";"IAG";"81.2938"
"1996-03";"T5";
"1996-03";"IBS";
"1996-03";"T6";
"1996-03";"IAP";
"1996-03";"K1";
"1996-03";"FP";
"1996-03";"ET";
"1996-03";"K2";
"1996-03";"T7";"90.6057"
"1996-04";"T0";"89.0393"
"1996-04";"IG";"100.6221"
"1996-04";"T1";"94.5654"
"1996-04";"IW";"75.7789"
"1996-04";"T2";"92.1326"
"1996-04";"IE";"67.0657"
"1996-04";"T3";"91.2036"
"1996-04";"IT";"43.6272"
"1996-04";"T4";"90.9338"
"1996-04";"IAG";"81.2938"
"1996-04";"T5";
"1996-04";"IBS";
"1996-04";"T6";
"1996-04";"IAP";
"1996-04";"K1";
"1996-04";"FP";
"1996-04";"ET";
"1996-04";"K2";
"1996-04";"T7";"90.6935"
"1996-05";"T0";"88.6764"
"1996-05";"IG";"100.6221"
"1996-05";"T1";"94.0679"
"1996-05";"IW";"75.9416"
"1996-05";"T2";"91.8186"
"1996-05";"IE";"66.259"
"1996-05";"T3";"90.8681"
"1996-05";"IT";"43.6272"
"1996-05";"T4";"90.5904"
"1996-05";"IAG";"81.3406"
"1996-05";"T5";
"1996-05";"IBS";
"1996-05";"T6";
"1996-05";"IAP";
"1996-05";"K1";
"1996-05";"FP";
"1996-05";"ET";
"1996-05";"K2";
"1996-05";"T7";"90.3623"
"1996-06";"T0";"88.8696"
"1996-06";"IG";"100.6221"
"1996-06";"T1";"94.3027"
"1996-06";"IW";"75.9416"
"1996-06";"T2";"92.0163"
"1996-06";"IE";"65.9225"
"1996-06";"T3";"91.0304"
"1996-06";"IT";"44.7119"
"1996-06";"T4";"90.7619"
"1996-06";"IAG";"81.6583"
"1996-06";"T5";
"1996-06";"IBS";
"1996-06";"T6";
"1996-06";"IAP";
"1996-06";"K1";
"1996-06";"FP";
"1996-06";"ET";
"1996-06";"K2";
"1996-06";"T7";"90.5385"
"1996-07";"T0";"88.7192"
"1996-07";"IG";"100.7351"
"1996-07";"T1";"94.1341"
"1996-07";"IW";"75.9416"
"1996-07";"T2";"91.9208"
"1996-07";"IE";"65.0035"
"1996-07";"T3";"90.9022"
"1996-07";"IT";"44.7119"
"1996-07";"T4";"90.6313"
"1996-07";"IAG";"81.6583"
"1996-07";"T5";
"1996-07";"IBS";
"1996-07";"T6";
"1996-07";"IAP";
"1996-07";"K1";
"1996-07";"FP";
"1996-07";"ET";
"1996-07";"K2";
"1996-07";"T7";"90.412"
"1996-08";"T0";"88.9755"
"1996-08";"IG";"100.7351"
"1996-08";"T1";"94.3649"
"1996-08";"IW";"76.1748"
"1996-08";"T2";"92.1422"
"1996-08";"IE";"65.5777"
"1996-08";"T3";"91.139"
"1996-08";"IT";"44.7119"
"1996-08";"T4";"90.8698"
"1996-08";"IAG";"81.739"
"1996-08";"T5";
"1996-08";"IBS";
"1996-08";"T6";
"1996-08";"IAP";
"1996-08";"K1";
"1996-08";"FP";
"1996-08";"ET";
"1996-08";"K2";
"1996-08";"T7";"90.6458"
"1996-09";"T0";"89.0333"
"1996-09";"IG";"100.7351"
"1996-09";"T1";"94.4352"
"1996-09";"IW";"76.1748"
"1996-09";"T2";"92.1264"
"1996-09";"IE";"67.357"
"1996-09";"T3";"91.1924"
"1996-09";"IT";"44.7245"
"1996-09";"T4";"90.919"
"1996-09";"IAG";"81.903"
"1996-09";"T5";
"1996-09";"IBS";
"1996-09";"T6";
"1996-09";"IAP";
"1996-09";"K1";
"1996-09";"FP";
"1996-09";"ET";
"1996-09";"K2";
"1996-09";"T7";"90.6986"
"1996-10";"T0";"89.1834"
"1996-10";"IG";"100.8157"
"1996-10";"T1";"94.6277"
"1996-10";"IW";"76.1748"
"1996-10";"T2";"92.0607"
"1996-10";"IE";"72.7887"
"1996-10";"T3";"91.3388"
"1996-10";"IT";"44.7245"
"1996-10";"T4";"91.0682"
"1996-10";"IAG";"81.903"
"1996-10";"T5";
"1996-10";"IBS";
"1996-10";"T6";
"1996-10";"IAP";
"1996-10";"K1";
"1996-10";"FP";
"1996-10";"ET";
"1996-10";"K2";
"1996-10";"T7";"90.8431"
"1996-11";"T0";"89.0003"
"1996-11";"IG";"100.8157"
"1996-11";"T1";"94.3411"
"1996-11";"IW";"76.3598"
"1996-11";"T2";"91.9253"
"1996-11";"IE";"71.8021"
"1996-11";"T3";"91.1696"
"1996-11";"IT";"44.7245"
"1996-11";"T4";"90.8939"
"1996-11";"IAG";"81.9573"
"1996-11";"T5";
"1996-11";"IBS";
"1996-11";"T6";
"1996-11";"IAP";
"1996-11";"K1";
"1996-11";"FP";
"1996-11";"ET";
"1996-11";"K2";
"1996-11";"T7";"90.6761"
"1996-12";"T0";"89.079"
"1996-12";"IG";"100.8157"
"1996-12";"T1";"94.4368"
"1996-12";"IW";"76.3598"
"1996-12";"T2";"91.9768"
"1996-12";"IE";"72.3951"
"1996-12";"T3";"91.2423"
"1996-12";"IT";"44.7248"
"1996-12";"T4";"90.9683"
"1996-12";"IAG";"81.9476"
"1996-12";"T5";
"1996-12";"IBS";
"1996-12";"T6";
"1996-12";"IAP";
"1996-12";"K1";
"1996-12";"FP";
"1996-12";"ET";
"1996-12";"K2";
"1996-12";"T7";"90.7478"
"1997-01";"T0";"89.3725"
"1997-01";"IG";"101.1916"
"1997-01";"T1";"94.8405"
"1997-01";"IW";"76.3598"
"1997-01";"T2";"92.2153"
"1997-01";"IE";"74.3565"
"1997-01";"T3";"91.5492"
"1997-01";"IT";"44.7248"
"1997-01";"T4";"91.2812"
"1997-01";"IAG";"81.9476"
"1997-01";"T5";
"1997-01";"IBS";
"1997-01";"T6";
"1997-01";"IAP";
"1997-01";"K1";
"1997-01";"FP";
"1997-01";"ET";
"1997-01";"K2";
"1997-01";"T7";"91.0509"
"1997-02";"T0";"89.5474"
"1997-02";"IG";"101.1916"
"1997-02";"T1";"94.9896"
"1997-02";"IW";"76.5429"
"1997-02";"T2";"92.3958"
"1997-02";"IE";"74.0148"
"1997-02";"T3";"91.7109"
"1997-02";"IT";"44.7248"
"1997-02";"T4";"91.4457"
"1997-02";"IAG";"81.9562"
"1997-02";"T5";
"1997-02";"IBS";
"1997-02";"T6";
"1997-02";"IAP";
"1997-02";"K1";
"1997-02";"FP";
"1997-02";"ET";
"1997-02";"K2";
"1997-02";"T7";"91.2106"
"1997-03";"T0";"89.4036"
"1997-03";"IG";"101.1916"
"1997-03";"T1";"94.8149"
"1997-03";"IW";"76.5429"
"1997-03";"T2";"92.4157"
"1997-03";"IE";"70.0822"
"1997-03";"T3";"91.5421"
"1997-03";"IT";"47.1285"
"1997-03";"T4";"91.3075"
"1997-03";"IAG";"82.0415"
"1997-03";"T5";
"1997-03";"IBS";
"1997-03";"T6";
"1997-03";"IAP";
"1997-03";"K1";
"1997-03";"FP";
"1997-03";"ET";
"1997-03";"K2";
"1997-03";"T7";"91.0794"
"1997-04";"T0";"89.4631"
"1997-04";"IG";"101.5472"
"1997-04";"T1";"94.9316"
"1997-04";"IW";"76.5429"
"1997-04";"T2";"92.4946"
"1997-04";"IE";"70.3998"
"1997-04";"T3";"91.6309"
"1997-04";"IT";"47.1285"
"1997-04";"T4";"91.3979"
"1997-04";"IAG";"82.0415"
"1997-04";"T5";
"1997-04";"IBS";
"1997-04";"T6";
"1997-04";"IAP";
"1997-04";"K1";
"1997-04";"FP";
"1997-04";"ET";
"1997-04";"K2";
"1997-04";"T7";"91.167"
"1997-05";"T0";"89.1524"
"1997-05";"IG";"101.5472"
"1997-05";"T1";"94.6384"
"1997-05";"IW";"76.2987"
"1997-05";"T2";"92.2322"
"1997-05";"IE";"69.5455"
"1997-05";"T3";"91.3437"
"1997-05";"IT";"47.1285"
"1997-05";"T4";"91.1052"
"1997-05";"IAG";"82.0398"
"1997-05";"T5";
"1997-05";"IBS";
"1997-05";"T6";
"1997-05";"IAP";
"1997-05";"K1";
"1997-05";"FP";
"1997-05";"ET";
"1997-05";"K2";
"1997-05";"T7";"90.8834"
"1997-06";"T0";"89.2523"
"1997-06";"IG";"101.5472"
"1997-06";"T1";"94.7599"
"1997-06";"IW";"76.2987"
"1997-06";"T2";"92.3232"
"1997-06";"IE";"69.6576"
"1997-06";"T3";"91.4358"
"1997-06";"IT";"47.1433"
"1997-06";"T4";"91.1971"
"1997-06";"IAG";"82.1102"
"1997-06";"T5";
"1997-06";"IBS";
"1997-06";"T6";
"1997-06";"IAP";
"1997-06";"K1";
"1997-06";"FP";
"1997-06";"ET";
"1997-06";"K2";
"1997-06";"T7";"90.9747"
"1997-07";"T0";"89.1505"
"1997-07";"IG";"101.4839"
"1997-07";"T1";"94.6283"
"1997-07";"IW";"76.2987"
"1997-07";"T2";"92.2551"
"1997-07";"IE";"68.7704"
"1997-07";"T3";"91.3357"
"1997-07";"IT";"47.1433"
"1997-07";"T4";"91.095"
"1997-07";"IAG";"82.1102"
"1997-07";"T5";
"1997-07";"IBS";
"1997-07";"T6";
"1997-07";"IAP";
"1997-07";"K1";
"1997-07";"FP";
"1997-07";"ET";
"1997-07";"K2";
"1997-07";"T7";"90.8758"
"1997-08";"T0";"89.3698"
"1997-08";"IG";"101.4839"
"1997-08";"T1";"94.8455"
"1997-08";"IW";"76.4412"
"1997-08";"T2";"92.3553"
"1997-08";"IE";"71.5035"
"1997-08";"T3";"91.5385"
"1997-08";"IT";"47.1433"
"1997-08";"T4";"91.2994"
"1997-08";"IAG";"82.1758"
"1997-08";"T5";
"1997-08";"IBS";
"1997-08";"T6";
"1997-08";"IAP";
"1997-08";"K1";
"1997-08";"FP";
"1997-08";"ET";
"1997-08";"K2";
"1997-08";"T7";"91.0759"
"1997-09";"T0";"89.3679"
"1997-09";"IG";"101.4839"
"1997-09";"T1";"94.8431"
"1997-09";"IW";"76.4412"
"1997-09";"T2";"92.3913"
"1997-09";"IE";"70.5554"
"1997-09";"T3";"91.5354"
"1997-09";"IT";"47.2218"
"1997-09";"T4";"91.2977"
"1997-09";"IAG";"82.1735"
"1997-09";"T5";
"1997-09";"IBS";
"1997-09";"T6";
"1997-09";"IAP";
"1997-09";"K1";
"1997-09";"FP";
"1997-09";"ET";
"1997-09";"K2";
"1997-09";"T7";"91.0742"
"1997-10";"T0";"89.3848"
"1997-10";"IG";"101.3926"
"1997-10";"T1";"94.8523"
"1997-10";"IW";"76.4412"
"1997-10";"T2";"92.3429"
"1997-10";"IE";"71.9478"
"1997-10";"T3";"91.5423"
"1997-10";"IT";"47.2218"
"1997-10";"T4";"91.3048"
"1997-10";"IAG";"82.1735"
"1997-10";"T5";
"1997-10";"IBS";
"1997-10";"T6";
"1997-10";"IAP";
"1997-10";"K1";
"1997-10";"FP";
"1997-10";"ET";
"1997-10";"K2";
"1997-10";"T7";"91.081"
"1997-11";"T0";"89.3552"
"1997-11";"IG";"101.3926"
"1997-11";"T1";"94.8445"
"1997-11";"IW";"76.3601"
"1997-11";"T2";"92.3125"
"1997-11";"IE";"72.0048"
"1997-11";"T3";"91.5152"
"1997-11";"IT";"47.2218"
"1997-11";"T4";"91.2751"
"1997-11";"IAG";"82.23"
"1997-11";"T5";
"1997-11";"IBS";
"1997-11";"T6";
"1997-11";"IAP";
"1997-11";"K1";
"1997-11";"FP";
"1997-11";"ET";
"1997-11";"K2";
"1997-11";"T7";"91.0541"
"1997-12";"T0";"89.4039"
"1997-12";"IG";"101.3926"
"1997-12";"T1";"94.9036"
"1997-12";"IW";"76.3601"
"1997-12";"T2";"92.4232"
"1997-12";"IE";"70.3923"
"1997-12";"T3";"91.5599"
"1997-12";"IT";"47.2258"
"1997-12";"T4";"91.3235"
"1997-12";"IAG";"82.1513"
"1997-12";"T5";
"1997-12";"IBS";
"1997-12";"T6";
"1997-12";"IAP";
"1997-12";"K1";
"1997-12";"FP";
"1997-12";"ET";
"1997-12";"K2";
"1997-12";"T7";"91.0984"
"1998-01";"T0";"89.3288"
"1998-01";"IG";"101.7671"
"1998-01";"T1";"94.8591"
"1998-01";"IW";"76.3601"
"1998-01";"T2";"92.5121"
"1998-01";"IE";"67.2889"
"1998-01";"T3";"91.5261"
"1998-01";"IT";"47.2258"
"1998-01";"T4";"91.289"
"1998-01";"IAG";"82.1513"
"1998-01";"T5";
"1998-01";"IBS";
"1998-01";"T6";
"1998-01";"IAP";
"1998-01";"K1";
"1998-01";"FP";
"1998-01";"ET";
"1998-01";"K2";
"1998-01";"T7";"91.065"
"1998-02";"T0";"89.4512"
"1998-02";"IG";"101.7671"
"1998-02";"T1";"94.9519"
"1998-02";"IW";"76.522"
"1998-02";"T2";"92.6405"
"1998-02";"IE";"66.999"
"1998-02";"T3";"91.6393"
"1998-02";"IT";"47.2258"
"1998-02";"T4";"91.4015"
"1998-02";"IAG";"82.2362"
"1998-02";"T5";
"1998-02";"IBS";
"1998-02";"T6";
"1998-02";"IAP";
"1998-02";"K1";
"1998-02";"FP";
"1998-02";"ET";
"1998-02";"K2";
"1998-02";"T7";"91.1768"
"1998-03";"T0";"89.3775"
"1998-03";"IG";"101.7671"
"1998-03";"T1";"94.8622"
"1998-03";"IW";"76.522"
"1998-03";"T2";"92.6469"
"1998-03";"IE";"65.0779"
"1998-03";"T3";"91.5591"
"1998-03";"IT";"48.0237"
"1998-03";"T4";"91.3285"
"1998-03";"IAG";"82.3418"
"1998-03";"T5";
"1998-03";"IBS";
"1998-03";"T6";
"1998-03";"IAP";
"1998-03";"K1";
"1998-03";"FP";
"1998-03";"ET";
"1998-03";"K2";
"1998-03";"T7";"91.1094"
"1998-04";"T0";"89.4098"
"1998-04";"IG";"101.8478"
"1998-04";"T1";"94.9116"
"1998-04";"IW";"76.522"
"1998-04";"T2";"92.6584"
"1998-04";"IE";"65.7594"
"1998-04";"T3";"91.5967"
"1998-04";"IT";"48.0237"
"1998-04";"T4";"91.3668"
"1998-04";"IAG";"82.3418"
"1998-04";"T5";
"1998-04";"IBS";
"1998-04";"T6";
"1998-04";"IAP";
"1998-04";"K1";
"1998-04";"FP";
"1998-04";"ET";
"1998-04";"K2";
"1998-04";"T7";"91.1465"
"1998-05";"T0";"89.2035"
"1998-05";"IG";"101.8478"
"1998-05";"T1";"94.7126"
"1998-05";"IW";"76.3726"
"1998-05";"T2";"92.488"
"1998-05";"IE";"65.1007"
"1998-05";"T3";"91.406"
"1998-05";"IT";"48.0237"
"1998-05";"T4";"91.1699"
"1998-05";"IAG";"82.4204"
"1998-05";"T5";
"1998-05";"IBS";
"1998-05";"T6";
"1998-05";"IAP";
"1998-05";"K1";
"1998-05";"FP";
"1998-05";"ET";
"1998-05";"K2";
"1998-05";"T7";"90.9582"
"1998-06";"T0";"89.3221"
"1998-06";"IG";"101.8478"
"1998-06";"T1";"94.8566"
"1998-06";"IW";"76.3726"
"1998-06";"T2";"92.6631"
"1998-06";"IE";"63.5478"
"1998-06";"T3";"91.5125"
"1998-06";"IT";"48.2316"
"1998-06";"T4";"91.2742"
"1998-06";"IAG";"82.6421"
"1998-06";"T5";
"1998-06";"IBS";
"1998-06";"T6";
"1998-06";"IAP";
"1998-06";"K1";
"1998-06";"FP";
"1998-06";"ET";
"1998-06";"K2";
"1998-06";"T7";"91.0665"
"1998-07";"T0";"89.1609"
"1998-07";"IG";"102.1094"
"1998-07";"T1";"94.6936"
"1998-07";"IW";"76.3726"
"1998-07";"T2";"92.5316"
"1998-07";"IE";"63.6318"
"1998-07";"T3";"91.3885"
"1998-07";"IT";"48.2316"
"1998-07";"T4";"91.1479"
"1998-07";"IAG";"82.6421"
"1998-07";"T5";
"1998-07";"IBS";
"1998-07";"T6";
"1998-07";"IAP";
"1998-07";"K1";
"1998-07";"FP";
"1998-07";"ET";
"1998-07";"K2";
"1998-07";"T7";"90.9441"
"1998-08";"T0";"89.4449"
"1998-08";"IG";"102.1094"
"1998-08";"T1";"95.0004"
"1998-08";"IW";"76.4832"
"1998-08";"T2";"92.8279"
"1998-08";"IE";"62.9958"
"1998-08";"T3";"91.6509"
"1998-08";"IT";"48.2316"
"1998-08";"T4";"91.4097"
"1998-08";"IAG";"82.8118"
"1998-08";"T5";
"1998-08";"IBS";
"1998-08";"T6";
"1998-08";"IAP";
"1998-08";"K1";
"1998-08";"FP";
"1998-08";"ET";
"1998-08";"K2";
"1998-08";"T7";"91.2031"
"1998-09";"T0";"89.3652"
"1998-09";"IG";"102.1094"
"1998-09";"T1";"94.9035"
"1998-09";"IW";"76.4832"
"1998-09";"T2";"92.8046"
"1998-09";"IE";"61.6761"
"1998-09";"T3";"91.5739"
"1998-09";"IT";"48.4572"
"1998-09";"T4";"91.3309"
"1998-09";"IAG";"82.9252"
"1998-09";"T5";
"1998-09";"IBS";
"1998-09";"T6";
"1998-09";"IAP";
"1998-09";"K1";
"1998-09";"FP";
"1998-09";"ET";
"1998-09";"K2";
"1998-09";"T7";"91.1304"
"1998-10";"T0";"89.3717"
"1998-10";"IG";"101.8524"
"1998-10";"T1";"94.8792"
"1998-10";"IW";"76.4832"
"1998-10";"T2";"92.7597"
"1998-10";"IE";"62.3234"
"1998-10";"T3";"91.5554"
"1998-10";"IT";"48.4572"
"1998-10";"T4";"91.3121"
"1998-10";"IAG";"82.9252"
"1998-10";"T5";
"1998-10";"IBS";
"1998-10";"T6";
"1998-10";"IAP";
"1998-10";"K1";
"1998-10";"FP";
"1998-10";"ET";
"1998-10";"K2";
"1998-10";"T7";"91.1122"
"1998-11";"T0";"89.2098"
"1998-11";"IG";"101.8524"
"1998-11";"T1";"94.6937"
"1998-11";"IW";"76.4507"
"1998-11";"T2";"92.6412"
"1998-11";"IE";"61.4231"
"1998-11";"T3";"91.4058"
"1998-11";"IT";"48.4572"
"1998-11";"T4";"91.1575"
"1998-11";"IAG";"82.9895"
"1998-11";"T5";
"1998-11";"IBS";
"1998-11";"T6";
"1998-11";"IAP";
"1998-11";"K1";
"1998-11";"FP";
"1998-11";"ET";
"1998-11";"K2";
"1998-11";"T7";"90.9644"
"1998-12";"T0";"89.1884"
"1998-12";"IG";"101.8524"
"1998-12";"T1";"94.6678"
"1998-12";"IW";"76.4507"
"1998-12";"T2";"92.6675"
"1998-12";"IE";"60.2546"
"1998-12";"T3";"91.3861"
"1998-12";"IT";"48.4572"
"1998-12";"T4";"91.1381"
"1998-12";"IAG";"82.9657"
"1998-12";"T5";
"1998-12";"IBS";
"1998-12";"T6";
"1998-12";"IAP";
"1998-12";"K1";
"1998-12";"FP";
"1998-12";"ET";
"1998-12";"K2";
"1998-12";"T7";"90.945"
"1999-01";"T0";"89.3531"
"1999-01";"IG";"102.2385"
"1999-01";"T1";"94.9161"
"1999-01";"IW";"76.4507"
"1999-01";"T2";"92.8761"
"1999-01";"IE";"59.9122"
"1999-01";"T3";"91.5749"
"1999-01";"IT";"48.4572"
"1999-01";"T4";"91.3306"
"1999-01";"IAG";"82.9657"
"1999-01";"T5";
"1999-01";"IBS";
"1999-01";"T6";
"1999-01";"IAP";
"1999-01";"K1";
"1999-01";"FP";
"1999-01";"ET";
"1999-01";"K2";
"1999-01";"T7";"91.1315"
"1999-02";"T0";"89.6905"
"1999-02";"IG";"102.2385"
"1999-02";"T1";"95.2254"
"1999-02";"IW";"76.7421"
"1999-02";"T2";"93.1976"
"1999-02";"IE";"59.9218"
"1999-02";"T3";"91.8868"
"1999-02";"IT";"48.4572"
"1999-02";"T4";"91.6169"
"1999-02";"IAG";"83.9214"
"1999-02";"T5";
"1999-02";"IBS";
"1999-02";"T6";
"1999-02";"IAP";
"1999-02";"K1";
"1999-02";"FP";
"1999-02";"ET";
"1999-02";"K2";
"1999-02";"T7";"91.4394"
"1999-03";"T0";"89.7954"
"1999-03";"IG";"102.2385"
"1999-03";"T1";"95.3528"
"1999-03";"IW";"76.7421"
"1999-03";"T2";"93.2748"
"1999-03";"IE";"60.4921"
"1999-03";"T3";"91.9314"
"1999-03";"IT";"51.9575"
"1999-03";"T4";"91.7071"
"1999-03";"IAG";"84.1776"
"1999-03";"T5";
"1999-03";"IBS";
"1999-03";"T6";
"1999-03";"IAP";
"1999-03";"K1";
"1999-03";"FP";
"1999-03";"ET";
"1999-03";"K2";
"1999-03";"T7";"91.535"
"1999-04";"T0";"89.9567"
"1999-04";"IG";"102.2961"
"1999-04";"T1";"95.5563"
"1999-04";"IW";"76.7421"
"1999-04";"T2";"93.2703"
"1999-04";"IE";"64.604"
"1999-04";"T3";"92.0861"
"1999-04";"IT";"51.9575"
"1999-04";"T4";"91.8648"
"1999-04";"IAG";"84.1776"
"1999-04";"T5";
"1999-04";"IBS";
"1999-04";"T6";
"1999-04";"IAP";
