"CubeId";"plkoprex"
"PublishingDate";"2023-07-21 09:00"

"Date";"D0";"Value"
"2005-12";"T7";"97.7976"
"2006-01";"T0";"96.0651"
"2006-01";"IG";"106.61"
"2006-01";"T1";"100.9918"
"2006-01";"IW";"84.0904"
"2006-01";"T2";"97.4962"
"2006-01";"IE";"110.7987"
"2006-01";"T3";"97.865"
"2006-01";"IT";"70.0163"
"2006-01";"T4";"97.7923"
"2006-01";"IAG";"90.2258"
"2006-01";"T5";"98.1557"
"2006-01";"IBS";"85.9757"
"2006-01";"T6";"96.8647"
"2006-01";"IAP";"100.1903"
"2006-01";"K1";"97.7013"
"2006-01";"FP";"102.8879"
"2006-01";"ET";"97.0122"
"2006-01";"K2";"96.1264"
"2006-01";"T7";"97.6179"
"2006-02";"T0";"96.4248"
"2006-02";"IG";"106.61"
"2006-02";"T1";"101.1784"
"2006-02";"IW";"84.8135"
"2006-02";"T2";"97.7358"
"2006-02";"IE";"112.6907"
"2006-02";"T3";"98.1725"
"2006-02";"IT";"70.0163"
"2006-02";"T4";"98.1047"
"2006-02";"IAG";"90.2258"
"2006-02";"T5";"98.4733"
"2006-02";"IBS";"85.9757"
"2006-02";"T6";"97.2517"
"2006-02";"IAP";"100.2035"
"2006-02";"K1";"97.8613"
"2006-02";"FP";"104.7626"
"2006-02";"ET";"98.0591"
"2006-02";"K2";"96.3325"
"2006-02";"T7";"97.9221"
"2006-03";"T0";"96.3019"
"2006-03";"IG";"106.61"
"2006-03";"T1";"101.0461"
"2006-03";"IW";"84.8135"
"2006-03";"T2";"97.6885"
"2006-03";"IE";"111.2105"
"2006-03";"T3";"98.0662"
"2006-03";"IT";"70.119"
"2006-03";"T4";"97.9973"
"2006-03";"IAG";"90.2468"
"2006-03";"T5";"98.3648"
"2006-03";"IBS";"85.9757"
"2006-03";"T6";"97.1176"
"2006-03";"IAP";"100.206"
"2006-03";"K1";"97.8859"
"2006-03";"FP";"103.3019"
"2006-03";"ET";"97.2711"
"2006-03";"K2";"96.3636"
"2006-03";"T7";"97.8182"
"2006-04";"T0";"97.2623"
"2006-04";"IG";"106.7296"
"2006-04";"T1";"102.1034"
"2006-04";"IW";"84.8135"
"2006-04";"T2";"98.3318"
"2006-04";"IE";"116.6387"
"2006-04";"T3";"98.9058"
"2006-04";"IT";"70.119"
"2006-04";"T4";"98.8441"
"2006-04";"IAG";"90.4643"
"2006-04";"T5";"98.5678"
"2006-04";"IBS";"101.0678"
"2006-04";"T6";"98.1577"
"2006-04";"IAP";"100.3006"
"2006-04";"K1";"98.6203"
"2006-04";"FP";"102.6406"
"2006-04";"ET";"100.1806"
"2006-04";"K2";"97.2784"
"2006-04";"T7";"98.6484"
"2006-05";"T0";"97.4958"
"2006-05";"IG";"106.7296"
"2006-05";"T1";"102.2424"
"2006-05";"IW";"85.2187"
"2006-05";"T2";"98.4325"
"2006-05";"IE";"119.189"
"2006-05";"T3";"99.1054"
"2006-05";"IT";"70.119"
"2006-05";"T4";"99.0467"
"2006-05";"IAG";"90.4643"
"2006-05";"T5";"98.7738"
"2006-05";"IBS";"101.0678"
"2006-05";"T6";"98.411"
"2006-05";"IAP";"100.3021"
"2006-05";"K1";"98.6751"
"2006-05";"FP";"103.6868"
"2006-05";"ET";"101.5427"
"2006-05";"K2";"97.3489"
"2006-05";"T7";"98.8457"
"2006-06";"T0";"97.4634"
"2006-06";"IG";"106.7296"
"2006-06";"T1";"102.2075"
"2006-06";"IW";"85.2187"
"2006-06";"T2";"98.463"
"2006-06";"IE";"117.7633"
"2006-06";"T3";"99.0772"
"2006-06";"IT";"70.1514"
"2006-06";"T4";"99.0196"
"2006-06";"IAG";"90.4253"
"2006-06";"T5";"98.7452"
"2006-06";"IBS";"101.0678"
"2006-06";"T6";"98.3707"
"2006-06";"IAP";"100.3197"
"2006-06";"K1";"98.6447"
"2006-06";"FP";"104.905"
"2006-06";"ET";"100.7837"
"2006-06";"K2";"97.304"
"2006-06";"T7";"98.8184"
"2006-07";"T0";"96.7873"
"2006-07";"IG";"106.067"
"2006-07";"T1";"101.3498"
"2006-07";"IW";"85.2187"
"2006-07";"T2";"97.6028"
"2006-07";"IE";"121.5208"
"2006-07";"T3";"98.3961"
"2006-07";"IT";"70.1514"
"2006-07";"T4";"98.3239"
"2006-07";"IAG";"90.5752"
"2006-07";"T5";"98.7879"
"2006-07";"IBS";"84.1111"
"2006-07";"T6";"97.6135"
"2006-07";"IAP";"99.9395"
"2006-07";"K1";"97.7716"
"2006-07";"FP";"103.52"
"2006-07";"ET";"102.8728"
"2006-07";"K2";"96.3134"
"2006-07";"T7";"98.1449"
"2006-08";"T0";"96.986"
"2006-08";"IG";"106.067"
"2006-08";"T1";"101.4752"
"2006-08";"IW";"85.5378"
"2006-08";"T2";"97.6935"
"2006-08";"IE";"123.5721"
"2006-08";"T3";"98.566"
"2006-08";"IT";"70.1514"
"2006-08";"T4";"98.4964"
"2006-08";"IAG";"90.5752"
"2006-08";"T5";"98.9634"
"2006-08";"IBS";"84.1111"
"2006-08";"T6";"97.8292"
"2006-08";"IAP";"99.9407"
"2006-08";"K1";"97.8512"
"2006-08";"FP";"103.8835"
"2006-08";"ET";"103.9684"
"2006-08";"K2";"96.4158"
"2006-08";"T7";"98.3128"
"2006-09";"T0";"96.737"
"2006-09";"IG";"106.067"
"2006-09";"T1";"101.2072"
"2006-09";"IW";"85.5378"
"2006-09";"T2";"97.7641"
"2006-09";"IE";"116.557"
"2006-09";"T3";"98.3527"
"2006-09";"IT";"70.1874"
"2006-09";"T4";"98.2806"
"2006-09";"IAG";"90.5624"
"2006-09";"T5";"98.7436"
"2006-09";"IBS";"84.1111"
"2006-09";"T6";"97.5522"
"2006-09";"IAP";"99.9628"
"2006-09";"K1";"97.8141"
"2006-09";"FP";"106.0678"
"2006-09";"ET";"100.2333"
"2006-09";"K2";"96.3608"
"2006-09";"T7";"98.1023"
"2006-10";"T0";"97.151"
"2006-10";"IG";"105.9529"
"2006-10";"T1";"101.6304"
"2006-10";"IW";"85.5378"
"2006-10";"T2";"98.3475"
"2006-10";"IE";"110.8665"
"2006-10";"T3";"98.6887"
"2006-10";"IT";"70.1874"
"2006-10";"T4";"98.6153"
"2006-10";"IAG";"90.8028"
"2006-10";"T5";"98.3557"
"2006-10";"IBS";"100.8139"
"2006-10";"T6";"97.9299"
"2006-10";"IAP";"100.1361"
"2006-10";"K1";"98.5857"
"2006-10";"FP";"101.934"
"2006-10";"ET";"98.1506"
"2006-10";"K2";"97.3941"
"2006-10";"T7";"98.4347"
"2006-11";"T0";"97.1004"
"2006-11";"IG";"105.9529"
"2006-11";"T1";"101.4683"
"2006-11";"IW";"85.926"
"2006-11";"T2";"98.4068"
"2006-11";"IE";"108.3579"
"2006-11";"T3";"98.6456"
"2006-11";"IT";"70.1874"
"2006-11";"T4";"98.5715"
"2006-11";"IAG";"90.8028"
"2006-11";"T5";"98.3111"
"2006-11";"IBS";"100.8139"
"2006-11";"T6";"97.8889"
"2006-11";"IAP";"100.0876"
"2006-11";"K1";"98.7096"
"2006-11";"FP";"101.0361"
"2006-11";"ET";"96.6702"
"2006-11";"K2";"97.5537"
"2006-11";"T7";"98.3919"
"2006-12";"T0";"97.1159"
"2006-12";"IG";"105.9529"
"2006-12";"T1";"101.4849"
"2006-12";"IW";"85.926"
"2006-12";"T2";"98.4471"
"2006-12";"IE";"107.716"
"2006-12";"T3";"98.6579"
"2006-12";"IT";"70.2647"
"2006-12";"T4";"98.5819"
"2006-12";"IAG";"90.9135"
"2006-12";"T5";"98.3247"
"2006-12";"IBS";"100.8139"
"2006-12";"T6";"97.8948"
"2006-12";"IAP";"100.1257"
"2006-12";"K1";"98.7345"
"2006-12";"FP";"101.3995"
"2006-12";"ET";"96.3284"
"2006-12";"K2";"97.5734"
"2006-12";"T7";"98.405"
"2007-01";"T0";"96.2982"
"2007-01";"IG";"106.0165"
"2007-01";"T1";"100.6089"
"2007-01";"IW";"85.926"
"2007-01";"T2";"97.8458"
"2007-01";"IE";"105.0339"
"2007-01";"T3";"97.9637"
"2007-01";"IT";"70.2647"
"2007-01";"T4";"97.8722"
"2007-01";"IAG";"91.1408"
"2007-01";"T5";"98.4544"
"2007-01";"IBS";"82.8189"
"2007-01";"T6";"97.0455"
"2007-01";"IAP";"100.039"
"2007-01";"K1";"97.8835"
"2007-01";"FP";"105.5989"
"2007-01";"ET";"94.4241"
"2007-01";"K2";"96.5046"
"2007-01";"T7";"97.7176"
"2007-02";"T0";"96.5249"
"2007-02";"IG";"106.0165"
"2007-02";"T1";"100.6258"
"2007-02";"IW";"86.7492"
"2007-02";"T2";"98.0524"
"2007-02";"IE";"104.9477"
"2007-02";"T3";"98.1589"
"2007-02";"IT";"70.2647"
"2007-02";"T4";"98.0701"
"2007-02";"IAG";"91.1408"
"2007-02";"T5";"98.6568"
"2007-02";"IBS";"82.8189"
"2007-02";"T6";"97.2808"
"2007-02";"IAP";"100.076"
"2007-02";"K1";"98.0965"
"2007-02";"FP";"105.8355"
"2007-02";"ET";"94.3748"
"2007-02";"K2";"96.764"
"2007-02";"T7";"97.9109"
"2007-03";"T0";"96.6144"
"2007-03";"IG";"106.0165"
"2007-03";"T1";"100.7231"
"2007-03";"IW";"86.7492"
"2007-03";"T2";"97.9821"
"2007-03";"IE";"108.3079"
"2007-03";"T3";"98.2142"
"2007-03";"IT";"72.4243"
"2007-03";"T4";"98.1447"
"2007-03";"IAG";"91.2865"
"2007-03";"T5";"98.7368"
"2007-03";"IBS";"82.8189"
"2007-03";"T6";"97.3774"
"2007-03";"IAP";"100.077"
"2007-03";"K1";"98.0933"
"2007-03";"FP";"104.4985"
"2007-03";"ET";"96.2311"
"2007-03";"K2";"96.7596"
"2007-03";"T7";"97.9871"
"2007-04";"T0";"97.8822"
"2007-04";"IG";"106.2112"
"2007-04";"T1";"102.1367"
"2007-04";"IW";"86.7492"
"2007-04";"T2";"98.8907"
"2007-04";"IE";"114.0104"
"2007-04";"T3";"99.3341"
"2007-04";"IT";"72.4243"
"2007-04";"T4";"99.2729"
"2007-04";"IAG";"91.6123"
"2007-04";"T5";"99.088"
"2007-04";"IBS";"99.9857"
"2007-04";"T6";"98.7326"
"2007-04";"IAP";"100.2732"
"2007-04";"K1";"99.0373"
"2007-04";"FP";"105.3416"
"2007-04";"ET";"99.41"
"2007-04";"K2";"97.8963"
"2007-04";"T7";"99.0963"
"2007-05";"T0";"98.1543"
"2007-05";"IG";"106.2112"
"2007-05";"T1";"102.2597"
"2007-05";"IW";"87.3684"
"2007-05";"T2";"98.9933"
"2007-05";"IE";"117.1547"
"2007-05";"T3";"99.5682"
"2007-05";"IT";"72.4243"
"2007-05";"T4";"99.5104"
"2007-05";"IAG";"91.6123"
"2007-05";"T5";"99.3308"
"2007-05";"IBS";"99.9857"
"2007-05";"T6";"99.0127"
"2007-05";"IAP";"100.3259"
"2007-05";"K1";"99.1933"
"2007-05";"FP";"104.5459"
"2007-05";"ET";"101.1454"
"2007-05";"K2";"98.0784"
"2007-05";"T7";"99.3281"
"2007-06";"T0";"98.2878"
"2007-06";"IG";"106.2112"
"2007-06";"T1";"102.4046"
"2007-06";"IW";"87.3684"
"2007-06";"T2";"99.0327"
"2007-06";"IE";"118.9407"
"2007-06";"T3";"99.6707"
"2007-06";"IT";"73.6519"
"2007-06";"T4";"99.6259"
"2007-06";"IAG";"91.6531"
"2007-06";"T5";"99.45"
"2007-06";"IBS";"99.9857"
"2007-06";"T6";"99.1493"
"2007-06";"IAP";"100.3545"
"2007-06";"K1";"99.1719"
"2007-06";"FP";"105.7452"
"2007-06";"ET";"102.1132"
"2007-06";"K2";"98.0402"
"2007-06";"T7";"99.4418"
"2007-07";"T0";"97.603"
"2007-07";"IG";"106.1672"
"2007-07";"T1";"101.6526"
"2007-07";"IW";"87.3684"
"2007-07";"T2";"98.3246"
"2007-07";"IE";"120.9267"
"2007-07";"T3";"99.0749"
"2007-07";"IT";"73.6519"
"2007-07";"T4";"99.0172"
"2007-07";"IAG";"91.8321"
"2007-07";"T5";"99.4546"
"2007-07";"IBS";"86.7976"
"2007-07";"T6";"98.4141"
"2007-07";"IAP";"100.303"
"2007-07";"K1";"98.5044"
"2007-07";"FP";"103.8741"
"2007-07";"ET";"103.175"
"2007-07";"K2";"97.2022"
"2007-07";"T7";"98.8518"
"2007-08";"T0";"97.4733"
"2007-08";"IG";"106.1672"
"2007-08";"T1";"101.5239"
"2007-08";"IW";"87.3248"
"2007-08";"T2";"98.3351"
"2007-08";"IE";"118.1023"
"2007-08";"T3";"98.9633"
"2007-08";"IT";"73.6519"
"2007-08";"T4";"98.904"
"2007-08";"IAG";"91.8321"
"2007-08";"T5";"99.3389"
"2007-08";"IBS";"86.7976"
"2007-08";"T6";"98.274"
"2007-08";"IAP";"100.3025"
"2007-08";"K1";"98.5022"
"2007-08";"FP";"104.1242"
"2007-08";"ET";"101.6135"
"2007-08";"K2";"97.1993"
"2007-08";"T7";"98.7412"
"2007-09";"T0";"97.5836"
"2007-09";"IG";"106.1672"
"2007-09";"T1";"101.6437"
"2007-09";"IW";"87.3248"
"2007-09";"T2";"98.3689"
"2007-09";"IE";"119.5493"
"2007-09";"T3";"99.0516"
"2007-09";"IT";"74.3083"
"2007-09";"T4";"98.9998"
"2007-09";"IAG";"91.8509"
"2007-09";"T5";"99.4373"
"2007-09";"IBS";"86.7976"
"2007-09";"T6";"98.3869"
"2007-09";"IAP";"100.3261"
"2007-09";"K1";"98.4884"
"2007-09";"FP";"105.0459"
"2007-09";"ET";"102.413"
"2007-09";"K2";"97.1745"
"2007-09";"T7";"98.8352"
"2007-10";"T0";"98.594"
"2007-10";"IG";"106.0514"
"2007-10";"T1";"102.7193"
"2007-10";"IW";"87.3248"
"2007-10";"T2";"99.1734"
"2007-10";"IE";"121.3609"
"2007-10";"T3";"99.9037"
"2007-10";"IT";"74.3083"
"2007-10";"T4";"99.8585"
"2007-10";"IAG";"92.0809"
"2007-10";"T5";"99.5349"
"2007-10";"IBS";"103.4529"
"2007-10";"T6";"99.4824"
"2007-10";"IAP";"100.2373"
"2007-10";"K1";"99.366"
"2007-10";"FP";"105.2101"
"2007-10";"ET";"103.3294"
"2007-10";"K2";"98.3186"
"2007-10";"T7";"99.6792"
"2007-11";"T0";"99.1273"
"2007-11";"IG";"106.0514"
"2007-11";"T1";"103.1882"
"2007-11";"IW";"87.7208"
"2007-11";"T2";"99.2666"
"2007-11";"IE";"129.9342"
"2007-11";"T3";"100.3627"
"2007-11";"IT";"74.3083"
"2007-11";"T4";"100.3241"
"2007-11";"IAG";"92.0809"
"2007-11";"T5";"100.0109"
"2007-11";"IBS";"103.4529"
"2007-11";"T6";"100.0611"
"2007-11";"IAP";"100.2308"
"2007-11";"K1";"99.5193"
"2007-11";"FP";"104.3037"
"2007-11";"ET";"108.0479"
"2007-11";"K2";"98.5138"
"2007-11";"T7";"100.1337"
"2007-12";"T0";"99.413"
"2007-12";"IG";"106.0514"
"2007-12";"T1";"103.4985"
"2007-12";"IW";"87.7208"
"2007-12";"T2";"99.444"
"2007-12";"IE";"131.6775"
"2007-12";"T3";"100.603"
"2007-12";"IT";"74.8485"
"2007-12";"T4";"100.5727"
"2007-12";"IAG";"92.112"
"2007-12";"T5";"100.266"
"2007-12";"IBS";"103.4529"
"2007-12";"T6";"100.3107"
"2007-12";"IAP";"100.4512"
"2007-12";"K1";"99.6648"
"2007-12";"FP";"105.0681"
"2007-12";"ET";"109.0826"
"2007-12";"K2";"98.6386"
"2007-12";"T7";"100.3771"
"2008-01";"T0";"99.076"
"2008-01";"IG";"106.0699"
"2008-01";"T1";"103.1348"
"2008-01";"IW";"87.7208"
"2008-01";"T2";"99.097"
"2008-01";"IE";"132.9477"
"2008-01";"T3";"100.3118"
"2008-01";"IT";"74.8485"
"2008-01";"T4";"100.2577"
"2008-01";"IAG";"92.9003"
"2008-01";"T5";"100.6339"
"2008-01";"IBS";"88.5654"
"2008-01";"T6";"99.8413"
"2008-01";"IAP";"100.8713"
"2008-01";"K1";"99.0595"
"2008-01";"FP";"107.8077"
"2008-01";"ET";"110.9152"
"2008-01";"K2";"97.9074"
"2008-01";"T7";"100.0885"
"2008-02";"T0";"99.2257"
"2008-02";"IG";"106.13"
"2008-02";"T1";"103.1592"
"2008-02";"IW";"88.2889"
"2008-02";"T2";"99.3732"
"2008-02";"IE";"129.36"
"2008-02";"T3";"100.4506"
"2008-02";"IT";"74.8485"
"2008-02";"T4";"100.3835"
"2008-02";"IAG";"93.5166"
"2008-02";"T5";"100.7776"
"2008-02";"IBS";"88.5654"
"2008-02";"T6";"99.9917"
"2008-02";"IAP";"100.9579"
"2008-02";"K1";"99.4054"
"2008-02";"FP";"106.9183"
"2008-02";"ET";"109.0433"
"2008-02";"K2";"98.3153"
"2008-02";"T7";"100.2261"
"2008-03";"T0";"99.6289"
"2008-03";"IG";"106.0627"
"2008-03";"T1";"103.5865"
"2008-03";"IW";"88.2889"
"2008-03";"T2";"99.5006"
"2008-03";"IE";"135.4167"
"2008-03";"T3";"100.7917"
"2008-03";"IT";"74.9594"
"2008-03";"T4";"100.7238"
"2008-03";"IAG";"93.8009"
"2008-03";"T5";"101.132"
"2008-03";"IBS";"88.5654"
"2008-03";"T6";"100.4223"
"2008-03";"IAP";"100.9379"
"2008-03";"K1";"99.537"
"2008-03";"FP";"107.0045"
"2008-03";"ET";"112.2047"
"2008-03";"K2";"98.4896"
"2008-03";"T7";"100.565"
"2008-04";"T0";"100.4996"
"2008-04";"IG";"106.3741"
"2008-04";"T1";"104.5878"
"2008-04";"IW";"88.2889"
"2008-04";"T2";"100.3341"
"2008-04";"IE";"135.2105"
"2008-04";"T3";"101.5936"
"2008-04";"IT";"74.9594"
"2008-04";"T4";"101.5297"
"2008-04";"IAG";"94.1298"
"2008-04";"T5";"101.2288"
"2008-04";"IBS";"104.8816"
"2008-04";"T6";"101.3557"
"2008-04";"IAP";"101.1874"
"2008-04";"K1";"100.4263"
"2008-04";"FP";"107.2436"
"2008-04";"ET";"112.1599"
"2008-04";"K2";"99.5433"
"2008-04";"T7";"101.3596"
"2008-05";"T0";"101.4409"
"2008-05";"IG";"106.3143"
"2008-05";"T1";"105.3196"
"2008-05";"IW";"89.3659"
"2008-05";"T2";"100.6702"
"2008-05";"IE";"148.6888"
"2008-05";"T3";"102.4059"
"2008-05";"IT";"74.9594"
"2008-05";"T4";"102.3527"
"2008-05";"IAG";"94.1915"
"2008-05";"T5";"102.0699"
"2008-05";"IBS";"104.8816"
"2008-05";"T6";"102.369"
"2008-05";"IAP";"101.175"
"2008-05";"K1";"100.7428"
"2008-05";"FP";"108.1607"
"2008-05";"ET";"119.1597"
"2008-05";"K2";"99.9514"
"2008-05";"T7";"102.1644"
"2008-06";"T0";"101.7368"
"2008-06";"IG";"105.7109"
"2008-06";"T1";"105.5375"
"2008-06";"IW";"89.3659"
"2008-06";"T2";"100.5081"
"2008-06";"IE";"157.8939"
"2008-06";"T3";"102.5786"
"2008-06";"IT";"75.1409"
"2008-06";"T4";"102.5331"
"2008-06";"IAG";"94.0578"
"2008-06";"T5";"102.3512"
"2008-06";"IBS";"102.6451"
"2008-06";"T6";"102.684"
"2008-06";"IAP";"100.7908"
"2008-06";"K1";"100.5094"
"2008-06";"FP";"109.3409"
"2008-06";"ET";"123.8942"
"2008-06";"K2";"99.7698"
"2008-06";"T7";"102.3372"
"2008-07";"T0";"101.2372"
"2008-07";"IG";"105.6047"
"2008-07";"T1";"104.9754"
"2008-07";"IW";"89.3659"
"2008-07";"T2";"99.9157"
"2008-07";"IE";"161.3629"
"2008-07";"T3";"102.1285"
"2008-07";"IT";"75.1409"
"2008-07";"T4";"102.0698"
"2008-07";"IAG";"94.3146"
"2008-07";"T5";"102.4548"
"2008-07";"IBS";"89.9734"
"2008-07";"T6";"102.138"
"2008-07";"IAP";"100.7369"
"2008-07";"K1";"99.9163"
"2008-07";"FP";"108.342"
"2008-07";"ET";"125.6693"
"2008-07";"K2";"99.0441"
"2008-07";"T7";"101.8912"
"2008-08";"T0";"100.9241"
"2008-08";"IG";"105.6413"
"2008-08";"T1";"104.5122"
"2008-08";"IW";"89.8571"
"2008-08";"T2";"100.0425"
"2008-08";"IE";"150.5217"
"2008-08";"T3";"101.8607"
"2008-08";"IT";"75.1409"
"2008-08";"T4";"101.7957"
"2008-08";"IAG";"94.4053"
"2008-08";"T5";"102.1775"
"2008-08";"IBS";"89.9734"
"2008-08";"T6";"101.798"
"2008-08";"IAP";"100.7646"
"2008-08";"K1";"100.1294"
"2008-08";"FP";"106.7876"
"2008-08";"ET";"120.0951"
"2008-08";"K2";"99.3037"
"2008-08";"T7";"101.6259"
"2008-09";"T0";"101.046"
"2008-09";"IG";"105.6212"
"2008-09";"T1";"104.6413"
"2008-09";"IW";"89.8571"
"2008-09";"T2";"100.3056"
"2008-09";"IE";"146.3042"
"2008-09";"T3";"101.9575"
"2008-09";"IT";"75.8384"
"2008-09";"T4";"101.8927"
"2008-09";"IAG";"94.7351"
"2008-09";"T5";"102.2846"
"2008-09";"IBS";"89.9734"
"2008-09";"T6";"101.9209"
"2008-09";"IAP";"100.7865"
"2008-09";"K1";"100.362"
"2008-09";"FP";"107.7163"
"2008-09";"ET";"118.0106"
"2008-09";"K2";"99.5901"
"2008-09";"T7";"101.7283"
"2008-10";"T0";"101.6537"
"2008-10";"IG";"105.7355"
"2008-10";"T1";"105.3225"
"2008-10";"IW";"89.8571"
"2008-10";"T2";"101.1186"
"2008-10";"IE";"139.5365"
"2008-10";"T3";"102.5031"
"2008-10";"IT";"75.8384"
"2008-10";"T4";"102.4414"
"2008-10";"IAG";"94.9405"
"2008-10";"T5";"102.1456"
"2008-10";"IBS";"105.6268"
"2008-10";"T6";"102.4353"
"2008-10";"IAP";"101.4283"
"2008-10";"K1";"101.1089"
"2008-10";"FP";"107.7481"
"2008-10";"ET";"116.2488"
"2008-10";"K2";"100.5067"
"2008-10";"T7";"102.2689"
"2008-11";"T0";"100.8406"
"2008-11";"IG";"105.8897"
"2008-11";"T1";"104.3154"
"2008-11";"IW";"90.4239"
"2008-11";"T2";"101.1177"
"2008-11";"IE";"120.4941"
"2008-11";"T3";"101.8156"
"2008-11";"IT";"75.8384"
"2008-11";"T4";"101.7925"
"2008-11";"IAG";"92.9522"
"2008-11";"T5";"101.4337"
"2008-11";"IBS";"105.6268"
"2008-11";"T6";"101.5253"
"2008-11";"IAP";"101.6443"
"2008-11";"K1";"101.1889"
"2008-11";"FP";"105.5864"
"2008-11";"ET";"106.7539"
"2008-11";"K2";"100.5767"
"2008-11";"T7";"101.5877"
"2008-12";"T0";"100.2431"
"2008-12";"IG";"105.9547"
"2008-12";"T1";"103.6763"
"2008-12";"IW";"90.4239"
"2008-12";"T2";"101.2118"
"2008-12";"IE";"103.7628"
"2008-12";"T3";"101.2958"
"2008-12";"IT";"76.6872"
"2008-12";"T4";"101.2234"
"2008-12";"IAG";"94.9678"
"2008-12";"T5";"100.961"
"2008-12";"IBS";"104.3518"
"2008-12";"T6";"100.8699"
"2008-12";"IAP";"101.7185"
"2008-12";"K1";"101.2267"
"2008-12";"FP";"106.7549"
"2008-12";"ET";"98.2009"
"2008-12";"K2";"100.6091"
"2008-12";"T7";"101.0807"
"2009-01";"T0";"99.257"
"2009-01";"IG";"105.9654"
"2009-01";"T1";"102.6114"
"2009-01";"IW";"90.4239"
"2009-01";"T2";"100.585"
"2009-01";"IE";"98.3141"
"2009-01";"T3";"100.4362"
"2009-01";"IT";"76.6872"
"2009-01";"T4";"100.3402"
"2009-01";"IAG";"95.3607"
"2009-01";"T5";"100.6577"
"2009-01";"IBS";"91.5849"
"2009-01";"T6";"99.8115"
"2009-01";"IAP";"101.6923"
"2009-01";"K1";"100.4814"
"2009-01";"FP";"108.6929"
"2009-01";"ET";"94.6263"
"2009-01";"K2";"99.6562"
"2009-01";"T7";"100.2277"
"2009-02";"T0";"99.5281"
"2009-02";"IG";"105.9765"
"2009-02";"T1";"102.6791"
"2009-02";"IW";"91.3367"
"2009-02";"T2";"100.8303"
"2009-02";"IE";"98.3794"
"2009-02";"T3";"100.6743"
"2009-02";"IT";"76.6872"
"2009-02";"T4";"100.5805"
"2009-02";"IAG";"95.436"
"2009-02";"T5";"100.905"
"2009-02";"IBS";"91.5849"
"2009-02";"T6";"100.147"
"2009-02";"IAP";"101.5303"
"2009-02";"K1";"100.7469"
"2009-02";"FP";"109.4958"
"2009-02";"ET";"94.2363"
"2009-02";"K2";"99.9827"
"2009-02";"T7";"100.4641"
"2009-03";"T0";"99.1672"
"2009-03";"IG";"105.8805"
"2009-03";"T1";"102.2726"
"2009-03";"IW";"91.3367"
"2009-03";"T2";"100.7691"
"2009-03";"IE";"92.7139"
"2009-03";"T3";"100.3452"
"2009-03";"IT";"76.8123"
"2009-03";"T4";"100.242"
"2009-03";"IAG";"95.6405"
"2009-03";"T5";"100.5643"
"2009-03";"IBS";"91.5849"
"2009-03";"T6";"99.757"
"2009-03";"IAP";"101.4637"
"2009-03";"K1";"100.7292"
"2009-03";"FP";"108.5325"
"2009-03";"ET";"90.8748"
"2009-03";"K2";"99.9785"
"2009-03";"T7";"100.1385"
"2009-04";"T0";"100.1263"
"2009-04";"IG";"106.2665"
"2009-04";"T1";"103.3748"
"2009-04";"IW";"91.3367"
"2009-04";"T2";"101.5408"
"2009-04";"IE";"95.8796"
"2009-04";"T3";"101.235"
"2009-04";"IT";"76.8123"
"2009-04";"T4";"101.1462"
"2009-04";"IAG";"95.6397"
"2009-04";"T5";"100.7374"
"2009-04";"IBS";"107.8501"
"2009-04";"T6";"100.8324"
"2009-04";"IAP";"101.5713"
"2009-04";"K1";"101.6509"
"2009-04";"FP";"107.3584"
"2009-04";"ET";"92.4688"
"2009-04";"K2";"101.0723"
"2009-04";"T7";"101.0213"
"2009-05";"T0";"100.3191"
"2009-05";"IG";"106.2219"
"2009-05";"T1";"103.4953"
"2009-05";"IW";"91.6606"
"2009-05";"T2";"101.6155"
"2009-05";"IE";"97.7902"
"2009-05";"T3";"101.3974"
"2009-05";"IT";"76.8123"
"2009-05";"T4";"101.3097"
"2009-05";"IAG";"95.7055"
"2009-05";"T5";"100.906"
"2009-05";"IBS";"107.8501"
"2009-05";"T6";"100.9313"
"2009-05";"IAP";"101.982"
"2009-05";"K1";"101.6744"
"2009-05";"FP";"106.654"
"2009-05";"ET";"94.6183"
"2009-05";"K2";"101.1092"
"2009-05";"T7";"101.1824"
"2009-06";"T0";"100.5529"
"2009-06";"IG";"106.0657"
"2009-06";"T1";"103.722"
"2009-06";"IW";"91.6606"
"2009-06";"T2";"101.3819"
"2009-06";"IE";"106.3421"
"2009-06";"T3";"101.5549"
"2009-06";"IT";"80.1402"
"2009-06";"T4";"101.4989"
"2009-06";"IAG";"95.5694"
"2009-06";"T5";"101.3141"
"2009-06";"IBS";"103.1246"
"2009-06";"T6";"101.1885"
"2009-06";"IAP";"101.8598"
"2009-06";"K1";"101.4249"
"2009-06";"FP";"106.741"
"2009-06";"ET";"99.586"
"2009-06";"K2";"100.8204"
"2009-06";"T7";"101.364"
"2009-07";"T0";"99.7356"
"2009-07";"IG";"106.3294"
"2009-07";"T1";"102.882"
"2009-07";"IW";"91.6606"
"2009-07";"T2";"100.7971"
"2009-07";"IE";"103.862"
"2009-07";"T3";"100.8768"
"2009-07";"IT";"80.1402"
"2009-07";"T4";"100.799"
"2009-07";"IAG";"96.0159"
"2009-07";"T5";"101.119"
"2009-07";"IBS";"92.0982"
"2009-07";"T6";"100.3409"
"2009-07";"IAP";"101.8904"
"2009-07";"K1";"100.8647"
"2009-07";"FP";"105.8276"
"2009-07";"ET";"97.7968"
"2009-07";"K2";"100.0747"
"2009-07";"T7";"100.6913"
